season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385483,1,91,Bournemouth,Home,583450,154131,Jack Stacey,jack-stacey,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,91,Bournemouth,Home,856720,229600,Mark Travers,mark-travers,G,False,,,9.0,6.0,14.0,20.0,,1.0,8.0,,,,,,,,1.0,,,0.00271436,0.0,0.0,,,,0.5261,2.0,,,,,90.0,,,,,,6.0,,7.3,1.0,2.0,,,,,,14.0,,11.0,15.0,26.0,0,,36.0,,,,
2022-23,10385483,1,91,Bournemouth,Home,865167,235530,Lloyd Kelly,lloyd-kelly,D,False,1.0,,2.0,3.0,13.0,15.0,,2.0,2.0,,,,2.0,,,2.0,5.0,,,0.0877107,0.0,0.0,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,13.0,,7.5,,,,11.0,1.0,1.0,,7.0,,8.0,19.0,26.0,0,2.0,47.0,1.0,,1.0,2.0
2022-23,10385483,1,91,Bournemouth,Home,865740,223911,Chris Mepham,chris-mepham,D,False,,,6.0,6.0,32.0,38.0,2.0,5.0,2.0,,,,,,,2.0,8.0,,,0.00289523,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,11.0,,7.9,,,,13.0,,,,9.0,,10.0,37.0,47.0,0,2.0,69.0,1.0,1.0,,1.0
2022-23,10385483,1,91,Bournemouth,Home,886532,244085,Siriki Dembélé,siriki-dembele,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,2.0,,1.0,10.0,7.0,15.0,4.0,2.0,10.0,1.0,,,,,1.0,7.0,14.0,,,0.123749,0.0,0.0,1.0,,,,,,,3.0,,86.0,,,,,,20.0,,7.9,,,,,7.0,8.0,,2.0,1.0,22.0,10.0,24.0,0,1.0,54.0,2.0,5.0,6.0,1.0
2022-23,10385483,1,91,Bournemouth,Home,964119,447932,Jordan Zemura,jordan-zemura,M,False,,,2.0,5.0,10.0,15.0,1.0,1.0,6.0,,,,1.0,,,4.0,6.0,,,0.0102967,0.0,0.0,2.0,,,,,,,1.0,,90.0,,2.0,,,,10.0,,7.4,,,,2.0,2.0,,,5.0,,9.0,13.0,22.0,0,3.0,41.0,2.0,,2.0,2.0
2022-23,10385483,1,91,Bournemouth,Home,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,91,Bournemouth,Home,1020680,444180,Jaidon Anthony,jaidon-anthony,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,4.0,5.0,14.0,18.0,4.0,,6.0,,,1.0,4.0,,,11.0,3.0,,,0.0251878,0.0697,0.0,2.0,,,,,,,,,90.0,,1.0,,,,14.0,,6.3,,,,3.0,1.0,3.0,,9.0,,14.0,18.0,29.0,1,3.0,47.0,,,,
2022-23,10385530,2,91,Bournemouth,Away,44823,56872,Junior Stanislas,junior-stanislas,M,True,,,,2.0,3.0,5.0,,,,,,,,,,,,,,0.0003494,0.0358,0.0,,,,,,,,,,27.0,,,,,,4.0,,6.4,,,1.0,,,,,1.0,,4.0,4.0,8.0,1,,10.0,,,,
2022-23,10385530,2,91,Bournemouth,Away,84844,69752,Neto,neto,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,186809,133845,Emiliano Marcondes,emiliano-marcondes,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,190857,156687,Ben Pearson,ben-pearson,M,False,,,3.0,6.0,28.0,34.0,,1.0,3.0,,,,,,,1.0,3.0,,,0.00394725,0.0267,0.1198,1.0,,,,,,,,,90.0,1.0,,,,,2.0,,6.7,,,,,,,,3.0,,6.0,30.0,36.0,1,2.0,40.0,,,,1.0
2022-23,10385530,2,91,Bournemouth,Away,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,1.0,5.0,10.0,15.0,2.0,3.0,,,,,,,1.0,4.0,5.0,,,0.0170249,0.0,0.0,1.0,,,,,,,1.0,,89.0,,1.0,,,,13.0,,6.7,,,,,,,,1.0,,10.0,15.0,25.0,0,,33.0,2.0,2.0,,
2022-23,10385530,2,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,False,,,,3.0,7.0,10.0,1.0,,5.0,,,,2.0,,,5.0,6.0,,,0.0058879,0.0,0.0,2.0,,,,,,,,,63.0,,1.0,,,,5.0,,6.9,,,,1.0,3.0,,,2.0,,7.0,7.0,14.0,0,1.0,23.0,1.0,2.0,3.0,1.0
2022-23,10385530,2,91,Bournemouth,Away,355796,152551,Jefferson Lerma,jefferson-lerma,M,False,,,,,48.0,48.0,,1.0,1.0,,,,1.0,,,1.0,5.0,,,0.00020098,0.0,0.0,,,,,,,,,,90.0,,,1.0,,,4.0,,6.0,,,,3.0,,,,1.0,,2.0,49.0,51.0,0,2.0,60.0,1.0,2.0,,1.0
2022-23,10385530,2,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,,,,2.0,15.0,17.0,,1.0,,,,,1.0,,,2.0,2.0,,,0.00137948,0.0,0.0,,,,,,,,,,63.0,,,,,,5.0,,6.3,,,,1.0,1.0,,,1.0,,4.0,17.0,21.0,0,1.0,26.0,,,,1.0
2022-23,10385530,2,91,Bournemouth,Away,548660,168991,Philip Billing,philip-billing,M,True,,,1.0,2.0,6.0,8.0,,1.0,1.0,,,,,,,,2.0,,,0.00570994,0.0,0.0,,,,,,,,1.0,,27.0,,,,,,2.0,,6.6,,,,,,,,1.0,,2.0,8.0,10.0,0,,11.0,,1.0,,
2022-23,10385530,2,91,Bournemouth,Away,583450,154131,Jack Stacey,jack-stacey,D,False,1.0,,,5.0,9.0,13.0,,,1.0,,,,1.0,,,2.0,1.0,,,0.00692095,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,10.0,,6.0,,,,3.0,1.0,2.0,,5.0,,8.0,14.0,20.0,0,,33.0,,,1.0,
2022-23,10385530,2,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,True,,,,2.0,7.0,9.0,,,,,,,,,,,,,,0.00035225,0.0,0.0,,,,,,,,,,10.0,,,,,,1.0,,6.5,,,,1.0,,,,1.0,,2.0,8.0,10.0,0,,11.0,,,,
2022-23,10385530,2,91,Bournemouth,Away,856720,229600,Mark Travers,mark-travers,G,False,,,4.0,3.0,23.0,26.0,,,4.0,,,,,,,,,,,0.0004281,0.0,0.0,,,,-0.7919,,,,,,90.0,,,,,,6.0,1.0,6.4,3.0,4.0,,2.0,,,,10.0,,6.0,26.0,32.0,0,,41.0,,,,
2022-23,10385530,2,91,Bournemouth,Away,865167,235530,Lloyd Kelly,lloyd-kelly,D,False,,,3.0,5.0,28.0,33.0,,1.0,1.0,,,,,,,,1.0,,,0.00744177,0.0,0.0,,,,,,,3.0,,,90.0,,1.0,,,,7.0,,6.4,,,,2.0,,,,6.0,,7.0,31.0,38.0,0,,48.0,1.0,,,
2022-23,10385530,2,91,Bournemouth,Away,865740,223911,Chris Mepham,chris-mepham,D,False,,,1.0,2.0,31.0,33.0,,,1.0,,,,1.0,,1.0,3.0,1.0,,,0.00103859,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,8.0,,5.9,,,,4.0,,,,4.0,,4.0,36.0,40.0,0,1.0,50.0,,,,1.0
2022-23,10385530,2,91,Bournemouth,Away,886532,244085,Siriki Dembélé,siriki-dembele,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,4.0,8.0,11.0,19.0,2.0,,5.0,,,,,,2.0,7.0,4.0,,,0.00650048,0.0,0.0,1.0,,,,,,,,,80.0,,,,,,7.0,,6.5,,,,,4.0,1.0,,4.0,1.0,9.0,11.0,19.0,0,,31.0,1.0,2.0,2.0,
2022-23,10385530,2,91,Bournemouth,Away,1020680,444180,Jaidon Anthony,jaidon-anthony,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,2.0,,,19.0,11.0,28.0,1.0,1.0,6.0,,,,2.0,,,4.0,4.0,,,0.0625407,0.0,0.0,1.0,,,,,,1.0,2.0,,90.0,,1.0,,,,11.0,,6.7,,,,,1.0,3.0,,3.0,,27.0,12.0,36.0,0,2.0,52.0,2.0,,1.0,1.0
2022-23,10385519,3,91,Bournemouth,Home,84844,69752,Neto,neto,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,186809,133845,Emiliano Marcondes,emiliano-marcondes,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,190857,156687,Ben Pearson,ben-pearson,M,False,,,,4.0,5.0,9.0,3.0,,,,,,,,,5.0,1.0,,,0.00133957,0.0,0.0,3.0,,,,,,,,,45.0,,,,,,5.0,,6.2,,,,1.0,,,,2.0,,7.0,6.0,13.0,0,1.0,17.0,1.0,,,
2022-23,10385519,3,91,Bournemouth,Home,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,7.0,7.0,14.0,2.0,3.0,4.0,,,,1.0,,3.0,9.0,7.0,,,0.0314076,0.0418,0.0,2.0,,,,,,,1.0,,90.0,,,,,,19.0,,6.6,,,2.0,1.0,1.0,1.0,,1.0,,16.0,10.0,25.0,2,1.0,42.0,3.0,3.0,,
2022-23,10385519,3,91,Bournemouth,Home,322391,158499,Ryan Christie,ryan-christie,M,True,,,2.0,6.0,3.0,9.0,,,2.0,,,,1.0,,,1.0,3.0,,,0.00524908,0.0,0.0,,,,,,,1.0,,,25.0,,,,,,1.0,,6.8,,,,,2.0,,,2.0,,7.0,3.0,10.0,0,,15.0,,1.0,2.0,
2022-23,10385519,3,91,Bournemouth,Home,355796,152551,Jefferson Lerma,jefferson-lerma,M,False,,,1.0,16.0,27.0,43.0,,1.0,7.0,,,,1.0,,,1.0,3.0,,,0.006192,0.083,0.0,,,,,,,,,,90.0,,,,,,6.0,,6.7,,,1.0,2.0,1.0,1.0,,1.0,1.0,19.0,30.0,48.0,1,1.0,55.0,,,1.0,1.0
2022-23,10385519,3,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,True,,,,11.0,10.0,21.0,1.0,,3.0,,,,,,2.0,3.0,6.0,,,0.00755175,0.0,0.0,,,,,,,1.0,,,45.0,,,,,,3.0,,6.9,,,,,,,,,,11.0,11.0,22.0,0,4.0,33.0,,2.0,,2.0
2022-23,10385519,3,91,Bournemouth,Home,548660,168991,Philip Billing,philip-billing,M,False,,,,2.0,7.0,9.0,2.0,1.0,2.0,,,,3.0,,,6.0,4.0,,,0.00049899,0.0,0.0,1.0,,,,,,,,,65.0,,2.0,,,,10.0,,6.7,,,,1.0,1.0,,,1.0,,8.0,8.0,16.0,0,1.0,27.0,3.0,1.0,1.0,
2022-23,10385519,3,91,Bournemouth,Home,583450,154131,Jack Stacey,jack-stacey,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,2.0,4.0,14.0,18.0,,1.0,2.0,,,,2.0,,,2.0,3.0,,,0.00065186,0.0,0.0,,,,,,,,,,45.0,,,,,,1.0,,6.2,,,,1.0,,,,3.0,,4.0,15.0,19.0,0,2.0,22.0,,,,1.0
2022-23,10385519,3,91,Bournemouth,Home,856720,229600,Mark Travers,mark-travers,G,False,,,4.0,2.0,21.0,23.0,,,5.0,,,,,,,,,,,0.00019518,0.0,0.0,,,,-1.3885,1.0,,,,,90.0,,,,,,2.0,,6.3,3.0,3.0,,,,,,6.0,,3.0,22.0,25.0,0,,34.0,,,,
2022-23,10385519,3,91,Bournemouth,Home,865167,235530,Lloyd Kelly,lloyd-kelly,D,False,1.0,,1.0,12.0,33.0,44.0,,2.0,4.0,,,,,,,,6.0,,,0.0557331,0.0,0.0,,,,,,,1.0,1.0,,90.0,,1.0,,,,15.0,,7.0,,,,,,3.0,,3.0,,17.0,38.0,52.0,0,3.0,70.0,,1.0,,2.0
2022-23,10385519,3,91,Bournemouth,Home,865740,223911,Chris Mepham,chris-mepham,D,False,,,3.0,10.0,33.0,43.0,4.0,2.0,3.0,,,,,,,6.0,4.0,,,0.00257289,0.0323,0.0664,2.0,,,,,,2.0,,,90.0,1.0,,,,,14.0,,6.5,,,,4.0,,,,8.0,,13.0,44.0,57.0,1,2.0,70.0,,,,
2022-23,10385519,3,91,Bournemouth,Home,886532,244085,Siriki Dembélé,siriki-dembele,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385519,3,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,1.0,,,17.0,9.0,25.0,,1.0,7.0,,,,,,3.0,6.0,3.0,,,0.0145566,0.1238,0.0,1.0,,,,,,,1.0,,90.0,,,,,,18.0,,6.4,,,2.0,,4.0,4.0,,,,23.0,12.0,31.0,2,,52.0,3.0,,2.0,
2022-23,10385519,3,91,Bournemouth,Home,964119,447932,Jordan Zemura,jordan-zemura,M,False,1.0,,1.0,16.0,4.0,19.0,2.0,,5.0,,,,1.0,,1.0,6.0,4.0,,,0.0267618,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,20.0,,6.4,,,,1.0,1.0,1.0,,4.0,,24.0,11.0,34.0,0,3.0,58.0,1.0,1.0,,1.0
2022-23,10385519,3,91,Bournemouth,Home,1020680,444180,Jaidon Anthony,jaidon-anthony,M,True,,,2.0,12.0,7.0,19.0,,,5.0,,,,1.0,,,3.0,3.0,,,0.0114917,0.0,0.0,1.0,,,,,,,,,45.0,,,,,,6.0,,6.7,,,,,1.0,,,2.0,,15.0,8.0,23.0,0,2.0,29.0,1.0,1.0,,
2022-23,10385519,3,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,2.0,8.0,10.0,1.0,,2.0,,,,,,,2.0,4.0,,,0.00032523,0.0,0.0,1.0,,,,,,,,,45.0,,,,,,8.0,,5.9,,,,,,,,2.0,,4.0,9.0,13.0,0,4.0,23.0,2.0,,,2.0
2022-23,10385547,4,91,Bournemouth,Away,84844,69752,Neto,neto,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,91,Bournemouth,Away,186809,133845,Emiliano Marcondes,emiliano-marcondes,M,True,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,0.00103461,0.0,0.0,,,,,,,,,,8.0,,,,,,,,6.5,,,,1.0,,,,1.0,,1.0,,1.0,0,,3.0,,1.0,,
2022-23,10385547,4,91,Bournemouth,Away,190857,156687,Ben Pearson,ben-pearson,M,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385547,4,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,6.0,12.0,18.0,9.0,8.0,3.0,,,1.0,2.0,,2.0,13.0,12.0,,,0.00132197,0.1926,0.5335,,,,,,,,,,90.0,1.0,1.0,,,,17.0,,6.4,,,,,1.0,,,1.0,,18.0,13.0,31.0,2,1.0,45.0,2.0,2.0,1.0,1.0
2022-23,10385547,4,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,False,,,,4.0,5.0,9.0,,1.0,2.0,,,,,,,1.0,2.0,,,0.397211,0.0476,0.0,1.0,,,,,1.0,1.0,1.0,,45.0,,,,,,3.0,,6.5,,,1.0,,,,,1.0,,5.0,5.0,10.0,1,1.0,17.0,2.0,,,1.0
2022-23,10385547,4,91,Bournemouth,Away,355796,152551,Jefferson Lerma,jefferson-lerma,M,False,,,,3.0,20.0,23.0,2.0,2.0,6.0,,,,2.0,,,5.0,4.0,,,0.0578598,0.0555,0.0,1.0,,,,,,1.0,,,90.0,,,,,,12.0,,5.8,,,1.0,3.0,,,,2.0,,9.0,24.0,33.0,1,1.0,42.0,2.0,1.0,,1.0
2022-23,10385547,4,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,3.0,2.0,5.0,1.0,1.0,,,,,2.0,,,5.0,3.0,,,0.00113877,0.0,0.0,2.0,,,,,,,,,45.0,,,,,,7.0,,6.4,,,,,1.0,,,,,5.0,4.0,9.0,0,,16.0,3.0,1.0,1.0,
2022-23,10385547,4,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,,,1.0,5.0,19.0,24.0,,,7.0,,,,,,,,3.0,,,0.00214246,0.0,0.0,,,,,,,1.0,,,77.0,,,,,,10.0,,6.4,,,,,1.0,,,4.0,,9.0,25.0,34.0,0,2.0,40.0,,,1.0,1.0
2022-23,10385547,4,91,Bournemouth,Away,548660,168991,Philip Billing,philip-billing,M,True,,,1.0,7.0,4.0,11.0,1.0,1.0,5.0,,,,,,,3.0,3.0,,,0.00452918,0.0,0.0,,,,,,,2.0,,,45.0,,,,,,7.0,,6.3,,,,1.0,3.0,,,2.0,,8.0,8.0,16.0,0,1.0,23.0,,,1.0,
2022-23,10385547,4,91,Bournemouth,Away,583450,154131,Jack Stacey,jack-stacey,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,4.0,4.0,18.0,22.0,,,3.0,,,,,,,,4.0,,,0.00110902,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,4.0,,5.9,,,,4.0,,,,5.0,,5.0,21.0,26.0,0,4.0,40.0,,,,2.0
2022-23,10385547,4,91,Bournemouth,Away,856720,229600,Mark Travers,mark-travers,G,False,,,13.0,12.0,2.0,14.0,,,11.0,,,,,,,,,,,0.00193234,0.0,0.0,,,,-4.7019,1.0,,,,,90.0,,,,,,13.0,,5.2,3.0,4.0,,1.0,,,,26.0,,23.0,4.0,27.0,0,,38.0,,,,
2022-23,10385547,4,91,Bournemouth,Away,865740,223911,Chris Mepham,chris-mepham,D,False,,,1.0,3.0,24.0,27.0,,,4.0,,,,1.0,,,2.0,1.0,,,0.0003773,0.0,0.0,,,,,,,,,,82.0,,,1.0,,,8.0,,4.8,,,,4.0,1.0,,,6.0,,6.0,28.0,34.0,0,,42.0,,1.0,,
2022-23,10385547,4,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,2.0,,,15.0,4.0,17.0,1.0,1.0,5.0,,,,1.0,,3.0,6.0,3.0,,,0.078451,0.0,0.0,,,,,,,,3.0,,90.0,,,,,,13.0,,5.7,,,,1.0,3.0,3.0,,1.0,,20.0,5.0,22.0,0,,37.0,3.0,,2.0,
2022-23,10385547,4,91,Bournemouth,Away,964119,447932,Jordan Zemura,jordan-zemura,M,False,,,2.0,15.0,2.0,17.0,,,2.0,,,,,,1.0,2.0,5.0,,,0.0348042,0.0,0.0,,,,,,,4.0,1.0,,90.0,,,,,,16.0,,5.9,,,,2.0,1.0,1.0,,4.0,,23.0,4.0,26.0,0,5.0,57.0,2.0,,,4.0
2022-23,10385547,4,91,Bournemouth,Away,1008656,461017,Christian Saydee,christian-saydee,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,91,Bournemouth,Away,1020680,444180,Jaidon Anthony,jaidon-anthony,M,False,,,1.0,8.0,3.0,11.0,3.0,,3.0,,,,2.0,,1.0,7.0,1.0,,,0.00902665,0.0342,0.0393,,,,,,,,,,90.0,1.0,,,,,12.0,,5.5,,,,,1.0,1.0,,2.0,,11.0,8.0,18.0,1,1.0,28.0,,,,
2022-23,10385547,4,91,Bournemouth,Away,1130222,,Owen Bevan,owen-bevan,D,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,5.29e-06,0.0,0.0,,,,,,,,,,8.0,,,,,,1.0,,6.3,,,,,,,,1.0,,,3.0,3.0,0,,3.0,,,,
