season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2013-14,3965527,24,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,57.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965527,24,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,0.0,33.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965527,24,43,Manchester_City,Home,98440,84702,Matija Nastasić,matija-nastasic,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,
2013-14,3965527,24,43,Manchester_City,Home,190147,109653,Rony Lopes,rony-lopes,M,True,,,,,
2013-14,3965547,25,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965547,25,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965547,25,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,True,0.0,0.0,29.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,13.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,77.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965547,25,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,0.0,0.0,61.0,0.0,0.0
2013-14,3965547,25,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965547,25,43,Manchester_City,Away,190147,109653,Rony Lopes,rony-lopes,M,True,,,,,
2013-14,5187228,26,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,5187228,26,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,5187228,26,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,5187228,26,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,1.0,87.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,0.0,0.0,21.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,1.0,0.0,57.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,69.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,0.0,0.0,3.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,0.0,33.0,0.0,0.0
2013-14,5187228,26,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965587,27,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965587,27,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,,,,,
2013-14,3965587,27,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965587,27,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,True,0.0,0.0,27.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,63.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,21.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,56.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,0.0,13.0,0.0,0.0
2013-14,3965587,27,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965605,28,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,16.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,1.0,0.0,74.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965605,28,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,68.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,22.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,2.0,79.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,
2013-14,3965605,28,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,0.0,0.0,11.0,0.0,0.0
2013-14,3965605,28,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,
2013-14,3965605,28,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,5187326,29,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,5187326,29,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,0.0,0.0,60.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,5187326,29,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,5187326,29,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,76.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,True,0.0,0.0,14.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,1.0,1.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,2.0,86.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,0.0,0.0,4.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,1.0,30.0,0.0,0.0
2013-14,5187326,29,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965643,30,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,,,,,
2013-14,3965643,30,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,81.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,10.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,0.0,0.0,19.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,1.0,1.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,0.0,0.0,9.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,1.0,0.0,71.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,1.0,0.0,0.0
2013-14,3965643,30,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,,,,,
2013-14,3965643,30,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965643,30,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965667,31,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965667,31,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,1.0,0.0,82.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,68.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,True,0.0,0.0,22.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,,,,,
2013-14,3965667,31,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,3.0,77.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,0.0,0.0,13.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,0.0,8.0,0.0,0.0
2013-14,3965667,31,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965667,31,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,
2013-14,3965677,32,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,26.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,81.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965677,32,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,64.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,9.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,85.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,
2013-14,3965677,32,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,0.0,0.0,5.0,0.0,0.0
2013-14,3965677,32,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,
2013-14,3965677,32,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965707,33,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,,,,,
2013-14,3965707,33,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965707,33,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965707,33,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,0.0,77.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,45.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,45.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,65.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,0.0,0.0,25.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,1.0,13.0,0.0,0.0
2013-14,3965707,33,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965723,34,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,40.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965723,34,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,50.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,71.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,19.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,68.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,True,0.0,0.0,22.0,0.0,0.0
2013-14,3965723,34,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,
2013-14,3965723,34,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,,,,,
2013-14,3965723,34,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965747,35,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,0.0,0.0,20.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965747,35,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965747,35,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,70.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,89.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,1.0,64.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,1.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,,,,,
2013-14,3965747,35,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,0.0,26.0,0.0,0.0
2013-14,3965747,35,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965759,36,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965759,36,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965759,36,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965759,36,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965759,36,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965759,36,43,Manchester_City,Away,9680,20492,Micah Richards,micah-richards,D,True,,,,,
