season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090043,5,56,Sunderland,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,4.0,4.0,3.0,7.0,,,11.0,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,90.0,,,,,,,28.0,,8.4,4.0,8.0,,,,,1.0,32.0,,31.0,4.0,35.0,0,,48.0,,,,
2016-17,7090043,5,56,Sunderland,Away,210082,109528,Javier Manquillo,javier-manquillo,D,False,1.0,,,8.0,8.0,15.0,,,4.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,7.0,,6.7,,,,3.0,2.0,2.0,,1.0,,9.0,9.0,16.0,0,2.0,38.0,1.0,1.0,1.0,1.0
2016-17,7090043,5,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,1.0,4.0,,,,,,,,,,27.0,,,,,,,3.0,,6.9,,,1.0,,2.0,,,,,3.0,2.0,5.0,1,1.0,12.0,1.0,,2.0,1.0
2016-17,7090043,5,56,Sunderland,Away,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,2.0,,,7.0,2.0,7.0,7.0,1.0,5.0,1.0,,,3.0,,,3.0,18.0,9.0,,,3.0,,,,,1.0,3.0,90.0,,,,,,,21.0,,6.9,,,,3.0,8.0,3.0,,3.0,,19.0,3.0,19.0,0,1.0,43.0,2.0,2.0,5.0,1.0
2016-17,7090043,5,56,Sunderland,Away,352664,160729,Jason Denayer,jason-denayer,D,False,,,2.0,8.0,5.0,13.0,1.0,1.0,7.0,,,,2.0,,,1.0,5.0,6.0,,,1.0,,,,,,,89.0,,3.0,,,,,11.0,,6.9,,,,2.0,,,,5.0,,11.0,8.0,19.0,0,5.0,42.0,,,,5.0
2016-17,7090043,5,56,Sunderland,Away,592876,160817,Paddy McNair,paddy-mcnair,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2016-17,7090043,5,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,1.0,,1.0,13.0,12.0,24.0,2.0,,10.0,,,,,,,1.0,5.0,5.0,,,2.0,,,,,3.0,,90.0,,,,,,,4.0,,7.1,,,,,1.0,2.0,,1.0,,16.0,12.0,26.0,0,4.0,37.0,,,1.0,3.0
2016-17,7090043,5,56,Sunderland,Away,791439,149016,Lynden Gooch,lynden-gooch,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090043,5,56,Sunderland,Away,812158,160816,Donald Love,donald-love,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090055,6,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090055,6,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,6.0,3.0,9.0,1.0,,4.0,,1.0,1.0,,,,2.0,4.0,3.0,,,1.0,,2.0,,,1.0,,90.0,3.0,,,,,,7.0,,8.1,,,2.0,,1.0,1.0,,1.0,2.0,9.0,3.0,11.0,6,1.0,27.0,2.0,1.0,1.0,
2016-17,7090055,6,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,,2.0,3.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,15.0,,,,,,,3.0,,6.6,,,,,,,,,,4.0,4.0,8.0,0,,9.0,,1.0,,
2016-17,7090055,6,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,,,5.0,18.0,17.0,35.0,1.0,1.0,5.0,,,,3.0,,,,5.0,1.0,,,1.0,,,,,1.0,,86.0,,1.0,,,,,10.0,,6.9,,,,1.0,,,,8.0,,25.0,18.0,43.0,0,,50.0,1.0,,,
2016-17,7090055,6,56,Sunderland,Home,14731,28593,Victor Anichebe,victor-anichebe,F,True,,,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,1.0,,,2.0,,,,,,,4.0,,,,,,,1.0,,6.4,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2016-17,7090055,6,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,1.0,,,22.0,14.0,35.0,3.0,2.0,9.0,,,,2.0,,,1.0,8.0,4.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,16.0,,6.5,,,,1.0,,1.0,,8.0,,33.0,16.0,48.0,0,2.0,61.0,,,,1.0
2016-17,7090055,6,56,Sunderland,Home,51444,45076,Lamine Koné,lamine-kone,D,False,,,3.0,5.0,15.0,20.0,6.0,6.0,8.0,,,,,,,,7.0,6.0,,,1.0,,,,,,,90.0,,,,,,,11.0,,6.4,,,,14.0,,,,8.0,,12.0,19.0,31.0,0,,47.0,,,,
2016-17,7090055,6,56,Sunderland,Home,51640,60165,Wahbi Khazri,wahbi-khazri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090055,6,56,Sunderland,Home,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,1.0,,,14.0,8.0,21.0,1.0,2.0,6.0,,,,2.0,,,,4.0,6.0,,,,,,,,3.0,1.0,90.0,,,,,,,22.0,,6.5,,,1.0,4.0,2.0,8.0,,2.0,1.0,29.0,9.0,30.0,1,2.0,62.0,2.0,1.0,1.0,2.0
2016-17,7090055,6,56,Sunderland,Home,106661,80935,Papy Djilobodji,papy-djilobodji,D,False,,,6.0,9.0,18.0,27.0,,2.0,7.0,,,,,,,,1.0,8.0,,,1.0,,,,,5.0,,90.0,,3.0,,,,,13.0,,7.7,,,,12.0,1.0,,,14.0,,20.0,20.0,40.0,0,3.0,67.0,,2.0,1.0,
2016-17,7090055,6,56,Sunderland,Home,107264,81061,Mika,mika,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090055,6,56,Sunderland,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,11.0,10.0,9.0,19.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,15.0,,6.1,1.0,1.0,,,,,1.0,26.0,,25.0,9.0,34.0,0,,41.0,,,,
2016-17,7090055,6,56,Sunderland,Home,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,,16.0,5.0,21.0,2.0,,3.0,,,,2.0,,,,7.0,5.0,,,3.0,,,,,3.0,1.0,90.0,,,,,,,16.0,,6.4,,,,4.0,1.0,3.0,,1.0,,26.0,6.0,29.0,0,2.0,58.0,4.0,2.0,1.0,2.0
2016-17,7090055,6,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,True,,,1.0,8.0,6.0,14.0,2.0,1.0,5.0,,,1.0,,,,4.0,8.0,9.0,,,1.0,,,,,1.0,,75.0,,,,,,,13.0,,6.6,,,,2.0,1.0,3.0,,1.0,,14.0,7.0,18.0,1,3.0,42.0,,5.0,,1.0
2016-17,7090055,6,56,Sunderland,Home,328145,154976,Adnan Januzaj,adnan-januzaj,M,False,,,2.0,14.0,5.0,19.0,,1.0,5.0,,,,,,,2.0,3.0,5.0,,,,,,,,,,86.0,1.0,,,,,,19.0,,6.9,,,1.0,,4.0,4.0,,3.0,,24.0,7.0,27.0,2,1.0,46.0,3.0,,3.0,1.0
2016-17,7090055,6,56,Sunderland,Home,352664,160729,Jason Denayer,jason-denayer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090055,6,56,Sunderland,Home,592876,160817,Paddy McNair,paddy-mcnair,D,True,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,3.0,,6.3,,,,,,1.0,,,,3.0,,2.0,0,,3.0,,,,
2016-17,7090055,6,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,3.0,24.0,10.0,34.0,3.0,1.0,5.0,,,1.0,3.0,,,3.0,11.0,3.0,,,3.0,,,,,2.0,2.0,90.0,,,,,,,8.0,,6.2,,,,1.0,1.0,,,3.0,,28.0,10.0,38.0,1,1.0,49.0,1.0,,1.0,1.0
2016-17,7090065,7,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,4.0,7.0,22.0,29.0,2.0,,5.0,,,,,,,,2.0,2.0,,,,,,,,7.0,,90.0,,1.0,,,,,4.0,,7.5,,,,6.0,,,,7.0,,11.0,22.0,33.0,0,2.0,50.0,,,,2.0
2016-17,7090065,7,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,4.0,3.0,7.0,1.0,,1.0,,1.0,1.0,,,,2.0,6.0,6.0,,,1.0,,,,,,1.0,90.0,,,,,,,10.0,,6.6,,,2.0,,3.0,,,,,5.0,3.0,8.0,3,4.0,27.0,5.0,1.0,1.0,3.0
2016-17,7090065,7,56,Sunderland,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,2.0,16.0,2.0,18.0,,1.0,2.0,,,,,,,,,3.0,,,,,,,,,,18.0,,,,,,,4.0,,6.9,,,,1.0,1.0,,,3.0,,18.0,4.0,22.0,0,,25.0,,1.0,1.0,
2016-17,7090065,7,56,Sunderland,Home,43473,57736,Jan Kirchhoff,jan-kirchhoff,M,False,,,3.0,22.0,9.0,31.0,2.0,3.0,4.0,,,,,,,,5.0,6.0,,,1.0,,,,,1.0,,56.0,,,,,,,17.0,,7.0,,,,3.0,2.0,,,6.0,,36.0,10.0,46.0,0,3.0,59.0,,,,2.0
2016-17,7090065,7,56,Sunderland,Home,51444,45076,Lamine Koné,lamine-kone,D,False,,,3.0,12.0,21.0,33.0,1.0,3.0,4.0,,,,,,,,2.0,4.0,,,1.0,,,,,2.0,,90.0,,,,,,,16.0,,6.9,,,1.0,9.0,,,,13.0,,24.0,24.0,48.0,1,,65.0,1.0,1.0,,
2016-17,7090065,7,56,Sunderland,Home,51640,60165,Wahbi Khazri,wahbi-khazri,F,False,2.0,,4.0,26.0,7.0,31.0,2.0,1.0,6.0,,,,,,,,4.0,6.0,,,1.0,,,,,3.0,2.0,89.0,1.0,,,,,,17.0,,7.1,,,,,1.0,7.0,,6.0,2.0,40.0,7.0,40.0,1,1.0,60.0,1.0,4.0,,1.0
2016-17,7090065,7,56,Sunderland,Home,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,True,,,2.0,11.0,7.0,18.0,2.0,,3.0,,,,,,,,2.0,1.0,,,,,1.0,,,1.0,1.0,34.0,1.0,,,,,,5.0,,7.6,,,,,,1.0,,3.0,,14.0,8.0,21.0,1,1.0,28.0,,,,1.0
2016-17,7090065,7,56,Sunderland,Home,106661,80935,Papy Djilobodji,papy-djilobodji,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,56,Sunderland,Home,107264,81061,Mika,mika,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,56,Sunderland,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,2.0,9.0,6.0,7.0,13.0,,1.0,17.0,,,,,,,,,1.0,,,,,,3.0,,,,90.0,,,,,,,19.0,2.0,7.4,2.0,6.0,,2.0,,,2.0,27.0,,21.0,10.0,31.0,0,,51.0,,,,
2016-17,7090065,7,56,Sunderland,Home,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,2.0,19.0,8.0,27.0,2.0,4.0,3.0,,,,,,,2.0,4.0,6.0,,,,,,,,,,90.0,,1.0,,,,,15.0,,6.7,,,,5.0,1.0,2.0,,5.0,,28.0,9.0,35.0,0,1.0,62.0,2.0,,1.0,1.0
2016-17,7090065,7,56,Sunderland,Home,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,,11.0,3.0,14.0,1.0,,2.0,2.0,,,,,,2.0,7.0,5.0,,,1.0,1.0,,,,,2.0,90.0,,,,,,,13.0,,7.0,,,,1.0,5.0,1.0,,,,15.0,4.0,18.0,0,,37.0,2.0,3.0,2.0,
2016-17,7090065,7,56,Sunderland,Home,352664,160729,Jason Denayer,jason-denayer,D,False,,,3.0,16.0,15.0,31.0,1.0,4.0,4.0,,,,1.0,,,,2.0,6.0,,,,,,,,2.0,,90.0,,1.0,,,,,11.0,,6.9,,,,4.0,,3.0,,7.0,,25.0,17.0,39.0,0,2.0,56.0,,,,
2016-17,7090065,7,56,Sunderland,Home,592876,160817,Paddy McNair,paddy-mcnair,D,False,,,2.0,13.0,10.0,23.0,3.0,1.0,4.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,2.0,,72.0,,,,,,,5.0,,6.6,,,1.0,,,2.0,,3.0,,16.0,11.0,25.0,1,2.0,33.0,,,,2.0
2016-17,7090065,7,56,Sunderland,Home,786029,144660,Didier Ndong,didier-ndong,M,False,,,6.0,35.0,12.0,47.0,1.0,1.0,12.0,,,,,,,,2.0,5.0,,,,,,,,5.0,,90.0,,,,,,,12.0,,7.3,,,,1.0,3.0,4.0,,11.0,,41.0,15.0,52.0,0,,69.0,2.0,2.0,2.0,
2016-17,7090065,7,56,Sunderland,Home,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,56,Sunderland,Home,791439,149016,Lynden Gooch,lynden-gooch,D,True,,,1.0,5.0,1.0,6.0,,,,,,,,,,,2.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,5.0,1.0,6.0,0,1.0,9.0,,,,1.0
2016-17,7090065,7,56,Sunderland,Home,812158,160816,Donald Love,donald-love,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090081,8,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,3.0,9.0,28.0,37.0,3.0,1.0,2.0,,,,,,,,3.0,5.0,,,,,,,,1.0,,90.0,,1.0,,,,,11.0,,7.1,,,,6.0,,,,8.0,,16.0,31.0,47.0,0,3.0,61.0,,1.0,,2.0
2016-17,7090081,8,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,3.0,3.0,6.0,,,1.0,,,2.0,,,,2.0,3.0,,,,1.0,,,,,,,90.0,,,,,,,6.0,,6.3,,,1.0,,,2.0,,,1.0,6.0,3.0,7.0,3,,16.0,1.0,,,
2016-17,7090081,8,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,True,,,1.0,15.0,5.0,20.0,,,3.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,2.0,,35.0,,1.0,,,,,5.0,,6.7,,,,,,,,2.0,,18.0,6.0,24.0,0,,29.0,,1.0,,
2016-17,7090081,8,56,Sunderland,Away,14731,28593,Victor Anichebe,victor-anichebe,F,True,,,,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,9.0,,,,,,,1.0,,6.7,,,,1.0,,,,,1.0,3.0,,3.0,0,,4.0,,,,
2016-17,7090081,8,56,Sunderland,Away,27338,11467,Billy Jones,billy-jones,D,True,,,,6.0,4.0,10.0,,2.0,3.0,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,1.0,50.0,,1.0,,,,,4.0,,6.7,,,,1.0,,,,2.0,,10.0,4.0,14.0,0,,24.0,,,,
2016-17,7090081,8,56,Sunderland,Away,32002,49384,Jack Rodwell,jack-rodwell,D,False,,,2.0,23.0,16.0,39.0,1.0,2.0,5.0,,,1.0,,,,,1.0,4.0,,,,,,,,,,81.0,,,,,,,8.0,,6.6,,,,,1.0,,,7.0,,29.0,17.0,46.0,1,,53.0,1.0,1.0,1.0,
2016-17,7090081,8,56,Sunderland,Away,51640,60165,Wahbi Khazri,wahbi-khazri,F,False,1.0,,,18.0,6.0,23.0,,,5.0,,,2.0,2.0,,,2.0,7.0,3.0,,,2.0,,,,,,4.0,90.0,1.0,,,,,,15.0,,6.5,,,1.0,,2.0,5.0,,1.0,,29.0,6.0,30.0,4,1.0,50.0,1.0,1.0,1.0,1.0
2016-17,7090081,8,56,Sunderland,Away,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,,,,6.0,2.0,8.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,40.0,,,,,,,7.0,,6.6,,,,,,2.0,,,,12.0,2.0,12.0,0,1.0,23.0,,,,1.0
2016-17,7090081,8,56,Sunderland,Away,106661,80935,Papy Djilobodji,papy-djilobodji,D,False,,,4.0,8.0,25.0,33.0,3.0,2.0,8.0,,,,1.0,,,,6.0,5.0,,,2.0,,,,,3.0,,90.0,,2.0,,,,,15.0,,6.7,,,,4.0,,1.0,,14.0,,20.0,27.0,46.0,0,1.0,62.0,,3.0,,1.0
2016-17,7090081,8,56,Sunderland,Away,107264,81061,Mika,mika,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090081,8,56,Sunderland,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,4.0,2.0,7.0,9.0,,,15.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,19.0,1.0,6.7,1.0,4.0,,1.0,,,1.0,23.0,,19.0,9.0,28.0,0,,41.0,,,,
2016-17,7090081,8,56,Sunderland,Away,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,1.0,13.0,9.0,22.0,,,5.0,,,1.0,1.0,,,,3.0,2.0,,,2.0,,,,,4.0,,90.0,,1.0,,,,,9.0,,6.4,,,,1.0,,2.0,,3.0,,19.0,9.0,26.0,1,1.0,49.0,1.0,1.0,,
2016-17,7090081,8,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,,,1.0,9.0,2.0,11.0,4.0,,5.0,,,,,,,7.0,13.0,6.0,,,,,,,,,1.0,90.0,,,,,,,18.0,,5.9,,,1.0,,6.0,2.0,,3.0,,14.0,3.0,15.0,1,1.0,38.0,3.0,1.0,4.0,1.0
2016-17,7090081,8,56,Sunderland,Away,592876,160817,Paddy McNair,paddy-mcnair,D,False,1.0,,3.0,7.0,3.0,9.0,,4.0,1.0,,,,,,,1.0,2.0,5.0,,,1.0,,,,,,1.0,55.0,,,,,,,9.0,,6.8,,,,,,1.0,,3.0,,12.0,4.0,15.0,0,1.0,21.0,2.0,,,1.0
2016-17,7090081,8,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,19.0,18.0,37.0,1.0,,6.0,,,,2.0,,,1.0,7.0,4.0,,,3.0,,,,,1.0,,90.0,,2.0,,,,,12.0,,6.6,,,1.0,1.0,2.0,2.0,,3.0,,25.0,21.0,44.0,1,1.0,61.0,2.0,1.0,2.0,1.0
2016-17,7090081,8,56,Sunderland,Away,791439,149016,Lynden Gooch,lynden-gooch,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090081,8,56,Sunderland,Away,812158,160816,Donald Love,donald-love,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090081,8,56,Sunderland,Away,825901,219727,Joel Asoro,joel-asoro,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,56,Sunderland,Away,763,3736,John O'Shea,john-oshea,D,False,,,3.0,6.0,14.0,20.0,2.0,1.0,5.0,,,,2.0,,,,5.0,1.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,4.0,,6.6,,,,8.0,,,,7.0,,10.0,14.0,24.0,0,,37.0,,,,
2016-17,7090123,9,56,Sunderland,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,2.0,2.0,4.0,,,2.0,,,2.0,1.0,,,1.0,3.0,1.0,,,1.0,,,,,,,90.0,1.0,,,,,,7.0,,6.6,,,1.0,,2.0,1.0,,,1.0,5.0,3.0,7.0,4,,16.0,,,1.0,
2016-17,7090123,9,56,Sunderland,Away,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,2.0,20.0,6.0,26.0,3.0,1.0,6.0,,,,2.0,,,,7.0,7.0,,,2.0,,,,,3.0,,80.0,,,,,,,15.0,,6.5,,,,,,1.0,,4.0,,27.0,10.0,36.0,0,3.0,51.0,2.0,3.0,,2.0
2016-17,7090123,9,56,Sunderland,Away,14731,28593,Victor Anichebe,victor-anichebe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,56,Sunderland,Away,27338,11467,Billy Jones,billy-jones,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,6.2,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2016-17,7090123,9,56,Sunderland,Away,32002,49384,Jack Rodwell,jack-rodwell,D,False,,,,12.0,12.0,24.0,,1.0,3.0,,,,,,,,1.0,8.0,,,1.0,,,,,,,90.0,,,,,,,12.0,,7.4,,,1.0,8.0,,,,1.0,,22.0,13.0,35.0,1,7.0,53.0,,,,4.0
2016-17,7090123,9,56,Sunderland,Away,51444,45076,Lamine Koné,lamine-kone,D,False,,,2.0,5.0,12.0,17.0,,1.0,10.0,,,,,,,,,5.0,,,,,,,,1.0,,90.0,,3.0,,,,,9.0,,7.5,,,,7.0,1.0,1.0,,5.0,,10.0,15.0,24.0,0,2.0,42.0,1.0,1.0,1.0,2.0
2016-17,7090123,9,56,Sunderland,Away,51640,60165,Wahbi Khazri,wahbi-khazri,F,False,2.0,,1.0,11.0,3.0,12.0,,,2.0,,1.0,,1.0,,,4.0,9.0,4.0,,,3.0,,,,,,3.0,86.0,1.0,,,,,,13.0,,6.2,,,1.0,,2.0,5.0,,2.0,,17.0,4.0,16.0,2,,34.0,1.0,3.0,1.0,
2016-17,7090123,9,56,Sunderland,Away,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,1.0,,,17.0,7.0,23.0,,,9.0,,,2.0,4.0,,,,5.0,4.0,,,,,,,,2.0,2.0,90.0,,1.0,,,,,17.0,,7.0,,,1.0,5.0,2.0,3.0,,3.0,,24.0,12.0,33.0,3,2.0,60.0,,1.0,1.0,1.0
2016-17,7090123,9,56,Sunderland,Away,106661,80935,Papy Djilobodji,papy-djilobodji,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,56,Sunderland,Away,107264,81061,Mika,mika,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,56,Sunderland,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,6.0,5.0,4.0,9.0,,1.0,13.0,,,,,,,,,1.0,,,,,,2.0,,,,90.0,,,,,,,23.0,,6.5,1.0,2.0,,,,,,29.0,,26.0,6.0,32.0,0,,43.0,,,,
2016-17,7090123,9,56,Sunderland,Away,210082,109528,Javier Manquillo,javier-manquillo,D,False,,,,10.0,3.0,13.0,,1.0,1.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,4.0,,90.0,,,,,,,12.0,,6.4,,,,4.0,1.0,2.0,,3.0,,17.0,4.0,19.0,0,,43.0,1.0,1.0,,
2016-17,7090123,9,56,Sunderland,Away,240256,115854,Duncan Watmore,duncan-watmore,M,False,1.0,,1.0,11.0,4.0,14.0,4.0,,3.0,,,,2.0,,,1.0,8.0,2.0,,,,,,,,1.0,1.0,75.0,,2.0,,,,,16.0,,6.5,,,,,2.0,3.0,,1.0,,16.0,5.0,18.0,0,1.0,37.0,7.0,,1.0,1.0
2016-17,7090123,9,56,Sunderland,Away,592876,160817,Paddy McNair,paddy-mcnair,D,True,,,,,1.0,1.0,3.0,,1.0,,,,,,,,3.0,,,,,,,,,,,10.0,,,,,,,,,6.2,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2016-17,7090123,9,56,Sunderland,Away,786029,144660,Didier Ndong,didier-ndong,M,False,,,1.0,19.0,21.0,40.0,1.0,,4.0,,,,6.0,,,1.0,10.0,2.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,5.0,,6.0,,,,1.0,,,,1.0,,21.0,23.0,44.0,0,1.0,52.0,,1.0,,
2016-17,7090123,9,56,Sunderland,Away,789859,114000,George Honeyman,george-honeyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,56,Sunderland,Away,791439,149016,Lynden Gooch,lynden-gooch,D,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,2.0,1.0,,,2.0,,,,,,,15.0,,,,,,,3.0,,6.4,,,,,1.0,,,,,4.0,2.0,6.0,0,,9.0,,,1.0,
2016-17,7090090,10,56,Sunderland,Home,763,3736,John O'Shea,john-oshea,D,False,,,2.0,4.0,6.0,10.0,1.0,,3.0,,,,1.0,,,,2.0,,,,,,,,,,,42.0,,1.0,,,,,6.0,,6.3,,,,1.0,,,,5.0,,10.0,6.0,16.0,0,,18.0,,,,
2016-17,7090090,10,56,Sunderland,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,5.0,5.0,10.0,1.0,,1.0,,,,,,,2.0,4.0,,,,1.0,,1.0,,,,,90.0,1.0,,,,,,5.0,,6.8,,,,,,,,,3.0,6.0,5.0,11.0,1,,18.0,,,,
2016-17,7090090,10,56,Sunderland,Home,1924,7525,Steven Pienaar,steven-pienaar,M,False,,,,14.0,7.0,21.0,1.0,,3.0,,,,,,,1.0,4.0,3.0,,,2.0,,,,,1.0,,70.0,,,,,,,7.0,,6.4,,,,,,,,,,19.0,7.0,26.0,0,2.0,37.0,1.0,1.0,,1.0
2016-17,7090090,10,56,Sunderland,Home,14731,28593,Victor Anichebe,victor-anichebe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090090,10,56,Sunderland,Home,27338,11467,Billy Jones,billy-jones,D,False,,,3.0,15.0,8.0,23.0,5.0,8.0,3.0,,,1.0,2.0,,,,7.0,10.0,,,,,,,,2.0,,90.0,,,,,,,15.0,,6.2,,,,3.0,,2.0,,4.0,,25.0,9.0,32.0,1,2.0,55.0,2.0,1.0,,2.0
