season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437894,11,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,2.0,,3.0,17.0,14.0,29.0,,2.0,9.0,1.0,,,2.0,,,2.0,6.0,9.0,,,3.0,1.0,,,,1.0,2.0,,90.0,,,,,,,,,15.0,,7.8,,,,,3.0,2.0,5.0,,3.0,1.0,25.0,17.0,37.0,0,4.0,58.0,2.0,2.0,2.0,
2017-18,7437894,11,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,,8.0,2.0,10.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,,24.0,,,,,,,,,3.0,,6.5,,,,,2.0,1.0,,,,,8.0,3.0,11.0,0,1.0,17.0,,,,
2017-18,7437894,11,36,Brighton_and_Hove_Albion,Away,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2.0,,6.5,,,,,,,,,1.0,,3.0,2.0,5.0,0,,6.0,,,,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,9.0,43.0,28.0,71.0,1.0,,7.0,,,,4.0,,,,5.0,2.0,,,,,,,,3.0,,,90.0,,,,,,,,,17.0,,6.6,,,1.0,,2.0,,,,15.0,,55.0,30.0,85.0,1,2.0,96.0,2.0,,,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,3.0,,2.0,28.0,8.0,33.0,2.0,,2.0,1.0,,,2.0,,,1.0,7.0,,,,2.0,,1.0,,,,1.0,,84.0,1.0,,,,,,,,14.0,,7.4,,,1.0,,,,6.0,,4.0,,36.0,8.0,38.0,2,,52.0,4.0,,,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,1.0,,2.0,38.0,17.0,54.0,,,11.0,,1.0,,2.0,,,1.0,5.0,6.0,,2.0,1.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,,15.0,,7.0,,,1.0,,2.0,7.0,1.0,,5.0,,47.0,20.0,66.0,2,,84.0,1.0,,6.0,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,,,2.0,14.0,9.0,23.0,,,2.0,,,,6.0,,,1.0,8.0,4.0,,,,,,,,2.0,,,84.0,,,,,,,,,7.0,,6.1,,,,,,2.0,1.0,,2.0,1.0,18.0,9.0,26.0,0,2.0,37.0,1.0,1.0,1.0,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,,,,3.0,1.0,4.0,2.0,,2.0,,,,,,,1.0,6.0,,,,2.0,,,,,1.0,1.0,,16.0,,,,,,,,,7.0,,6.2,,,,,1.0,1.0,2.0,,,,6.0,2.0,6.0,0,,15.0,,,,
2017-18,7437891,12,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,3.0,1.0,4.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,2.0,,6.3,,,,,,,1.0,,,,5.0,1.0,5.0,0,,6.0,,,,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,4.0,19.0,30.0,49.0,,,8.0,,,1.0,2.0,,,,2.0,4.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,8.0,,7.4,,,,,4.0,,,,4.0,,22.0,33.0,55.0,1,4.0,72.0,1.0,,,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,2.0,,2.0,22.0,18.0,38.0,1.0,,11.0,1.0,,1.0,1.0,,,,4.0,5.0,,,2.0,,,,,,3.0,,88.0,1.0,2.0,,,,,,,10.0,,8.1,,,,,1.0,1.0,6.0,,3.0,,29.0,19.0,42.0,2,4.0,64.0,2.0,,1.0,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,3.0,14.0,16.0,30.0,1.0,,9.0,,,,8.0,,,1.0,14.0,2.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,,14.0,,5.4,,,1.0,,,2.0,1.0,,6.0,,20.0,18.0,37.0,1,2.0,50.0,3.0,,,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,1.0,,4.0,21.0,11.0,31.0,,,6.0,,,,2.0,,,,3.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,12.0,,7.2,,,1.0,,,1.0,5.0,,4.0,,30.0,12.0,37.0,2,1.0,50.0,2.0,2.0,1.0,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,,,1.0,5.0,12.0,17.0,1.0,,6.0,,,,3.0,,,2.0,6.0,2.0,,,,,,,,,,,75.0,,,,,,,,,12.0,,6.0,,,,,2.0,,1.0,,3.0,,11.0,14.0,24.0,0,1.0,40.0,2.0,1.0,,
2017-18,7437840,13,36,Brighton_and_Hove_Albion,Away,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,6.4,,,,,,,,,1.0,,1.0,1.0,2.0,0,,2.0,,,,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,10.0,24.0,26.0,50.0,1.0,1.0,15.0,,,,3.0,,,1.0,6.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,11.0,,6.9,,,2.0,,1.0,,,,13.0,,30.0,29.0,59.0,2,1.0,68.0,1.0,2.0,,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,4.0,,1.0,21.0,8.0,25.0,5.0,1.0,3.0,,,,1.0,,,1.0,8.0,1.0,,,1.0,,,,,,4.0,,82.0,1.0,,,,,,,,14.0,,6.9,,,,,,,7.0,,4.0,,31.0,9.0,33.0,1,,49.0,1.0,,,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,4.0,14.0,26.0,40.0,5.0,3.0,11.0,,,,5.0,,,,12.0,6.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,17.0,,6.3,,,,,2.0,2.0,,,8.0,,24.0,32.0,56.0,0,2.0,68.0,,,1.0,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,1.0,,1.0,20.0,15.0,34.0,1.0,1.0,7.0,,,,1.0,,,,4.0,13.0,,,2.0,,,,,,3.0,,90.0,,,,,,,,,22.0,,8.0,,,,,,7.0,11.0,,3.0,,36.0,18.0,43.0,0,5.0,73.0,2.0,1.0,6.0,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,,,,5.0,3.0,8.0,,1.0,1.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,,19.0,,,,,,,,,7.0,,6.5,,,,,,2.0,1.0,,,,8.0,3.0,10.0,0,,17.0,2.0,1.0,1.0,
2017-18,7438097,14,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,8.0,,,,,,,,,6.0,,6.3,,,,,,,1.0,,,,4.0,,3.0,0,,10.0,1.0,,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,1.0,17.0,32.0,49.0,,1.0,9.0,,,,3.0,,,2.0,6.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,14.0,,6.4,,,1.0,,,2.0,,,5.0,,22.0,38.0,60.0,1,4.0,73.0,1.0,,2.0,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,,,2.0,12.0,27.0,39.0,,,3.0,,,,3.0,,,1.0,5.0,,,,1.0,,,,,1.0,,,90.0,,,,,,,,,14.0,,6.4,,,,,,,5.0,,5.0,,22.0,28.0,45.0,0,,54.0,2.0,,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,5.0,15.0,12.0,27.0,1.0,2.0,5.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,17.0,,6.1,,,,,2.0,,2.0,,5.0,,23.0,17.0,38.0,0,1.0,49.0,2.0,,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,,,,15.0,13.0,28.0,2.0,,3.0,,,,,,,1.0,3.0,2.0,,,,,,,,2.0,,,70.0,,,,,,,,,4.0,,6.4,,,,,,,,,,,15.0,15.0,30.0,0,1.0,36.0,1.0,1.0,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,,,,1.0,5.0,6.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,20.0,,,,,,,,,2.0,,6.3,,,,,,1.0,,,,,1.0,6.0,7.0,0,1.0,10.0,,,,
2017-18,7437886,15,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,False,2.0,,2.0,15.0,7.0,20.0,,4.0,3.0,1.0,,,,,,1.0,1.0,7.0,,,,,,,,,2.0,,70.0,,,,,,,,,14.0,,7.3,,,,,,2.0,4.0,,2.0,,27.0,7.0,30.0,0,,41.0,,1.0,2.0,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,1.0,22.0,23.0,45.0,3.0,2.0,10.0,,,,1.0,,,,4.0,6.0,,,,,,,,4.0,1.0,,90.0,,1.0,,,,,,,9.0,,6.9,,,,,1.0,,,,2.0,,27.0,26.0,53.0,0,4.0,67.0,,,,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,,,,9.0,6.0,15.0,,1.0,2.0,,,1.0,,,,3.0,3.0,3.0,,,,,,,,,,,63.0,,,,,,,,,12.0,,6.5,,,,,1.0,,2.0,,1.0,1.0,14.0,8.0,20.0,1,,34.0,1.0,2.0,,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,1.0,13.0,13.0,26.0,4.0,1.0,7.0,,,2.0,1.0,,,2.0,11.0,6.0,,,2.0,,,,,,,,90.0,,,,,,,,,14.0,,6.3,,,1.0,,1.0,4.0,1.0,,1.0,,20.0,14.0,33.0,3,2.0,54.0,1.0,1.0,2.0,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,1.0,11.0,9.0,20.0,1.0,,6.0,,,,,,,,3.0,3.0,,,,,,,,,,,45.0,,,,,,,,,9.0,,6.9,,,1.0,,,4.0,2.0,,1.0,,15.0,11.0,24.0,1,1.0,37.0,1.0,,2.0,
2017-18,7437925,16,36,Brighton_and_Hove_Albion,Away,314370,112516,Isaiah Brown,isaiah-brown,M,False,,,1.0,8.0,8.0,16.0,3.0,1.0,3.0,,,,2.0,,,2.0,9.0,2.0,,,1.0,,,,,1.0,2.0,,73.0,,,,,,,,,17.0,,6.1,,,,,,1.0,1.0,,2.0,,16.0,12.0,27.0,0,1.0,41.0,2.0,,,
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,4.0,3.0,17.0,20.0,,,11.0,,,,1.0,,,2.0,5.0,2.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,,9.0,,6.4,,,,,1.0,,,,6.0,,7.0,20.0,27.0,0,1.0,37.0,,1.0,,1.0
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,21301,38490,Beram Kayal,beram-kayal,M,False,,,,2.0,6.0,8.0,,1.0,3.0,,,,3.0,,,1.0,5.0,6.0,,,,,,,,,2.0,,78.0,,,,,,,,,9.0,,6.5,,,,,,1.0,,,2.0,1.0,7.0,7.0,14.0,0,5.0,25.0,1.0,,,3.0
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,True,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,,,6.2,,,,,1.0,,,,,,,,,0,,1.0,,,,
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,3.0,5.0,8.0,13.0,,2.0,5.0,,,,2.0,,,,4.0,4.0,,,,,,,,6.0,,,90.0,,1.0,,,,,,,16.0,,6.7,,,1.0,,,2.0,,,6.0,,11.0,15.0,26.0,1,1.0,40.0,1.0,1.0,,1.0
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,2.0,,,9.0,10.0,17.0,,,6.0,,,1.0,,,,,4.0,4.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,,12.0,,6.7,,,,,3.0,4.0,2.0,,,,12.0,13.0,23.0,1,,43.0,2.0,2.0,2.0,
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,True,,,1.0,2.0,3.0,5.0,2.0,,2.0,,,,1.0,,,1.0,7.0,2.0,,,3.0,,,,,,,,28.0,,,,,,,,,5.0,,6.2,,,,,,1.0,3.0,,1.0,,5.0,3.0,5.0,0,1.0,12.0,1.0,,1.0,1.0
2017-18,7437898,17,36,Brighton_and_Hove_Albion,Away,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,3.0,21.0,26.0,47.0,2.0,2.0,9.0,,,1.0,1.0,1.0,,,6.0,4.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,,6.0,,7.3,,,,,3.0,1.0,,,3.0,,23.0,28.0,51.0,1,1.0,65.0,1.0,1.0,,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,1.0,,2.0,24.0,5.0,28.0,1.0,,3.0,1.0,,,1.0,,,1.0,3.0,2.0,,,,,,,,1.0,2.0,,75.0,,,,,,,,,20.0,,7.1,,,,,,,11.0,,2.0,,40.0,6.0,35.0,0,1.0,54.0,2.0,1.0,,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,6.0,16.0,25.0,41.0,2.0,1.0,12.0,,,,1.0,,,1.0,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,,6.0,,7.1,,,1.0,,4.0,1.0,,,6.0,,21.0,25.0,46.0,1,3.0,58.0,,,1.0,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,1.0,,5.0,19.0,13.0,31.0,1.0,2.0,4.0,,1.0,,2.0,,,2.0,6.0,3.0,,,,,,,1.0,,1.0,,83.0,,,,,,,,,24.0,,6.4,,,2.0,,,1.0,7.0,,7.0,,34.0,16.0,43.0,2,,61.0,2.0,1.0,,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,,,2.0,20.0,12.0,32.0,2.0,1.0,5.0,,,1.0,1.0,,,1.0,7.0,8.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,23.0,,6.7,,,1.0,,,3.0,10.0,,5.0,1.0,34.0,15.0,39.0,2,4.0,66.0,4.0,1.0,2.0,
2017-18,7437899,18,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,5.0,,5.0,1.0,,2.0,,,,1.0,,,,3.0,1.0,,,1.0,,,,,,2.0,,15.0,,,,,,,,,3.0,,6.5,,,,,,2.0,,,,,6.0,1.0,7.0,0,,9.0,,,1.0,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,3.0,21.0,24.0,45.0,1.0,1.0,14.0,,,,4.0,,,,6.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,9.0,,6.7,,,,,,3.0,,,5.0,,26.0,25.0,51.0,0,1.0,63.0,3.0,1.0,3.0,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,1.0,1.0,1.0,,2.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,,7.0,,,,,,,,,2.0,,6.2,,,,,,1.0,,,,,,1.0,1.0,0,,6.0,,1.0,,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,5.0,,1.0,24.0,4.0,23.0,1.0,1.0,4.0,2.0,,,,,,3.0,5.0,3.0,,,,,1.0,,,,6.0,,83.0,1.0,,,,,,,,23.0,,8.3,,,2.0,,1.0,1.0,6.0,,2.0,1.0,36.0,5.0,35.0,3,,60.0,6.0,3.0,,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,2.0,18.0,22.0,40.0,,3.0,7.0,,,,,,,1.0,3.0,7.0,,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,16.0,,7.2,,,1.0,,2.0,3.0,,,3.0,,25.0,27.0,52.0,1,2.0,71.0,,,2.0,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,,,,18.0,14.0,32.0,,1.0,5.0,,,,2.0,,,1.0,7.0,3.0,,,,,,,,,2.0,,90.0,1.0,,,,,,,,15.0,,6.4,,,1.0,,1.0,6.0,,,1.0,2.0,24.0,16.0,40.0,2,,54.0,1.0,,2.0,
2017-18,7437918,19,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,False,3.0,,1.0,17.0,11.0,25.0,2.0,1.0,11.0,1.0,,,4.0,,,,9.0,14.0,,,1.0,,,,,1.0,1.0,,89.0,,,,,,,,,24.0,,7.6,,,,,,10.0,7.0,,2.0,1.0,31.0,12.0,36.0,0,4.0,72.0,5.0,1.0,8.0,
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,9.0,13.0,26.0,39.0,1.0,1.0,9.0,,,,1.0,,,,6.0,6.0,,,4.0,,,,,2.0,,,90.0,,,,,,,,,6.0,,7.0,,,,,2.0,,,,11.0,,15.0,28.0,43.0,0,5.0,54.0,1.0,,,4.0
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,21301,38490,Beram Kayal,beram-kayal,M,False,,,1.0,6.0,4.0,10.0,,,1.0,,,,3.0,,,2.0,6.0,4.0,,,,,,,,5.0,,,73.0,,1.0,,,,,,,5.0,,6.5,,,1.0,,2.0,1.0,,,1.0,,8.0,4.0,12.0,1,1.0,30.0,,3.0,,1.0
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,True,1.0,,,5.0,2.0,6.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,17.0,,1.0,,,,,,,2.0,,6.7,,,,,,,1.0,,,,6.0,2.0,7.0,0,,10.0,1.0,,,
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,,5.0,9.0,14.0,,,6.0,,,1.0,1.0,,,,1.0,,,,,,,,,2.0,1.0,,90.0,1.0,,,,,,,,13.0,,6.5,,,,,2.0,,,,3.0,,14.0,11.0,25.0,2,,34.0,1.0,,,
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,True,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,8.0,,,,,,,,,3.0,,6.4,,,,,,1.0,1.0,,,,3.0,,2.0,0,,5.0,,1.0,,
2017-18,7438089,20,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,1.0,,1.0,10.0,14.0,23.0,1.0,,8.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,1.0,1.0,,82.0,,,,,,,,,11.0,,6.7,,,,,3.0,3.0,1.0,,3.0,,13.0,17.0,29.0,0,1.0,43.0,1.0,,2.0,1.0
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,21299,40845,Dale Stephens,dale-stephens,M,False,,,5.0,26.0,28.0,54.0,1.0,,12.0,,,,2.0,,,,4.0,1.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,13.0,,6.7,,,,,3.0,1.0,,,9.0,,33.0,34.0,67.0,0,,74.0,,,1.0,
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,48480,60307,Pascal Groß,pascal-gro,M,False,5.0,,2.0,26.0,12.0,33.0,,,2.0,,,,1.0,,,,3.0,2.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,,,15.0,,7.3,,,,,,1.0,10.0,,4.0,,37.0,12.0,39.0,1,,57.0,2.0,1.0,1.0,
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,70900,66242,Davy Pröpper,davy-propper,M,False,,,6.0,17.0,24.0,41.0,,,8.0,,,,,,,,,4.0,,,,,,,,2.0,,,90.0,,,,,,,,,8.0,,7.2,,,1.0,,1.0,1.0,1.0,,8.0,,20.0,27.0,46.0,1,1.0,59.0,2.0,2.0,1.0,
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,,,3.0,21.0,25.0,46.0,2.0,1.0,6.0,,,2.0,1.0,,,1.0,6.0,2.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,6.0,,6.5,,,,,,2.0,1.0,,4.0,,25.0,25.0,49.0,3,,61.0,,,1.0,
2017-18,7437842,21,36,Brighton_and_Hove_Albion,Away,301288,109345,Solly March,solly-march,M,False,1.0,,3.0,17.0,10.0,26.0,4.0,2.0,5.0,,,,2.0,,,3.0,15.0,9.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,,27.0,,6.2,,,,,,6.0,6.0,,6.0,,35.0,12.0,41.0,0,1.0,66.0,1.0,3.0,3.0,
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,2.0,15.0,18.0,33.0,1.0,1.0,4.0,,,,1.0,,,,5.0,2.0,,,3.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,10.0,,6.7,,,,,4.0,,,,5.0,,22.0,19.0,41.0,0,1.0,52.0,2.0,,,
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,21301,38490,Beram Kayal,beram-kayal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,48480,60307,Pascal Groß,pascal-gro,M,False,2.0,,1.0,26.0,7.0,31.0,1.0,,5.0,1.0,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,2.0,6.0,,88.0,,1.0,,,,,,,19.0,,7.6,,,,,,,7.0,,3.0,,41.0,8.0,42.0,1,1.0,59.0,2.0,1.0,,1.0
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,70900,66242,Davy Pröpper,davy-propper,M,False,,,1.0,12.0,15.0,27.0,,2.0,7.0,,,1.0,8.0,,,,10.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,6.0,,5.9,,,,,4.0,1.0,,,2.0,,17.0,15.0,32.0,1,3.0,44.0,1.0,,1.0,1.0
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,116664,83543,Anthony Knockaert,anthony-knockaert,M,False,,,,12.0,12.0,24.0,,,4.0,,1.0,2.0,3.0,,,,6.0,6.0,,,1.0,,1.0,,,,1.0,,90.0,2.0,1.0,,,,,,,18.0,,7.0,,,,,2.0,6.0,6.0,,1.0,1.0,23.0,13.0,30.0,4,2.0,60.0,3.0,,4.0,1.0
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,301288,109345,Solly March,solly-march,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438002,22,36,Brighton_and_Hove_Albion,Home,314370,112516,Isaiah Brown,isaiah-brown,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,,
