playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,oboxTarget,rightFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,cornersWon,hitWoodwork,shotsBlockedOutsideBox,overruns,offsides,unsuccessfulLayoffs,handballsConceded,goalAssists,cornersTakenInclShortCorners,penaltiesConceded,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,attemptsFromSetPieces,lastPlayerTackle,freekickTotal,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,ownGoalScored,clearancesOffTheLine,penaltiesFaced,drops,crossesNotClaimed
124183,Hakim Ziyech,Midfielder,Chelsea,8,Morocco,2021-22,125.0,10.0,3.0574,38.0,0.0,19.0,36.0,4.0,104.0,23.0,16.0,14.0,119.0,632.0,3.0,9.0,27.0,3.0,18.0,1315.0,14.0,88.0,1.0,37.0,75.0,491.0,57.0,2.0,2.0,12.0962,27.0,,8.0,12.0,111.0,96.0,29.0,3.0,213.0,10.0,1.0,192.0,87.0,23.0,9.0,397.0,11.0,61.0,186.0,13.0,0.0,625.0,17.0,324.0,10.0,28.0,1.0,198.0,24.0,10.0,22.0,146.0,1057.0,13.0,6.0,1.0,134.0,16.0,3.4002,3.0,15.0,18.0,16.0,19.0,3.4895,9.0,,55.0,4.0,12.0,10.0,5.0,5.0,4.0,10.0,,37.0,,83.0,4.0,17.0,1.0,12.0,7.0,5.0,1.0,,3.0,31.0,,9.0,4.0,21.0,1.0,3.0,,3.0,0.1959,,,,,,,,,,,,,,,,,,,
491785,Harvey Vale,Midfielder,Chelsea,8,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85955,Jorginho,Midfielder,Chelsea,8,Italy,2021-22,132.0,,1.9455,70.0,0.0,64.0,12.0,8.0,148.0,29.0,35.0,26.0,202.0,1883.0,3.0,3.0,39.0,8.0,,2278.0,26.0,131.0,2.0,36.0,118.0,1619.0,13.0,,4.0,15.5958,25.0,4.0,20.0,16.0,106.0,520.0,38.0,1.0,263.0,23.0,3.0,520.0,208.0,29.0,31.0,925.0,14.0,24.0,224.0,13.0,0.0,1841.0,3.0,253.0,33.0,16.0,4.0,523.0,30.0,36.0,62.0,320.0,2197.0,,8.0,22.0,756.0,23.0,5.8497,5.0,54.0,48.0,4.0,9.0,6.1625,12.0,,3.0,6.0,4.0,,3.0,3.0,,,6.0,5.0,,3.0,,5.0,,4.0,1.0,,,2.0,2.0,,,,,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,
219847,Kai Havertz,Forward,Chelsea,8,Germany,2021-22,155.0,2.0,1.6783,79.0,0.0,17.0,41.0,3.0,119.0,29.0,35.0,22.0,122.0,654.0,5.0,7.0,90.0,4.0,2.0,1810.0,52.0,98.0,,50.0,60.0,524.0,134.0,,5.0,19.0043,18.0,,30.0,18.0,103.0,182.0,25.0,1.0,253.0,27.0,3.0,111.0,62.0,29.0,9.0,397.0,18.0,56.0,163.0,38.0,0.0,627.0,18.0,258.0,8.0,18.0,1.0,145.0,40.0,4.0,8.0,216.0,1021.0,3.0,11.0,1.0,137.0,15.0,8.7377,3.0,3.0,24.0,15.0,23.0,7.7489,25.0,1.0,6.0,8.0,4.0,2.0,13.0,13.0,11.0,2.0,2.0,24.0,3.0,6.0,11.0,14.0,2.0,4.0,4.0,12.0,1.0,3.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
167767,Kenedy,Midfielder,Chelsea,8,Brazil,2021-22,5.0,,0.0598,2.0,0.0,5.0,,,10.0,1.0,,1.0,12.0,46.0,0.0,,1.0,,,59.0,1.0,6.0,,,6.0,32.0,4.0,1.0,,0.698,1.0,,,,4.0,19.0,,0.0,11.0,,0.0,10.0,8.0,1.0,3.0,21.0,,3.0,10.0,,0.0,46.0,,19.0,2.0,1.0,,2.0,,,2.0,15.0,69.0,2.0,1.0,1.0,13.0,,0.0416,0.0,2.0,3.0,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109745,Kepa Arrizabalaga,Goalkeeper,Chelsea,8,Spain,2021-22,,,0.0029,,0.0,,,,1.0,4.0,,4.0,23.0,109.0,0.0,,1.0,2.0,,360.0,,2.0,1.0,,1.0,72.0,,,,3.2695,,2.0,6.0,2.0,,25.0,1.0,0.0,2.0,,0.0,46.0,35.0,4.0,,4.0,1.0,,1.0,1.0,0.0,80.0,,23.0,,,,38.0,,,14.0,,159.0,,,12.0,82.0,,,0.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,21.0,2.0,2.0,11.0,1.0,44.0,6.0,2.0,8.0,,,,,,
487838,Lewis Hall,Defender,Chelsea,8,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204727,Malang Sarr,Defender,Chelsea,8,France,2021-22,22.0,1.0,0.2754,14.0,0.0,14.0,1.0,2.0,38.0,8.0,9.0,6.0,55.0,467.0,0.0,2.0,20.0,2.0,1.0,546.0,7.0,28.0,2.0,6.0,15.0,398.0,,3.0,1.0,6.6583,3.0,1.0,19.0,7.0,15.0,172.0,1.0,0.0,50.0,3.0,0.0,169.0,36.0,8.0,7.0,182.0,5.0,2.0,30.0,13.0,0.0,453.0,1.0,71.0,7.0,,3.0,60.0,8.0,11.0,14.0,66.0,564.0,19.0,2.0,5.0,231.0,7.0,0.0361,2.0,17.0,25.0,,,,,,3.0,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
82263,Marcos Alonso,Defender,Chelsea,8,Spain,2021-22,117.0,16.0,3.4349,61.0,0.0,41.0,24.0,2.0,147.0,28.0,33.0,25.0,215.0,1135.0,2.0,3.0,69.0,7.0,31.0,2172.0,29.0,124.0,3.0,63.0,84.0,878.0,72.0,8.0,3.0,20.6142,39.0,6.0,50.0,22.0,88.0,390.0,28.0,2.0,241.0,24.0,2.0,381.0,139.0,28.0,12.0,593.0,19.0,45.0,172.0,40.0,0.0,1108.0,13.0,435.0,29.0,15.0,5.0,59.0,25.0,43.0,42.0,305.0,1877.0,191.0,9.0,36.0,358.0,12.0,2.8358,8.0,68.0,81.0,19.0,11.0,2.5025,3.0,,66.0,4.0,8.0,2.0,5.0,5.0,11.0,2.0,,20.0,,118.0,11.0,28.0,,8.0,3.0,3.0,1.0,,4.0,67.0,1.0,14.0,4.0,47.0,,9.0,,9.0,0.3621,,,,,,,,,,,,,,1.0,,,,,
122074,Marcus Bettinelli,Goalkeeper,Chelsea,8,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184341,Mason Mount,Midfielder,Chelsea,8,England,2021-22,142.0,12.0,6.8535,73.0,0.0,41.0,55.0,10.0,146.0,32.0,32.0,27.0,163.0,1115.0,6.0,5.0,37.0,6.0,43.0,2364.0,31.0,88.0,2.0,52.0,82.0,931.0,145.0,1.0,5.0,24.1338,48.0,1.0,11.0,25.0,111.0,267.0,23.0,3.0,230.0,17.0,5.0,313.0,107.0,32.0,25.0,770.0,23.0,58.0,193.0,6.0,0.0,1094.0,26.0,412.0,16.0,18.0,1.0,268.0,30.0,13.0,21.0,267.0,1654.0,3.0,7.0,2.0,225.0,17.0,8.0126,4.0,17.0,19.0,21.0,29.0,6.4798,19.0,,53.0,11.0,9.0,5.0,13.0,13.0,12.0,5.0,10.0,24.0,,110.0,12.0,33.0,3.0,9.0,4.0,5.0,1.0,1.0,10.0,90.0,,29.0,1.0,53.0,,6.0,,6.0,0.1975,1.0,1.0,,,,,,,,,,,,,,,,,
91651,Mateo Kovacic,Midfielder,Chelsea,8,Croatia,2021-22,78.0,1.0,2.9525,39.0,0.0,51.0,17.0,12.0,104.0,25.0,21.0,16.0,134.0,1193.0,0.0,9.0,10.0,6.0,1.0,1557.0,5.0,114.0,2.0,27.0,109.0,1004.0,16.0,,2.0,13.4715,22.0,,9.0,11.0,73.0,439.0,20.0,0.0,192.0,15.0,2.0,299.0,111.0,25.0,20.0,612.0,9.0,35.0,182.0,5.0,0.0,1177.0,11.0,196.0,31.0,38.0,4.0,248.0,24.0,7.0,55.0,207.0,1460.0,1.0,5.0,8.0,448.0,20.0,1.5765,4.0,30.0,28.0,5.0,6.0,2.2075,6.0,,5.0,2.0,3.0,,4.0,4.0,2.0,,2.0,13.0,,5.0,2.0,7.0,,3.0,1.0,,,4.0,5.0,,,,,,1.0,1.0,,1.0,0.0057,,,,,,,,,,,,,,,,,,,
116594,N'Golo Kanté,Midfielder,Chelsea,8,France,2021-22,91.0,1.0,2.4391,78.0,0.0,59.0,12.0,8.0,152.0,26.0,40.0,21.0,172.0,1292.0,2.0,5.0,28.0,6.0,1.0,1777.0,14.0,119.0,3.0,60.0,105.0,1086.0,30.0,,2.0,15.8522,20.0,2.0,8.0,19.0,77.0,345.0,11.0,0.0,210.0,35.0,0.0,373.0,153.0,26.0,28.0,720.0,16.0,41.0,182.0,14.0,0.0,1290.0,3.0,266.0,31.0,35.0,2.0,330.0,22.0,31.0,34.0,244.0,1628.0,,10.0,10.0,401.0,16.0,1.532,2.0,20.0,63.0,5.0,9.0,1.6609,26.0,,10.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,13.0,,10.0,3.0,4.0,,2.0,3.0,,1.0,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
225796,Reece James,Defender,Chelsea,8,England,2021-22,85.0,17.0,4.7579,40.0,1.0,33.0,24.0,2.0,127.0,26.0,22.0,22.0,144.0,1379.0,4.0,4.0,38.0,5.0,24.0,1865.0,21.0,117.0,4.0,50.0,100.0,1192.0,71.0,5.0,3.0,14.7083,39.0,5.0,18.0,21.0,64.0,72.0,31.0,2.0,202.0,18.0,1.0,320.0,99.0,26.0,8.0,814.0,17.0,33.0,164.0,17.0,1.0,1364.0,14.0,297.0,25.0,36.0,2.0,593.0,20.0,17.0,43.0,394.0,1979.0,191.0,4.0,5.0,445.0,11.0,3.1224,4.0,17.0,44.0,13.0,10.0,2.8555,1.0,,58.0,5.0,6.0,4.0,1.0,1.0,7.0,4.0,4.0,11.0,,84.0,7.0,30.0,1.0,6.0,1.0,4.0,,2.0,9.0,15.0,1.0,4.0,1.0,8.0,1.0,6.0,,6.0,0.2016,,,,,,,,,,,,,,,1.0,,,,
66749,Romelu Lukaku,Forward,Chelsea,8,Belgium,2021-22,96.0,,1.6649,65.0,0.0,2.0,28.0,2.0,85.0,26.0,28.0,16.0,86.0,317.0,3.0,10.0,99.0,6.0,,1585.0,48.0,78.0,5.0,24.0,27.0,227.0,102.0,,2.0,12.6502,24.0,,20.0,14.0,48.0,64.0,12.0,3.0,174.0,10.0,5.0,64.0,33.0,26.0,1.0,171.0,9.0,37.0,75.0,51.0,0.0,289.0,13.0,172.0,1.0,13.0,1.0,86.0,8.0,,4.0,103.0,533.0,,5.0,,60.0,2.0,6.6331,1.0,1.0,13.0,15.0,15.0,4.9165,25.0,3.0,7.0,8.0,1.0,1.0,6.0,6.0,14.0,1.0,3.0,12.0,2.0,7.0,14.0,11.0,2.0,1.0,2.0,14.0,7.0,,,,,,3.0,,,1.0,,1.0,0.0052,1.0,1.0,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Chelsea,8,England,2021-22,13.0,,0.6869,1.0,0.0,,8.0,1.0,18.0,6.0,1.0,1.0,18.0,121.0,0.0,5.0,8.0,,3.0,176.0,2.0,17.0,,5.0,11.0,99.0,7.0,,,1.9326,8.0,,,2.0,11.0,38.0,4.0,1.0,30.0,1.0,1.0,22.0,17.0,6.0,,83.0,2.0,8.0,22.0,6.0,0.0,120.0,4.0,33.0,,7.0,,24.0,2.0,1.0,4.0,37.0,166.0,,1.0,,23.0,2.0,0.9718,0.0,,4.0,1.0,4.0,1.0617,5.0,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,4.0,,3.0,,1.0,,,,,,7.0,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
126187,Ruben Loftus-Cheek,Midfielder,Chelsea,8,England,2021-22,96.0,2.0,2.3681,48.0,0.0,29.0,13.0,5.0,89.0,24.0,26.0,13.0,99.0,959.0,0.0,11.0,55.0,2.0,2.0,1387.0,18.0,148.0,3.0,16.0,111.0,846.0,41.0,,5.0,18.2073,16.0,,17.0,21.0,78.0,259.0,41.0,0.0,244.0,9.0,0.0,221.0,109.0,24.0,19.0,532.0,18.0,51.0,189.0,37.0,0.0,949.0,7.0,183.0,10.0,42.0,6.0,297.0,18.0,11.0,14.0,182.0,1275.0,14.0,3.0,6.0,330.0,12.0,1.1917,1.0,10.0,29.0,6.0,6.0,0.2444,5.0,,5.0,,3.0,5.0,1.0,1.0,3.0,5.0,,18.0,,5.0,3.0,8.0,,3.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
89335,Saúl Ñíguez,Midfielder,Chelsea,8,Spain,2021-22,39.0,2.0,0.2238,14.0,0.0,20.0,3.0,,26.0,10.0,8.0,5.0,36.0,325.0,0.0,5.0,19.0,1.0,2.0,478.0,11.0,30.0,1.0,15.0,22.0,276.0,13.0,3.0,1.0,6.6421,3.0,4.0,9.0,6.0,28.0,112.0,,0.0,69.0,11.0,0.0,63.0,18.0,10.0,11.0,144.0,5.0,12.0,50.0,8.0,0.0,319.0,2.0,70.0,9.0,2.0,3.0,58.0,9.0,7.0,13.0,92.0,445.0,15.0,2.0,3.0,147.0,5.0,0.3485,1.0,10.0,13.0,2.0,1.0,0.0778,3.0,,8.0,,2.0,,1.0,1.0,,,,1.0,,8.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51090,Thiago Silva,Defender,Chelsea,8,Brazil,2021-22,58.0,1.0,0.8542,69.0,0.0,32.0,13.0,1.0,100.0,32.0,46.0,28.0,190.0,2622.0,2.0,4.0,89.0,10.0,1.0,2651.0,32.0,106.0,4.0,30.0,49.0,2261.0,25.0,,5.0,25.7025,7.0,15.0,95.0,28.0,26.0,715.0,12.0,1.0,164.0,23.0,1.0,926.0,214.0,32.0,11.0,927.0,24.0,4.0,75.0,57.0,0.0,2563.0,8.0,209.0,21.0,6.0,31.0,887.0,12.0,44.0,171.0,94.0,2937.0,3.0,2.0,28.0,1506.0,8.0,0.8965,2.0,90.0,72.0,5.0,5.0,1.1422,1.0,1.0,1.0,3.0,1.0,,2.0,2.0,4.0,,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,3.0,,,
