playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalRedCards,forwardPasses,appearances,timePlayed,touches,unsuccessfulShortPasses,gamesPlayed,putthroughBlockedDistribution,successfulShortPasses,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,starts,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,recoveries,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,successfulCornersIntoBox,penaltiesTaken,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltyGoals,setPiecesGoals,foulWonPenalty
153127,Isaac Hayden,Midfielder,Newcastle,4,Jamaica,2018-19,1.0,683.0,4.0,228.0,1.0,243.0,25.0,1864.0,1084.0,120.0,25.0,42.0,546.0,281.0,148.0,7.0,7.0,720.0,3.0,117.0,4.0,1.6938,10.0,5.0,0.387,73.0,12.0,5.0,4.0,5.0,21.0,1.0,,6.0,94.0,4.0,4.0,4.0,,,,40.0,151.0,4.0,97.0,26.0,4.0,20.6578,18.0,4.0,28.0,25.0,4.0,77.0,133.0,14.0,268.0,28.0,118.0,4.0,1.0,30.0,,4.0,21.0,,4.0,174.0,54.0,7.0,6.0,43.0,12.0,4.0,192.0,32.0,40.0,26.0,152.0,6.0,,6.0,19.0,295.0,26.0,1.0,0.948,28.0,35.0,1.0,,,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2018-19,0.0,44.0,6.0,51.0,0.0,16.0,9.0,300.0,120.0,10.0,9.0,7.0,25.0,25.0,15.0,13.0,12.0,44.0,0.0,17.0,3.0,0.3824,,1.0,0.2045,6.0,2.0,1.0,1.0,2.0,3.0,,1.0,,7.0,,1.0,3.0,,,,3.0,13.0,2.0,9.0,7.0,,4.7565,,2.0,6.0,8.0,,14.0,8.0,,30.0,3.0,15.0,1.0,,4.0,,5.0,6.0,,,23.0,4.0,1.0,6.0,2.0,3.0,2.0,10.0,4.0,1.0,4.0,10.0,3.0,,,3.0,7.0,3.0,,0.0523,5.0,3.0,,,,4.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2018-19,0.0,1086.0,,280.0,0.0,453.0,32.0,2745.0,1524.0,157.0,32.0,30.0,773.0,191.0,260.0,2.0,2.0,1105.0,4.0,70.0,,0.4525,1.0,1.0,0.0195,32.0,10.0,2.0,1.0,,32.0,,1.0,,139.0,10.0,,,1.0,1.0,,47.0,134.0,4.0,42.0,33.0,4.0,34.9373,2.0,17.0,213.0,36.0,1.0,23.0,301.0,9.0,204.0,15.0,180.0,,,11.0,,,32.0,,1.0,65.0,92.0,9.0,4.0,21.0,1.0,28.0,276.0,16.0,38.0,72.0,75.0,3.0,,,72.0,654.0,8.0,,0.6472,103.0,102.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
181397,Jamie Sterry,Defender,Newcastle,4,England,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109528,Javier Manquillo,Defender,Newcastle,4,Spain,2018-19,0.0,351.0,6.0,205.0,0.0,148.0,18.0,1099.0,702.0,74.0,18.0,18.0,233.0,147.0,106.0,25.0,25.0,352.0,2.0,54.0,3.0,0.4351,,1.0,0.0714,27.0,2.0,1.0,3.0,,12.0,,1.0,,39.0,3.0,,3.0,1.0,1.0,,20.0,59.0,2.0,40.0,6.0,1.0,14.0583,6.0,6.0,48.0,15.0,,34.0,48.0,8.0,113.0,8.0,59.0,,,8.0,,6.0,13.0,,,74.0,19.0,1.0,5.0,19.0,5.0,1.0,99.0,13.0,17.0,13.0,57.0,2.0,,,28.0,102.0,3.0,,0.0583,32.0,38.0,,,,91.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,
50232,Jonjo Shelvey,Midfielder,Newcastle,4,England,2018-19,0.0,578.0,6.0,237.0,0.0,276.0,16.0,944.0,811.0,88.0,16.0,19.0,361.0,270.0,183.0,36.0,11.0,629.0,1.0,40.0,4.0,1.5426,4.0,8.0,1.0755,22.0,19.0,4.0,1.0,4.0,10.0,1.0,,3.0,24.0,4.0,6.0,14.0,1.0,1.0,,10.0,52.0,1.0,38.0,8.0,2.0,13.4149,24.0,12.0,13.0,13.0,1.0,30.0,161.0,5.0,92.0,7.0,83.0,6.0,1.0,11.0,,2.0,12.0,,1.0,68.0,14.0,11.0,6.0,11.0,11.0,3.0,114.0,16.0,8.0,85.0,78.0,2.0,,3.0,40.0,190.0,14.0,,0.9128,95.0,25.0,,31.0,19.0,3.0,,,,0.3231,4.0,4.0,,10.0,,,,,,,,,,,,,,,,,
61316,Joselu,Forward,Newcastle,4,Spain,2018-19,0.0,200.0,11.0,120.0,0.0,54.0,16.0,587.0,322.0,75.0,16.0,9.0,124.0,78.0,79.0,3.0,3.0,208.0,1.0,70.0,,0.1743,5.0,5.0,1.5868,14.0,12.0,1.0,,11.0,5.0,2.0,4.0,,83.0,1.0,,,3.0,3.0,6.0,39.0,66.0,1.0,22.0,27.0,3.0,11.4347,2.0,,14.0,15.0,5.0,31.0,52.0,7.0,136.0,5.0,22.0,,,6.0,,4.0,14.0,2.0,5.0,53.0,44.0,7.0,5.0,8.0,1.0,,44.0,5.0,3.0,5.0,58.0,1.0,1.0,,1.0,51.0,1.0,,1.6112,4.0,16.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
59735,Karl Darlow,Goalkeeper,Newcastle,4,Wales,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232977,Kelland Watts,Defender,Newcastle,4,England,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167767,Kenedy,Midfielder,Newcastle,4,Brazil,2018-19,0.0,461.0,11.0,272.0,0.0,159.0,25.0,1343.0,868.0,89.0,25.0,33.0,318.0,221.0,129.0,19.0,16.0,464.0,1.0,115.0,7.0,0.921,11.0,6.0,2.0092,32.0,20.0,1.0,1.0,4.0,14.0,1.0,5.0,7.0,22.0,4.0,1.0,9.0,4.0,4.0,,15.0,92.0,2.0,85.0,31.0,2.0,16.4592,10.0,3.0,19.0,18.0,4.0,100.0,131.0,22.0,207.0,10.0,111.0,1.0,,9.0,1.0,24.0,16.0,,4.0,185.0,7.0,14.0,6.0,23.0,31.0,,66.0,19.0,32.0,17.0,108.0,7.0,2.0,7.0,25.0,123.0,17.0,,2.2498,40.0,42.0,,5.0,3.0,30.0,,10.0,,0.1049,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
76542,Ki Sung-Yueng,Midfielder,Newcastle,4,South Korea,2018-19,0.0,560.0,4.0,158.0,0.0,161.0,18.0,1302.0,795.0,62.0,18.0,20.0,456.0,269.0,89.0,40.0,7.0,597.0,2.0,47.0,,0.9983,2.0,2.0,0.0569,14.0,7.0,2.0,1.0,3.0,14.0,,,2.0,28.0,1.0,2.0,14.0,,,,14.0,47.0,2.0,33.0,6.0,1.0,16.8042,15.0,1.0,19.0,20.0,,33.0,173.0,16.0,94.0,10.0,94.0,2.0,,4.0,,4.0,18.0,,,66.0,14.0,5.0,3.0,10.0,5.0,1.0,163.0,11.0,19.0,52.0,100.0,4.0,1.0,2.0,6.0,253.0,7.0,,0.2538,27.0,24.0,,38.0,23.0,1.0,,,,0.0536,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,
232960,Lewis Cass,Defender,Newcastle,4,England,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67089,Martin Dúbravka,Goalkeeper,Newcastle,4,Slovakia,2018-19,0.0,538.0,,484.0,0.0,776.0,38.0,3420.0,1375.0,4.0,38.0,2.0,271.0,212.0,481.0,,,1033.0,1.0,4.0,,0.0507,,,,2.0,,,,,38.0,,,,18.0,11.0,,,,,,2.0,24.0,6.0,8.0,,6.0,43.6229,,108.0,35.0,48.0,,2.0,149.0,5.0,28.0,,325.0,,,2.0,,,42.0,,,10.0,16.0,,,,1.0,,108.0,,,281.0,,,,,247.0,340.0,,,,477.0,66.0,,,,,,,,,,,,,,42.0,29.0,6.0,6.0,15.0,95.0,8.0,1.0,7.0,292.0,171.0,24.0,65.0,,,
56983,Matt Ritchie,Midfielder,Newcastle,4,Scotland,2018-19,0.0,1051.0,1.0,635.0,0.0,397.0,36.0,2939.0,2050.0,202.0,36.0,93.0,744.0,533.0,298.0,191.0,118.0,1101.0,9.0,183.0,36.0,3.7169,13.0,10.0,3.5551,70.0,28.0,5.0,8.0,10.0,35.0,2.0,1.0,6.0,100.0,6.0,4.0,68.0,4.0,4.0,1.0,65.0,155.0,5.0,120.0,50.0,6.0,36.0488,52.0,9.0,61.0,40.0,7.0,118.0,323.0,38.0,338.0,23.0,172.0,4.0,,26.0,2.0,17.0,35.0,,7.0,238.0,35.0,18.0,38.0,44.0,15.0,11.0,126.0,55.0,51.0,59.0,255.0,14.0,,6.0,44.0,338.0,39.0,1.0,5.1531,96.0,83.0,1.0,102.0,56.0,163.0,,58.0,,,,,2.0,29.0,2.0,,,,,,,,,,,,,,1.0,,
179018,Miguel Almirón,Midfielder,Newcastle,4,Paraguay,2018-19,0.0,241.0,1.0,114.0,0.0,66.0,10.0,763.0,409.0,59.0,10.0,25.0,172.0,139.0,61.0,14.0,13.0,241.0,0.0,34.0,7.0,0.7729,5.0,8.0,1.1502,20.0,14.0,1.0,,6.0,9.0,,4.0,1.0,10.0,,3.0,7.0,5.0,5.0,1.0,9.0,45.0,2.0,44.0,28.0,3.0,8.2113,13.0,,4.0,11.0,4.0,25.0,82.0,17.0,79.0,13.0,61.0,3.0,,8.0,,7.0,9.0,,4.0,69.0,1.0,6.0,9.0,12.0,7.0,1.0,51.0,6.0,8.0,8.0,42.0,5.0,1.0,1.0,1.0,48.0,4.0,,1.4887,2.0,15.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
28147,Mohamed Diamé,Midfielder,Newcastle,4,Senegal,2018-19,0.0,723.0,5.0,263.0,0.0,218.0,29.0,2166.0,1135.0,115.0,29.0,46.0,528.0,263.0,165.0,11.0,11.0,732.0,3.0,171.0,1.0,0.3137,11.0,3.0,0.1272,78.0,9.0,5.0,,7.0,24.0,,,9.0,82.0,6.0,1.0,1.0,2.0,2.0,,46.0,149.0,4.0,113.0,18.0,4.0,31.0833,2.0,2.0,36.0,32.0,2.0,125.0,182.0,20.0,320.0,33.0,144.0,1.0,,31.0,,13.0,28.0,,2.0,238.0,36.0,6.0,9.0,47.0,17.0,9.0,207.0,36.0,30.0,39.0,125.0,4.0,1.0,9.0,18.0,305.0,25.0,,1.0267,50.0,50.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
106618,Paul Dummett,Defender,Newcastle,4,Wales,2018-19,0.0,743.0,5.0,293.0,0.0,424.0,26.0,1987.0,1194.0,122.0,26.0,28.0,488.0,247.0,219.0,25.0,24.0,758.0,1.0,53.0,7.0,0.9364,2.0,1.0,0.1762,34.0,7.0,,,,21.0,,1.0,1.0,88.0,6.0,,7.0,1.0,1.0,,27.0,104.0,4.0,43.0,6.0,4.0,26.3765,4.0,20.0,123.0,27.0,1.0,26.0,240.0,10.0,157.0,14.0,80.0,,,12.0,,1.0,23.0,,1.0,69.0,61.0,6.0,4.0,22.0,2.0,10.0,46.0,11.0,37.0,51.0,48.0,1.0,,1.0,62.0,299.0,5.0,,0.2936,97.0,59.0,1.0,1.0,1.0,80.0,1.0,33.0,,,,,1.0,,,,,,,,,,,,,,,,,,
57134,Salomón Rondón,Forward,Newcastle,4,Venezuela,2018-19,0.0,722.0,2.0,443.0,0.0,213.0,32.0,2608.0,1248.0,211.0,32.0,27.0,506.0,367.0,220.0,10.0,10.0,735.0,1.0,376.0,4.0,3.1021,29.0,29.0,9.9324,8.0,60.0,4.0,7.0,54.0,30.0,11.0,20.0,6.0,379.0,6.0,4.0,4.0,14.0,14.0,9.0,234.0,197.0,4.0,52.0,139.0,3.0,30.6117,25.0,2.0,38.0,31.0,23.0,142.0,174.0,26.0,573.0,11.0,108.0,4.0,5.0,5.0,4.0,28.0,27.0,2.0,23.0,194.0,145.0,31.0,22.0,3.0,18.0,3.0,154.0,22.0,5.0,9.0,194.0,8.0,6.0,6.0,4.0,152.0,6.0,2.0,10.8119,9.0,37.0,,,,3.0,,,,0.5022,9.0,9.0,,,,,,,,,,,,,,,,,,1.0,1.0
180135,Sean Longstaff,Midfielder,Newcastle,4,England,2018-19,0.0,290.0,1.0,69.0,0.0,81.0,9.0,687.0,398.0,34.0,9.0,20.0,207.0,102.0,56.0,1.0,1.0,293.0,2.0,41.0,2.0,0.4772,3.0,2.0,0.9998,17.0,5.0,,,,8.0,1.0,,1.0,21.0,2.0,1.0,2.0,,,,12.0,38.0,1.0,29.0,5.0,1.0,7.1925,5.0,4.0,7.0,9.0,2.0,29.0,75.0,8.0,79.0,15.0,46.0,1.0,1.0,4.0,,1.0,8.0,,2.0,58.0,9.0,3.0,1.0,13.0,5.0,4.0,83.0,7.0,10.0,30.0,54.0,2.0,1.0,1.0,8.0,137.0,5.0,,0.6876,22.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
196118,Yoshinori Muto,Forward,Newcastle,4,Japan,2018-19,0.0,111.0,12.0,75.0,0.0,18.0,17.0,517.0,228.0,34.0,17.0,19.0,77.0,56.0,34.0,4.0,4.0,112.0,1.0,61.0,,0.6806,1.0,3.0,0.49,8.0,5.0,1.0,,3.0,5.0,1.0,2.0,,37.0,,,,2.0,2.0,4.0,27.0,38.0,1.0,28.0,22.0,1.0,7.2052,5.0,,3.0,10.0,1.0,34.0,27.0,10.0,99.0,11.0,29.0,,,4.0,1.0,9.0,9.0,,1.0,62.0,10.0,2.0,2.0,4.0,10.0,,36.0,13.0,5.0,1.0,31.0,4.0,,,,22.0,5.0,4.0,0.9234,,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
