season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827978,12,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,,,1.0,2.0,1.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,,,,17.0,,,,,,,,2.0,,6.6,,,,,,,,,,,1.0,1.0,2.0,0,1.0,5.0,,1.0,,
2018-19,7827978,12,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827978,12,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,,7.0,4.0,9.0,2.0,,3.0,,,,1.0,,,2.0,7.0,,,,,,,,,2.0,1.0,,65.0,,,,,,,,10.0,,6.4,,,1.0,,1.0,2.0,3.0,,,,11.0,5.0,13.0,1,,26.0,1.0,,,
2018-19,7827978,12,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,3.0,6.0,9.0,,,4.0,,,,,,,,,,,,,,,,,1.0,,,35.0,,,,,,,,1.0,,6.7,,,,,3.0,,,,,,4.0,6.0,10.0,0,,14.0,,,,
2018-19,7827978,12,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,2.0,3.0,5.0,1.0,,1.0,,,1.0,2.0,,,,3.0,1.0,,,,,,,,,1.0,,25.0,,,,,,,,6.0,,6.3,,,,,1.0,,2.0,,4.0,,7.0,4.0,9.0,1,1.0,14.0,,,,
2018-19,7827995,13,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,9.0,36.0,24.0,60.0,,,5.0,,,,1.0,,,,1.0,2.0,,,,,,,,2.0,1.0,,82.0,,,,,,,,10.0,,7.0,,,,,,1.0,,,11.0,,45.0,24.0,69.0,0,1.0,77.0,1.0,,1.0,1.0
2018-19,7827995,13,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,1.0,,,16.0,10.0,25.0,1.0,,3.0,,,,,,,2.0,3.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,,8.0,,6.8,,,,,,1.0,2.0,,1.0,,21.0,11.0,30.0,0,3.0,50.0,,2.0,1.0,3.0
2018-19,7827995,13,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,1.0,,7.0,42.0,35.0,76.0,1.0,,11.0,,,,,,,2.0,3.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,13.0,,7.3,,,,,2.0,3.0,1.0,,9.0,,49.0,37.0,85.0,0,1.0,100.0,2.0,2.0,3.0,1.0
2018-19,7827995,13,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,4.0,6.0,2.0,,1.0,,,,,,,,3.0,2.0,,,1.0,,,,,,,,7.0,,,,,,,,3.0,,6.6,,,1.0,,,1.0,1.0,,,,4.0,4.0,7.0,1,,13.0,1.0,1.0,1.0,
2018-19,7827995,13,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827995,13,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,1.0,4.0,3.0,7.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,2.0,,6.6,,,,,,,,,1.0,,6.0,3.0,9.0,0,,10.0,,,,
2018-19,7827995,13,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,1.0,,,13.0,11.0,23.0,1.0,,5.0,,,,,,,2.0,3.0,3.0,,1.0,,,,,,,1.0,,83.0,,,,,,,,24.0,,6.5,,,1.0,,4.0,2.0,9.0,,3.0,,30.0,16.0,37.0,1,1.0,59.0,,,2.0,
2018-19,7828011,14,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,1.0,9.0,17.0,26.0,,,2.0,,,,3.0,,,1.0,4.0,1.0,,,,,,,,4.0,,,60.0,,,,,,,,13.0,,6.3,,,,,,,2.0,,5.0,,17.0,20.0,35.0,0,,44.0,,1.0,,
2018-19,7828011,14,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,8.0,10.0,18.0,,,4.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,45.0,,,,,,,,2.0,,6.6,,,,,,,,,1.0,,9.0,10.0,19.0,0,,22.0,,,,
2018-19,7828011,14,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,11.0,10.0,21.0,1.0,,4.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,6.0,,6.7,,,,,4.0,1.0,,,3.0,,13.0,14.0,27.0,0,,40.0,,1.0,1.0,
2018-19,7828011,14,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,10.0,,,,,,,,1.0,,6.5,,,1.0,,,,,,,,1.0,2.0,3.0,1,,5.0,1.0,,,
2018-19,7828011,14,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828011,14,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,,15.0,3.0,16.0,1.0,3.0,9.0,,,1.0,,,,,1.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,7.0,,,,,3.0,1.0,5.0,,1.0,,26.0,4.0,25.0,1,2.0,47.0,5.0,,1.0,
2018-19,7828011,14,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,18.0,13.0,31.0,1.0,1.0,6.0,,,,3.0,,,3.0,9.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,9.0,,6.6,,,,,1.0,,1.0,,1.0,,22.0,13.0,34.0,0,2.0,49.0,2.0,,,2.0
2018-19,7828011,14,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,2.0,,1.0,9.0,2.0,9.0,,2.0,1.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,,1.0,,45.0,,1.0,,,,,,7.0,,6.8,,,,,1.0,,4.0,,2.0,,13.0,3.0,12.0,0,1.0,25.0,1.0,1.0,,1.0
2018-19,7828039,15,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,3.0,2.0,5.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,19.0,,,,,,,,3.0,,6.4,,,,,,,1.0,,,,4.0,3.0,6.0,0,1.0,12.0,,,,1.0
2018-19,7828039,15,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,7.0,5.0,12.0,1.0,,3.0,,,,1.0,,,,6.0,4.0,,,4.0,,1.0,,,,,,90.0,1.0,,,,,,,6.0,,7.0,,,,,4.0,2.0,,,3.0,,10.0,8.0,18.0,1,2.0,29.0,,,2.0,1.0
2018-19,7828039,15,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,6.0,2.0,8.0,11.0,2.0,3.0,,1.0,,,,,,12.0,3.0,,,1.0,,,,,,,,83.0,2.0,,,,,,,12.0,,6.4,,,,,1.0,,1.0,,,2.0,13.0,3.0,15.0,2,,29.0,4.0,1.0,,
2018-19,7828039,15,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,3.0,14.0,6.0,20.0,,1.0,7.0,,,,,,,,1.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,,,,,,,11.0,,7.0,,,1.0,,1.0,1.0,,,6.0,,20.0,9.0,29.0,2,1.0,40.0,,,1.0,1.0
2018-19,7828039,15,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,14.0,2.0,15.0,,,3.0,,,,,,,1.0,1.0,4.0,,,,,,,,1.0,3.0,,90.0,,,,,,,,11.0,,6.9,,,,,,2.0,5.0,,1.0,,22.0,3.0,20.0,0,1.0,35.0,1.0,1.0,2.0,1.0
2018-19,7828039,15,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828039,15,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,,,,5.0,2.0,7.0,,1.0,6.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,,3.0,,,71.0,,,,,,,,12.0,,6.6,,,,,3.0,1.0,3.0,,5.0,,12.0,6.0,15.0,0,2.0,34.0,,1.0,1.0,2.0
2018-19,7828060,16,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,18.0,,,,,,,,3.0,,6.5,,,,,,,1.0,,,,2.0,3.0,4.0,0,,8.0,1.0,,,
2018-19,7828060,16,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,,7.0,8.0,15.0,4.0,2.0,3.0,,,1.0,,,,,5.0,3.0,,,,1.0,,,,,1.0,,90.0,,,,,,,,13.0,,6.6,,,1.0,,2.0,1.0,,,4.0,,17.0,10.0,27.0,2,1.0,35.0,,,,
2018-19,7828060,16,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,7.0,2.0,9.0,9.0,2.0,3.0,,,2.0,1.0,,,1.0,13.0,5.0,,,1.0,,,,,,1.0,,85.0,,,,,,,,13.0,,6.4,,,,,1.0,1.0,,,,1.0,14.0,2.0,16.0,2,1.0,30.0,4.0,2.0,,1.0
2018-19,7828060,16,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,2.0,18.0,21.0,37.0,,2.0,3.0,,,1.0,2.0,,,,3.0,5.0,,1.0,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,,10.0,,7.2,,,,,1.0,,3.0,,5.0,,25.0,22.0,44.0,1,3.0,62.0,2.0,,,2.0
2018-19,7828060,16,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,1.0,14.0,5.0,17.0,2.0,1.0,6.0,1.0,,,2.0,,,,9.0,4.0,,,3.0,,,,,2.0,3.0,,72.0,,,,,,,,9.0,,7.0,,,,,1.0,2.0,4.0,,2.0,,20.0,5.0,21.0,0,2.0,38.0,,1.0,,2.0
2018-19,7828060,16,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,6.5,,,,,,,,,,,,,,0,,1.0,,,,
2018-19,7828060,16,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,,,,6.0,6.0,12.0,,,4.0,,,1.0,3.0,,,,5.0,3.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,16.0,,6.5,,,1.0,,1.0,3.0,1.0,,5.0,,15.0,8.0,22.0,3,1.0,40.0,1.0,1.0,1.0,1.0
2018-19,7828074,17,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,9.0,4.0,13.0,1.0,1.0,4.0,,,,,,,,5.0,5.0,,,2.0,,,,,1.0,1.0,,89.0,,,,,,,,14.0,,6.8,,,,,1.0,2.0,3.0,,,,15.0,7.0,19.0,0,4.0,38.0,2.0,,,3.0
2018-19,7828074,17,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,11.0,10.0,21.0,1.0,,6.0,,,,,,,1.0,4.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,11.0,,6.5,,,,,2.0,1.0,,,3.0,1.0,15.0,13.0,28.0,0,3.0,45.0,1.0,4.0,,1.0
2018-19,7828074,17,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,5.0,4.0,9.0,11.0,9.0,1.0,,1.0,1.0,,,,,12.0,10.0,,,1.0,,,,,,,,80.0,,1.0,,,,,,18.0,,6.7,,,1.0,,2.0,,,,1.0,,15.0,7.0,22.0,2,,39.0,5.0,1.0,,
2018-19,7828074,17,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,2.0,13.0,10.0,23.0,1.0,1.0,11.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,6.0,,7.0,,,,,1.0,,,,3.0,,19.0,10.0,29.0,0,1.0,38.0,,,,
2018-19,7828074,17,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2018-19,7828074,17,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,1.0,,3.0,13.0,3.0,15.0,1.0,2.0,2.0,,,,1.0,,,1.0,6.0,4.0,,,2.0,,,,,,1.0,,89.0,,,,,,,,17.0,,6.3,,,,,3.0,1.0,5.0,,8.0,,26.0,3.0,24.0,0,2.0,40.0,2.0,,,
2018-19,7828078,18,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,18.0,15.0,33.0,2.0,,5.0,,,,,,,3.0,5.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.5,,,1.0,,1.0,2.0,,,4.0,,21.0,15.0,36.0,1,2.0,49.0,,,2.0,
2018-19,7828078,18,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,6.0,2.0,8.0,5.0,1.0,2.0,1.0,,1.0,,,,2.0,10.0,5.0,,,3.0,,1.0,,,,1.0,,77.0,1.0,,,,,,,7.0,,7.7,,,1.0,,,1.0,,,1.0,1.0,9.0,3.0,12.0,3,1.0,25.0,1.0,2.0,1.0,1.0
2018-19,7828078,18,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,1.0,25.0,9.0,34.0,,1.0,4.0,,1.0,,,,,,1.0,3.0,,,1.0,,,,,3.0,,,90.0,1.0,,,,,,,19.0,,6.5,,,,,1.0,,5.0,,6.0,,44.0,9.0,48.0,1,1.0,62.0,,1.0,,1.0
2018-19,7828078,18,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,11.0,16.0,27.0,,,6.0,,,,,,,2.0,3.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,8.0,,6.4,,,,,,,,,2.0,1.0,15.0,16.0,31.0,0,2.0,43.0,1.0,2.0,,2.0
2018-19,7828078,18,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828091,19,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,13.0,15.0,28.0,2.0,,14.0,,,,2.0,,,1.0,5.0,6.0,,,,,,,,,,,90.0,1.0,,,,,,,15.0,,6.5,,,1.0,,2.0,1.0,,,6.0,,23.0,16.0,39.0,2,3.0,53.0,3.0,2.0,1.0,2.0
2018-19,7828091,19,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,7.0,6.0,13.0,9.0,4.0,3.0,,,,3.0,,,1.0,15.0,7.0,,,2.0,,,,,,,,90.0,1.0,1.0,,,,,,10.0,,6.5,,,,,,,,,1.0,,12.0,7.0,19.0,1,,35.0,2.0,3.0,,
2018-19,7828091,19,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,1.0,18.0,15.0,31.0,1.0,1.0,6.0,,,1.0,2.0,,,1.0,5.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,20.0,,6.2,,,,,,1.0,3.0,,7.0,,34.0,17.0,48.0,1,,60.0,,1.0,,
2018-19,7828091,19,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,1.0,,,4.0,2.0,5.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,27.0,,,,,,,,8.0,,6.7,,,1.0,,,,6.0,,,,11.0,2.0,7.0,1,1.0,18.0,,,,
2018-19,7828091,19,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,1.0,,,11.0,13.0,23.0,,,5.0,1.0,,,1.0,,,2.0,3.0,3.0,,,,,,,,,1.0,,63.0,,,,,,,,9.0,,6.6,,,,,,1.0,1.0,,,,16.0,14.0,29.0,0,1.0,37.0,1.0,1.0,1.0,
2018-19,7828091,19,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,True,,,,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,27.0,,,,,,,,3.0,,6.6,,,1.0,,,,,,,,4.0,1.0,5.0,1,1.0,9.0,1.0,,,1.0
2018-19,7828100,20,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,14.0,17.0,31.0,3.0,,9.0,,,,,,,2.0,7.0,5.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,7.0,,,,,1.0,1.0,,,3.0,1.0,19.0,17.0,36.0,0,2.0,47.0,,2.0,1.0,1.0
2018-19,7828100,20,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,13.0,4.0,17.0,8.0,7.0,3.0,1.0,3.0,,2.0,,,1.0,14.0,9.0,,,3.0,1.0,,,,,4.0,,90.0,3.0,,,,,,,11.0,,7.0,,,3.0,,,,,,1.0,,18.0,5.0,23.0,6,,42.0,3.0,4.0,,
2018-19,7828100,20,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,3.0,,3.0,26.0,16.0,39.0,,,9.0,1.0,,,1.0,,,,1.0,3.0,,,,1.0,,,,,3.0,,90.0,,,,,,,,12.0,,7.9,,,,,1.0,1.0,6.0,,7.0,,33.0,18.0,45.0,0,1.0,62.0,2.0,1.0,1.0,
2018-19,7828100,20,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,14.0,6.0,19.0,1.0,1.0,6.0,,,,,,,1.0,4.0,5.0,,,,,,,,4.0,,,90.0,,,,,,,,17.0,,6.9,,,,,2.0,4.0,3.0,,1.0,,22.0,7.0,26.0,0,2.0,52.0,4.0,,2.0,
2018-19,7828100,20,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828100,20,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,3.0,,1.0,18.0,10.0,25.0,1.0,1.0,4.0,1.0,,2.0,3.0,,,1.0,10.0,6.0,,,2.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,7.6,,,2.0,,,3.0,5.0,,3.0,1.0,28.0,10.0,33.0,5,5.0,56.0,,,,3.0
2018-19,7828029,21,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,34.0,19.0,53.0,3.0,3.0,7.0,1.0,,,,,,2.0,5.0,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,7.3,,,,,4.0,1.0,,,4.0,,39.0,19.0,58.0,0,,70.0,2.0,2.0,1.0,
2018-19,7828029,21,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,11.0,9.0,20.0,17.0,3.0,6.0,,1.0,,,,,3.0,22.0,7.0,,,2.0,,1.0,,,,,,89.0,3.0,,,,,,,14.0,,7.2,,,1.0,,,2.0,,,2.0,,19.0,10.0,29.0,4,1.0,46.0,1.0,3.0,1.0,1.0
2018-19,7828029,21,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,5.0,35.0,21.0,54.0,,,4.0,3.0,,,1.0,,,2.0,3.0,,,,,1.0,,,,1.0,5.0,,90.0,,,,,,,,13.0,,7.8,,,,,2.0,,2.0,,7.0,,43.0,23.0,64.0,0,,74.0,,,,
2018-19,7828029,21,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,1.0,21.0,4.0,24.0,4.0,2.0,4.0,,,1.0,1.0,,,2.0,7.0,3.0,,,,,,,,2.0,1.0,,90.0,2.0,,,,,,,12.0,,6.9,,,1.0,,1.0,1.0,1.0,,1.0,1.0,27.0,6.0,32.0,4,,51.0,2.0,1.0,1.0,
2018-19,7828029,21,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828029,21,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,1.0,,1.0,8.0,3.0,10.0,,2.0,1.0,,,,,,,,3.0,4.0,,,3.0,,,,,,1.0,,26.0,1.0,,,,,,,6.0,,6.8,,,1.0,,,1.0,4.0,,1.0,,14.0,3.0,13.0,2,,23.0,,1.0,1.0,
2018-19,7828029,21,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,1.0,12.0,4.0,15.0,1.0,2.0,3.0,1.0,,,1.0,,,2.0,5.0,11.0,,,,1.0,,,,2.0,1.0,,63.0,,,,,,,,18.0,,7.4,,,1.0,,,6.0,6.0,,2.0,,20.0,7.0,21.0,1,3.0,47.0,3.0,1.0,5.0,2.0
2018-19,7828054,22,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828054,22,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,12.0,24.0,36.0,7.0,1.0,10.0,,,,,,,,7.0,3.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,,15.0,,7.0,,,,,5.0,,,,8.0,,19.0,30.0,49.0,0,1.0,67.0,2.0,1.0,,1.0
2018-19,7828054,22,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,15.0,5.0,20.0,6.0,6.0,5.0,,,,,,,2.0,8.0,14.0,,,,,,,,,3.0,,90.0,,,,,,,,18.0,,7.4,,,,,2.0,1.0,,,3.0,,24.0,8.0,32.0,0,4.0,53.0,4.0,3.0,1.0,3.0
2018-19,7828054,22,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,5.0,29.0,19.0,47.0,,,12.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,17.0,,6.7,,,,,,,1.0,,12.0,,39.0,23.0,61.0,0,2.0,72.0,1.0,1.0,,2.0
2018-19,7828054,22,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,3.0,18.0,12.0,30.0,1.0,,9.0,,,1.0,2.0,,,,3.0,5.0,,,,,1.0,,,3.0,,,90.0,1.0,,,,,,,16.0,,7.5,,,1.0,,4.0,1.0,,,7.0,,29.0,16.0,45.0,3,3.0,66.0,1.0,1.0,1.0,1.0
2018-19,7828054,22,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,1.0,16.0,6.0,20.0,2.0,,4.0,,,2.0,5.0,,,2.0,11.0,7.0,,,,1.0,,,,1.0,3.0,,90.0,,,,,,,,13.0,,6.6,,,,,1.0,4.0,8.0,,2.0,,23.0,8.0,23.0,2,5.0,48.0,,,2.0,3.0
2018-19,7828086,23,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828086,23,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,15.0,11.0,26.0,3.0,5.0,12.0,,,1.0,,,,1.0,5.0,9.0,,,,,,,,2.0,,,90.0,,,,,,,,25.0,,6.7,,,,,,2.0,,,5.0,,29.0,18.0,47.0,1,2.0,60.0,1.0,1.0,1.0,
2018-19,7828086,23,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,1.0,7.0,4.0,11.0,10.0,8.0,1.0,,2.0,1.0,1.0,,,2.0,16.0,12.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,16.0,,6.1,,,1.0,,,2.0,,,1.0,1.0,14.0,4.0,18.0,3,,37.0,4.0,5.0,,
2018-19,7828086,23,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,3.0,,5.0,20.0,13.0,30.0,,1.0,13.0,1.0,,,1.0,,,,4.0,6.0,,,1.0,,,,,2.0,3.0,,90.0,,,,,,,,25.0,,7.6,,,,,2.0,3.0,8.0,,10.0,,37.0,15.0,44.0,0,2.0,73.0,2.0,2.0,1.0,1.0
2018-19,7828086,23,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,1.0,17.0,11.0,28.0,1.0,2.0,5.0,,1.0,,1.0,,,3.0,6.0,5.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,15.0,,6.4,,,,,,1.0,1.0,,3.0,,23.0,12.0,34.0,1,3.0,50.0,3.0,,,2.0
2018-19,7828086,23,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,3.0,,1.0,10.0,3.0,10.0,1.0,,5.0,,1.0,,,,,2.0,7.0,5.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,,22.0,,6.6,,,2.0,,,4.0,10.0,,3.0,,22.0,5.0,17.0,3,1.0,43.0,1.0,2.0,2.0,1.0
2018-19,7828128,24,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,7.0,9.0,16.0,3.0,2.0,2.0,1.0,,,1.0,,,,4.0,5.0,,1.0,,1.0,,,,1.0,1.0,,90.0,,,,,,,,6.0,,6.8,,,,,1.0,2.0,,,,,9.0,12.0,21.0,0,,32.0,1.0,1.0,2.0,
2018-19,7828128,24,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,5.0,4.0,9.0,8.0,4.0,5.0,,,,,,,1.0,12.0,8.0,,,3.0,,1.0,,,,2.0,,90.0,1.0,,,,,,,15.0,,7.3,,,,,1.0,1.0,,,2.0,,12.0,5.0,17.0,1,1.0,41.0,3.0,3.0,1.0,1.0
