playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,penaltiesConceded,penaltyGoalsConceded,groundDuelsLost,goalkeeperSmother,drops,crossesNotClaimed,tacklesLost,totalFoulsConceded,interceptions,substituteOff,foulAttemptedTackle,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,throughBalls,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,goals,iboxTarget,shotsOnTargetInBox,rightFootGoals,leftFootGoals,clearancesOffTheLine,expectedGoalsFreekick,ownGoalScored,freekickTotal,attemptsFromSetPieces,secondGoalAssists,successfulLayoffs,setPiecesGoals,unsuccessfulLayoffs,headedGoals,hitWoodwork,redCards2ndYellow,penaltiesTaken,penaltyGoals
232423,Nathan Ferguson,Defender,Reading U21,12941,England,2021-22,,,,0.0,,,,1.0,,2.0,3.0,0.0,,,1.0,,,,8.0,,,,,1.0,,,,,,,,,,0.0,,0.0,3.0,,1.0,,,,,0.0,,3.0,2.0,,,,,5.0,2.0,1.0,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501468,Tayo Adaramola,Defender,Crystal Palace,31,Ireland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223824,Reece Hannam,Defender,Crystal Palace U21,18257,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2021-22,29.0,,0.9547,0.0,,,51.0,15.0,9.0,65.0,450.0,0.0,,,6.0,19.0,,,776.0,6.0,43.0,1.0,30.0,362.0,,,11.1995,3.0,15.0,16.0,101.0,,10.0,0.0,72.0,0.0,128.0,58.0,15.0,185.0,15.0,53.0,13.0,0.0,,434.0,99.0,,,130.0,23.0,581.0,6.0,215.0,,1.0,14.0,20.0,18.0,1.0,1.0,23.0,,,,9.0,15.0,11.0,8.0,12.0,3.0,21.0,4.0,,,,4.0,7.0,7.0,,4.0,,15.0,9.0,1.0,,11.0,,5.0,,,,28.0,3.0,,4.0,3.0,9.0,2.0,1.0,91.0,,4.0,0.2841,1.0,,,29.0,10.0,14.0,1.0,,,,,,,0.1916,1.0,4.0,4.0,,1.0,,,,,,,
443661,Michael Olise,Midfielder,FC Bayern München,156,France,2021-22,104.0,,3.5986,0.0,,,85.0,26.0,12.0,102.0,547.0,0.0,,,14.0,24.0,1.0,,1137.0,17.0,84.0,2.0,77.0,417.0,,,13.2529,2.0,6.0,14.0,31.0,,27.0,0.0,188.0,2.0,140.0,66.0,26.0,310.0,12.0,164.0,7.0,0.0,,527.0,275.0,,,202.0,28.0,914.0,4.0,153.0,,4.0,17.0,18.0,22.0,,2.0,87.0,,,,4.0,16.0,6.0,8.0,9.0,9.0,21.0,4.0,10.0,7.0,1.6735,15.0,11.0,42.0,1.0,2.0,2.0,18.0,34.0,43.0,,19.0,2.0,17.0,2.0,,34.0,78.0,55.0,2.0,5.0,15.0,18.0,28.0,,174.0,13.0,2.0,1.7305,4.0,5.0,,31.0,7.0,19.0,1.0,2.0,6.0,6.0,,2.0,,0.1024,,2.0,2.0,,7.0,1.0,1.0,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nottingham Forest,17,Senegal,2021-22,93.0,,1.0068,0.0,,,108.0,27.0,23.0,144.0,799.0,0.0,,,4.0,80.0,4.0,,1978.0,29.0,136.0,7.0,85.0,625.0,,,22.1166,7.0,33.0,28.0,188.0,,21.0,0.0,229.0,0.0,268.0,136.0,27.0,230.0,21.0,149.0,51.0,0.0,,782.0,194.0,,,204.0,30.0,1118.0,26.0,426.0,,3.0,36.0,58.0,52.0,,1.0,64.0,,,,14.0,30.0,38.0,9.0,19.0,1.0,66.0,1.0,,1.0,,6.0,33.0,3.0,,,,1.0,35.0,7.0,1.0,4.0,1.0,26.0,,,4.0,3.0,15.0,1.0,6.0,1.0,38.0,13.0,14.0,139.0,,,0.5335,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,3,England,2021-22,42.0,,0.8075,0.0,,,40.0,13.0,6.0,48.0,273.0,1.0,,,7.0,20.0,1.0,,602.0,13.0,43.0,1.0,36.0,214.0,,,7.5522,,1.0,8.0,72.0,,12.0,0.0,85.0,0.0,72.0,38.0,13.0,133.0,7.0,65.0,7.0,0.0,,261.0,109.0,,,47.0,11.0,412.0,1.0,100.0,,1.0,8.0,11.0,10.0,,1.0,29.0,,,,4.0,5.0,5.0,4.0,4.0,2.0,17.0,7.0,1.0,,0.0584,3.0,8.0,5.0,,2.0,,8.0,10.0,11.0,,10.0,5.0,3.0,,,9.0,19.0,19.0,5.0,2.0,1.0,6.0,14.0,1.0,82.0,1.0,2.0,0.443,1.0,1.0,,16.0,3.0,9.0,,1.0,,,,1.0,,0.0526,,1.0,1.0,,8.0,,,,,,,
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2021-22,147.0,,1.2177,0.0,,,123.0,32.0,20.0,152.0,641.0,1.0,,,12.0,70.0,6.0,,1846.0,39.0,134.0,3.0,103.0,471.0,,,19.4092,5.0,31.0,19.0,132.0,,22.0,0.0,281.0,3.0,221.0,115.0,32.0,246.0,16.0,211.0,31.0,0.0,,634.0,280.0,,,132.0,18.0,1059.0,17.0,246.0,,1.0,29.0,45.0,46.0,,2.0,108.0,,,,21.0,26.0,18.0,7.0,15.0,3.0,60.0,10.0,9.0,7.0,1.9058,23.0,28.0,17.0,,1.0,,3.0,48.0,63.0,,17.0,9.0,30.0,,,23.0,17.0,56.0,9.0,14.0,15.0,25.0,35.0,9.0,156.0,1.0,1.0,3.339,3.0,1.0,1.0,,,,,4.0,5.0,5.0,,3.0,,,,,,1.0,12.0,,,1.0,1.0,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2021-22,106.0,,1.0284,0.0,,,101.0,21.0,15.0,154.0,909.0,0.0,,,6.0,53.0,4.0,,1436.0,31.0,96.0,4.0,74.0,715.0,,,12.8037,3.0,26.0,15.0,243.0,,20.0,0.0,202.0,0.0,272.0,135.0,21.0,367.0,11.0,149.0,22.0,0.0,,871.0,213.0,,,207.0,40.0,1186.0,25.0,394.0,,4.0,53.0,54.0,33.0,,,75.0,,,,10.0,24.0,30.0,4.0,17.0,5.0,57.0,4.0,3.0,1.0,0.7666,5.0,35.0,11.0,3.0,2.0,2.0,6.0,38.0,20.0,,13.0,2.0,14.0,2.0,,9.0,12.0,23.0,2.0,2.0,9.0,23.0,21.0,9.0,187.0,12.0,2.0,0.2641,3.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,6.0,,1.0,,,,,
108413,Will Hughes,Midfielder,Crystal Palace,31,England,2021-22,60.0,,,0.0,,,54.0,16.0,13.0,72.0,501.0,,,,3.0,31.0,1.0,,1058.0,20.0,65.0,2.0,54.0,409.0,,,,2.0,9.0,16.0,124.0,,17.0,0.0,125.0,,153.0,84.0,16.0,206.0,14.0,94.0,11.0,0.0,,489.0,130.0,,,131.0,20.0,690.0,13.0,229.0,,6.0,18.0,28.0,29.0,1.0,2.0,40.0,,,,15.0,18.0,8.0,8.0,14.0,2.0,30.0,4.0,,1.0,,2.0,12.0,4.0,,,,6.0,11.0,5.0,,8.0,,6.0,,,4.0,29.0,13.0,,2.0,3.0,14.0,8.0,7.0,93.0,1.0,,,,1.0,1.0,23.0,3.0,19.0,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,Tottenham Hotspur,6,England,2021-22,228.0,,,0.0,,,165.0,34.0,33.0,197.0,1049.0,5.0,,,1.0,62.0,10.0,,2851.0,39.0,199.0,7.0,176.0,806.0,,,,6.0,23.0,38.0,258.0,,65.0,0.0,427.0,3.0,293.0,187.0,34.0,518.0,31.0,365.0,23.0,0.0,,981.0,446.0,,,234.0,46.0,1753.0,15.0,370.0,,10.0,32.0,43.0,69.0,,2.0,189.0,,,,31.0,65.0,29.0,7.0,45.0,9.0,134.0,11.0,22.0,3.0,,41.0,58.0,40.0,2.0,,,36.0,76.0,86.0,2.0,35.0,,49.0,,1.0,33.0,92.0,83.0,,19.0,26.0,38.0,42.0,9.0,264.0,2.0,,,2.0,3.0,1.0,62.0,15.0,32.0,5.0,8.0,,,7.0,1.0,,,,,4.0,,14.0,,1.0,,1.0,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,49,Netherlands,2021-22,6.0,,0.0223,0.0,,,5.0,3.0,1.0,8.0,53.0,0.0,,,2.0,2.0,,,116.0,2.0,2.0,3.0,2.0,44.0,,,2.5441,,1.0,5.0,20.0,,,0.0,8.0,0.0,13.0,10.0,3.0,18.0,2.0,6.0,,0.0,,51.0,12.0,,,8.0,1.0,67.0,1.0,28.0,,0.0,3.0,4.0,1.0,,,4.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,2.0,1.0,,2.0,,1.0,,,1.0,1.0,2.0,,,,1.0,1.0,,12.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,
450542,Jesurun Rak-Sakyi,Midfielder,Crystal Palace U21,18257,England,2021-22,7.0,,0.017,0.0,,,3.0,2.0,1.0,3.0,24.0,0.0,,,1.0,1.0,,,81.0,1.0,3.0,,3.0,21.0,,,0.1703,,,,6.0,,3.0,0.0,10.0,0.0,1.0,6.0,2.0,11.0,,9.0,,0.0,,23.0,11.0,,,11.0,,45.0,,11.0,,0.0,,1.0,,,,6.0,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,2.0,1.0,,,,1.0,5.0,1.0,,,,3.0,,,2.0,1.0,4.0,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80146,Jordan Ayew,Forward,Leicester City,13,Ghana,2021-22,222.0,,2.8521,0.0,,,95.0,31.0,23.0,110.0,669.0,1.0,,,8.0,90.0,1.0,,2023.0,58.0,179.0,7.0,147.0,550.0,,,24.0707,,12.0,31.0,86.0,,66.0,0.0,401.0,2.0,136.0,132.0,31.0,343.0,24.0,311.0,32.0,0.0,,664.0,382.0,,,205.0,9.0,1265.0,6.0,224.0,,2.0,15.0,31.0,47.0,,2.0,164.0,,,,17.0,38.0,15.0,13.0,26.0,8.0,66.0,15.0,8.0,6.0,2.7515,20.0,26.0,66.0,2.0,5.0,2.0,8.0,60.0,70.0,,20.0,10.0,30.0,2.0,,37.0,66.0,114.0,10.0,12.0,24.0,30.0,34.0,3.0,242.0,9.0,5.0,3.1066,8.0,3.0,1.0,2.0,,,2.0,3.0,3.0,3.0,1.0,1.0,,0.1177,,1.0,1.0,,9.0,,,1.0,,,,
82403,Wilfried Zaha,Forward,Galatasaray,208,Cote d’Ivoire,2021-22,278.0,,5.3777,1.0,,,168.0,33.0,31.0,183.0,909.0,7.0,,,2.0,47.0,10.0,,2761.0,35.0,228.0,8.0,216.0,713.0,,,28.31,,5.0,33.0,354.0,,101.0,6.0,506.0,7.0,209.0,166.0,33.0,502.0,25.0,459.0,12.0,0.0,,897.0,549.0,,,75.0,13.0,1699.0,8.0,238.0,,4.0,15.0,41.0,40.0,,1.0,243.0,,,,20.0,37.0,5.0,2.0,16.0,14.0,109.0,18.0,32.0,17.0,8.5028,51.0,40.0,32.0,24.0,5.0,2.0,14.0,56.0,137.0,1.0,45.0,13.0,28.0,2.0,,77.0,34.0,187.0,13.0,19.0,23.0,20.0,75.0,,271.0,13.0,5.0,9.4996,10.0,1.0,1.0,4.0,,2.0,2.0,14.0,16.0,16.0,11.0,2.0,,,,,,1.0,17.0,,3.0,1.0,3.0,1.0,7.0,5.0
231747,Jean-Philippe Mateta,Forward,Crystal Palace,31,France,2021-22,103.0,,0.5663,0.0,,,69.0,22.0,13.0,74.0,230.0,3.0,,,9.0,82.0,,,1148.0,43.0,64.0,1.0,25.0,156.0,,,8.672,,13.0,14.0,49.0,,7.0,2.0,167.0,2.0,46.0,30.0,22.0,95.0,13.0,85.0,39.0,0.0,,219.0,139.0,,,59.0,,427.0,2.0,63.0,,2.0,5.0,21.0,8.0,,,60.0,,,,4.0,16.0,4.0,12.0,9.0,2.0,49.0,5.0,18.0,1.0,3.9187,32.0,15.0,4.0,13.0,,1.0,2.0,12.0,64.0,,6.0,5.0,8.0,1.0,,7.0,4.0,30.0,5.0,14.0,11.0,4.0,10.0,3.0,76.0,,,5.827,,1.0,,,,,,5.0,12.0,12.0,1.0,2.0,,,,,,,18.0,,3.0,2.0,,,,
54861,Christian Benteke,Forward,Crystal Palace,31,Belgium,2021-22,92.0,,1.0337,0.0,,,101.0,25.0,11.0,106.0,298.0,3.0,,,14.0,143.0,1.0,,1136.0,57.0,113.0,3.0,27.0,184.0,,,16.24,,33.0,20.0,87.0,,16.0,0.0,205.0,1.0,67.0,25.0,25.0,132.0,17.0,62.0,86.0,0.0,,279.0,171.0,,,68.0,8.0,494.0,3.0,60.0,,3.0,5.0,16.0,3.0,,3.0,35.0,,,,1.0,16.0,2.0,5.0,4.0,,42.0,7.0,13.0,2.0,3.5341,32.0,20.0,,10.0,2.0,1.0,,7.0,78.0,,12.0,5.0,4.0,1.0,,4.0,,21.0,5.0,19.0,5.0,2.0,9.0,3.0,76.0,4.0,2.0,4.8914,2.0,1.0,,,,,3.0,4.0,8.0,8.0,2.0,1.0,,,,,,,16.0,,2.0,1.0,3.0,,,
199670,Odsonne Édouard,Forward,Crystal Palace,31,France,2021-22,146.0,,1.6097,0.0,,,107.0,28.0,18.0,109.0,415.0,1.0,,,10.0,83.0,2.0,,1567.0,45.0,90.0,6.0,52.0,302.0,,,19.2177,1.0,18.0,19.0,150.0,,6.0,1.0,236.0,5.0,91.0,62.0,28.0,209.0,13.0,153.0,38.0,0.0,,399.0,253.0,,,60.0,4.0,739.0,1.0,97.0,,4.0,2.0,28.0,16.0,,1.0,101.0,,,,6.0,25.0,,12.0,10.0,,63.0,8.0,18.0,7.0,3.8623,32.0,33.0,7.0,4.0,2.0,1.0,,28.0,90.0,,18.0,6.0,15.0,1.0,,37.0,7.0,64.0,6.0,14.0,12.0,10.0,30.0,5.0,114.0,3.0,2.0,6.383,,3.0,,,,,2.0,6.0,11.0,11.0,3.0,3.0,,,,,,,19.0,,5.0,,3.0,,1.0,1.0
462831,Scott Banks,Forward,Barnsley,37,Scotland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448482,Rob Street,Forward,Lincoln City,83,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
