season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768044,5,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,19.0,26.0,45.0,1.0,4.0,3.0,,1.0,,1.0,,,,3.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,6.7,,,2.0,8.0,,,,7.0,,25.0,27.0,52.0,2,,70.0,2.0,,
2015-16,6768044,5,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,4.0,20.0,10.0,30.0,,,4.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,2.0,,24.0,,,,,,,7.0,,,,,,1.0,,5.0,,25.0,12.0,36.0,0,1.0,39.0,,,
2015-16,6768044,5,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768044,5,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,10.0,6.0,16.0,1.0,,3.0,,,,,,,2.0,4.0,,,,,,,,,,,,71.0,,,,,,,6.0,,,,,1.0,,,1.0,,15.0,8.0,23.0,0,,28.0,1.0,,
2015-16,6768044,5,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,8.0,1.0,9.0,1.0,1.0,1.0,,,,,,,1.0,4.0,1.0,,,2.0,,,,,,,,19.0,,,,,,,6.4,,,,,,,,1.0,,10.0,1.0,11.0,0,,12.0,,,
2015-16,6768044,5,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,True,2.0,,,9.0,2.0,9.0,,,2.0,1.0,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,1.0,,30.0,,,,,,,6.4,,,1.0,,2.0,10.0,,,,19.0,2.0,11.0,1,,28.0,1.0,,1.0
2015-16,6768066,6,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,8.0,6.0,14.0,3.0,1.0,2.0,,1.0,1.0,,,,2.0,6.0,1.0,,,1.0,,,,,1.0,1.0,,81.0,2.0,,,,,,6.7,,,1.0,2.0,,,,,3.0,11.0,7.0,18.0,4,,28.0,,,
2015-16,6768066,6,80,Swansea_City,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,4.0,3.0,7.0,10.0,,,11.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,7.1,1.0,1.0,,,,,,13.0,,9.0,10.0,19.0,0,,30.0,,,
2015-16,6768066,6,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,,9.0,22.0,31.0,,1.0,2.0,,,,,1.0,,,1.0,5.0,,,1.0,,,,,2.0,,,90.0,,4.0,,,,,7.7,,,,9.0,,,,3.0,,13.0,22.0,35.0,0,4.0,54.0,,,
2015-16,6768066,6,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,3.0,12.0,34.0,46.0,2.0,2.0,6.0,,,,1.0,,,2.0,5.0,9.0,,,,,,,,2.0,,,90.0,,2.0,,,,,7.3,,,,3.0,1.0,,,4.0,,13.0,38.0,51.0,0,4.0,75.0,2.0,2.0,1.0
2015-16,6768066,6,80,Swansea_City,Home,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,,8.0,8.0,16.0,2.0,2.0,2.0,,,,2.0,,,3.0,14.0,6.0,,,5.0,,,,,,,,87.0,,,,,,,5.8,,,1.0,1.0,3.0,1.0,,4.0,,18.0,9.0,26.0,1,,41.0,,3.0,1.0
2015-16,6768066,6,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,2.0,11.0,14.0,24.0,,1.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,90.0,,2.0,,,,,6.6,,,,,,1.0,,3.0,,18.0,17.0,34.0,0,,46.0,,,
2015-16,6768066,6,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,False,1.0,,3.0,25.0,27.0,51.0,2.0,2.0,15.0,,,,3.0,,,1.0,7.0,7.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,7.2,,,,3.0,,3.0,,12.0,,40.0,34.0,71.0,0,3.0,106.0,1.0,2.0,
2015-16,6768066,6,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,9.0,23.0,21.0,43.0,,,9.0,,,1.0,,,,2.0,4.0,3.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,7.4,,,1.0,1.0,1.0,4.0,,10.0,,34.0,22.0,52.0,2,2.0,71.0,,,1.0
2015-16,6768066,6,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,,13.0,27.0,40.0,,2.0,4.0,,,,1.0,,,,2.0,7.0,,,1.0,,,,,3.0,,,90.0,,,,,,,7.5,,,1.0,2.0,,,,2.0,,18.0,28.0,46.0,1,5.0,58.0,,,
2015-16,6768066,6,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,1.0,9.0,3.0,12.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,29.0,,,,,,,6.8,,,1.0,1.0,,,,1.0,,9.0,3.0,12.0,1,1.0,15.0,,,
2015-16,6768066,6,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768066,6,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,9.0,2.0,11.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,61.0,,,,,,,6.6,,,1.0,,,1.0,,2.0,,14.0,2.0,15.0,1,,19.0,,,
2015-16,6768066,6,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,9.0,,,,,,,6.6,,,,,,1.0,,,,5.0,1.0,5.0,0,,8.0,1.0,,
2015-16,6768066,6,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,10.0,3.0,11.0,,,8.0,,,1.0,1.0,,,5.0,7.0,8.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,6.8,,,,,4.0,8.0,,1.0,,24.0,3.0,19.0,2,2.0,49.0,1.0,2.0,4.0
2015-16,6768066,6,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,3.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,1.0,2.0,,,,5.0,1.0,4.0,0,,10.0,,2.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,,4.0,1.0,5.0,3.0,,,,,,,,,,4.0,2.0,,1.0,,,,,,,,,45.0,,,,,,,6.3,,,,,2.0,,,,1.0,4.0,2.0,6.0,0,,12.0,2.0,1.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,10.0,3.0,17.0,20.0,,,11.0,,,,,,,,,,,,,,,7.0,,,,,90.0,,,,,,,6.2,1.0,4.0,,,,,,17.0,,8.0,20.0,28.0,0,,47.0,,,
2015-16,6768071,7,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,5.0,20.0,25.0,45.0,2.0,2.0,8.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,1.0,,90.0,,3.0,,,,,6.6,,,,5.0,,,,8.0,1.0,27.0,27.0,54.0,0,,65.0,,,
2015-16,6768071,7,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,,15.0,7.0,22.0,,,1.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,6.6,,,,,,,,,,15.0,7.0,22.0,0,,22.0,,,
2015-16,6768071,7,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,11.0,20.0,31.0,1.0,2.0,1.0,,,,,,,,2.0,4.0,,,1.0,,,,,3.0,,,45.0,,,,,,,7.1,,,,2.0,,1.0,,2.0,,13.0,23.0,35.0,0,2.0,46.0,,,
2015-16,6768071,7,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,18.0,9.0,27.0,2.0,2.0,6.0,,,,1.0,,,3.0,8.0,9.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,,,,,,6.8,,,1.0,,3.0,1.0,,2.0,,23.0,10.0,32.0,2,2.0,53.0,,3.0,2.0
2015-16,6768071,7,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,27.0,12.0,39.0,1.0,1.0,4.0,,,,,,,,2.0,5.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,1.0,,6.8,,,,,,4.0,,5.0,,43.0,12.0,51.0,0,1.0,76.0,1.0,3.0,
2015-16,6768071,7,80,Swansea_City,Away,32821,49539,Kyle Naughton,kyle-naughton,D,False,,,1.0,21.0,16.0,37.0,2.0,2.0,4.0,,,,1.0,,,1.0,4.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,5.7,,,,1.0,,8.0,,5.0,,39.0,23.0,54.0,0,,81.0,,2.0,
2015-16,6768071,7,80,Swansea_City,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,8.0,31.0,28.0,58.0,,1.0,9.0,,,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,80.0,1.0,,,,,,6.9,,,1.0,,,6.0,,12.0,,43.0,33.0,70.0,3,,85.0,2.0,1.0,
2015-16,6768071,7,80,Swansea_City,Away,38393,57145,Federico Fernández,federico-fernandez,D,False,,,1.0,15.0,29.0,44.0,3.0,2.0,4.0,,,,,,,,5.0,4.0,,,3.0,,,,,1.0,,,90.0,,,,,,,6.5,,,,6.0,,,,1.0,1.0,17.0,31.0,48.0,0,2.0,59.0,,,
2015-16,6768071,7,80,Swansea_City,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,,,4.0,35.0,29.0,64.0,,,9.0,,1.0,,,,,1.0,4.0,1.0,,,2.0,,,,,,,,90.0,1.0,,1.0,,,,6.1,,,1.0,1.0,1.0,,,4.0,,38.0,29.0,67.0,2,,75.0,1.0,1.0,
2015-16,6768071,7,80,Swansea_City,Away,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768071,7,80,Swansea_City,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,20.0,11.0,31.0,1.0,1.0,2.0,,,2.0,1.0,,,1.0,5.0,4.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,7.2,,,,,2.0,,,,,28.0,12.0,40.0,3,,53.0,,3.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,43739,52635,Éder,eder,F,True,,,,8.0,5.0,13.0,1.0,,2.0,,,,,,,1.0,6.0,3.0,,,3.0,,,,,1.0,1.0,,45.0,,,,,,,6.7,,,1.0,1.0,2.0,,,,,12.0,5.0,17.0,1,,27.0,,2.0,1.0
2015-16,6768071,7,80,Swansea_City,Away,54686,49195,Jefferson Montero,jefferson-montero,M,True,2.0,,,13.0,5.0,16.0,1.0,,1.0,,,,,,,1.0,6.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,6.0,,,,,4.0,3.0,,,,16.0,5.0,18.0,0,,29.0,,2.0,
2015-16,6768092,8,80,Swansea_City,Home,636,11829,Wayne Routledge,wayne-routledge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,2.0,14.0,7.0,21.0,,4.0,,,1.0,1.0,,,,3.0,5.0,7.0,,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,6.5,,,3.0,1.0,2.0,,,2.0,,20.0,9.0,29.0,4,,44.0,1.0,2.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,9.0,5.0,10.0,15.0,,1.0,13.0,,,,,,,,1.0,2.0,1.0,,1.0,,,3.0,,,,,90.0,,,,,,,7.2,4.0,9.0,,,,,,20.0,,14.0,12.0,26.0,0,,48.0,1.0,1.0,
2015-16,6768092,8,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,8.0,26.0,34.0,1.0,2.0,5.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,7.0,,,,10.0,1.0,,,8.0,1.0,10.0,29.0,39.0,0,1.0,56.0,,,1.0
2015-16,6768092,8,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,6.6,,,,,,,,,,3.0,1.0,4.0,0,,5.0,,,
2015-16,6768092,8,80,Swansea_City,Home,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,1.0,,2.0,18.0,10.0,27.0,3.0,4.0,6.0,,,,1.0,,,,5.0,16.0,,,1.0,,1.0,,,1.0,1.0,,90.0,1.0,1.0,,,,,7.9,,,,,1.0,1.0,,4.0,,26.0,11.0,36.0,1,3.0,55.0,2.0,8.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,False,,,6.0,20.0,27.0,47.0,1.0,1.0,6.0,,,,1.0,,,,3.0,3.0,,,,,,,,3.0,,,90.0,,,,,,,6.6,,,,3.0,1.0,3.0,,13.0,,35.0,32.0,64.0,0,2.0,88.0,,,
2015-16,6768092,8,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,4.0,23.0,12.0,34.0,,1.0,5.0,,,,1.0,,,,1.0,5.0,,,,,,,,4.0,1.0,,90.0,,,,,,,7.2,,,,2.0,1.0,2.0,,5.0,,24.0,15.0,37.0,0,2.0,57.0,,1.0,1.0
2015-16,6768092,8,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,7.0,14.0,18.0,32.0,,2.0,7.0,,,,2.0,,,1.0,4.0,4.0,,,1.0,,,,,5.0,1.0,,86.0,,,,,,,7.0,,,1.0,1.0,,5.0,,11.0,,26.0,20.0,41.0,1,2.0,59.0,1.0,,
2015-16,6768092,8,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,3.0,3.0,28.0,31.0,,1.0,6.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,1.0,2.0,,,90.0,1.0,2.0,,,,,6.6,,,,2.0,,1.0,,6.0,,7.0,33.0,39.0,1,2.0,53.0,,2.0,
2015-16,6768092,8,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,1.0,,6.0,12.0,21.0,32.0,,1.0,4.0,,,2.0,1.0,,,,1.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,7.4,,,,2.0,,3.0,,7.0,,17.0,23.0,37.0,2,5.0,52.0,2.0,,
2015-16,6768092,8,80,Swansea_City,Home,39068,55313,Franck Tabanou,franck-tabanou,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,12.0,9.0,21.0,,,5.0,1.0,,,1.0,,,2.0,3.0,,,,,,,,,2.0,1.0,,75.0,,,,,,,6.4,,,1.0,,,2.0,,2.0,,16.0,9.0,23.0,1,,33.0,1.0,,
2015-16,6768092,8,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768092,8,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,2.0,,,10.0,3.0,11.0,,,5.0,,,1.0,2.0,,,,10.0,8.0,,,2.0,1.0,,,,,2.0,,90.0,,,,,,,6.4,,,,,10.0,3.0,,3.0,,19.0,6.0,22.0,1,1.0,48.0,5.0,3.0,4.0
2015-16,6768092,8,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,True,,,1.0,4.0,2.0,6.0,,1.0,2.0,,,,2.0,,,2.0,4.0,1.0,,,,,,,,1.0,1.0,,15.0,,,,,,,6.4,,,,,,,,1.0,,5.0,2.0,7.0,0,,12.0,,1.0,
2015-16,6768104,9,80,Swansea_City,Home,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,,,1.0,15.0,6.0,21.0,2.0,,2.0,,,1.0,,,,1.0,5.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,7.1,,,2.0,1.0,3.0,,,1.0,1.0,18.0,6.0,24.0,4,1.0,39.0,2.0,2.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,5.0,2.0,16.0,18.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,6.4,,1.0,,2.0,,,,8.0,,5.0,16.0,21.0,0,,29.0,,,
2015-16,6768104,9,80,Swansea_City,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,4.0,41.0,40.0,81.0,1.0,1.0,4.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,3.0,,,90.0,,1.0,,1.0,,,6.6,,,,5.0,,,,5.0,,43.0,40.0,83.0,0,2.0,97.0,1.0,,
2015-16,6768104,9,80,Swansea_City,Home,20538,15114,Leon Britton,leon-britton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,23.0,23.0,46.0,,1.0,5.0,,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,2.0,4.0,,59.0,,,,,,,7.1,,,,,1.0,1.0,,5.0,,30.0,25.0,54.0,0,1.0,61.0,,1.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,27035,45124,André Ayew,andre-ayew,F,False,,,1.0,13.0,11.0,24.0,1.0,,3.0,,,,1.0,,,,5.0,3.0,,,,,,,,,1.0,,80.0,,,,,,,6.3,,,,,3.0,1.0,,1.0,,18.0,11.0,28.0,0,1.0,36.0,,2.0,
2015-16,6768104,9,80,Swansea_City,Home,27463,42996,Àngel Rangel,angel-rangel,D,False,,,4.0,21.0,32.0,53.0,3.0,1.0,8.0,,,,,,,3.0,6.0,3.0,,,,,,,,3.0,,,90.0,,,,,,,6.8,,,,4.0,,1.0,,7.0,,26.0,33.0,58.0,0,2.0,92.0,3.0,,
2015-16,6768104,9,80,Swansea_City,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,1.0,28.0,12.0,39.0,,1.0,5.0,,,,,,,,1.0,3.0,,,,,,,,,,,90.0,,,,,,,6.6,,,1.0,1.0,1.0,5.0,,1.0,,39.0,12.0,46.0,1,1.0,71.0,,1.0,
2015-16,6768104,9,80,Swansea_City,Home,32821,49539,Kyle Naughton,kyle-naughton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,3.0,30.0,24.0,54.0,,,7.0,,,1.0,1.0,,,1.0,5.0,4.0,,,,,,,1.0,1.0,,,90.0,1.0,,,,,,7.4,,,4.0,1.0,6.0,2.0,,4.0,,37.0,24.0,59.0,6,1.0,81.0,1.0,,3.0
2015-16,6768104,9,80,Swansea_City,Home,38393,57145,Federico Fernández,federico-fernandez,D,False,,,,30.0,44.0,74.0,1.0,6.0,6.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,,,,90.0,,,,,,,6.8,,,,4.0,1.0,,,2.0,,41.0,44.0,85.0,0,1.0,95.0,,3.0,1.0
2015-16,6768104,9,80,Swansea_City,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,1.0,24.0,10.0,34.0,,2.0,2.0,,,,1.0,,,1.0,2.0,5.0,,,,,,,,,3.0,,31.0,,,,,,,7.3,,,1.0,2.0,1.0,,,2.0,,27.0,10.0,37.0,1,2.0,45.0,,,1.0
2015-16,6768104,9,80,Swansea_City,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768104,9,80,Swansea_City,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,,,,17.0,1.0,18.0,1.0,,1.0,,,,,,,2.0,4.0,,,,,,,,,,,,31.0,,,,,,,6.3,,,1.0,,1.0,1.0,,,,19.0,1.0,19.0,1,,26.0,,,
2015-16,6768104,9,80,Swansea_City,Home,43739,52635,Éder,eder,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,2.0,4.0,,,1.0,,,,,,,,10.0,,,,,,,7.1,,,1.0,,3.0,,,,,2.0,,2.0,1,,10.0,,1.0,3.0
2015-16,6768104,9,80,Swansea_City,Home,54686,49195,Jefferson Montero,jefferson-montero,M,False,1.0,,,14.0,4.0,17.0,,,6.0,,,,,,,,7.0,9.0,,,1.0,,,,,,2.0,,90.0,,,,,,,6.8,,,,1.0,11.0,11.0,,,,28.0,4.0,21.0,0,3.0,51.0,2.0,1.0,5.0
2015-16,6768104,9,80,Swansea_City,Home,209098,111787,Modou Barrow,modou-barrow,M,False,,,1.0,2.0,7.0,9.0,2.0,,6.0,,,,,,,2.0,8.0,7.0,,,,,,,,1.0,,,59.0,,,,,,,6.5,,,,,5.0,1.0,,2.0,,5.0,7.0,11.0,0,3.0,32.0,1.0,3.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,3530,37998,Bafetimbi Gomis,bafetimbi-gomis,F,False,1.0,,,14.0,4.0,17.0,4.0,3.0,2.0,2.0,,,3.0,,,1.0,8.0,6.0,,,,,,,,,3.0,,89.0,,,,,,,7.1,,,1.0,,1.0,2.0,,1.0,3.0,21.0,6.0,25.0,1,,36.0,4.0,2.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,16.0,10.0,8.0,18.0,,,13.0,,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,1.0,6.6,,2.0,,1.0,,,,30.0,,21.0,11.0,32.0,0,,45.0,,,
2015-16,6768098,10,80,Swansea_City,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,2.0,8.0,18.0,26.0,1.0,,6.0,,,,,,,,1.0,2.0,,,,,,,,4.0,,,90.0,,1.0,,,,,6.9,,,,5.0,,,,7.0,,14.0,22.0,36.0,0,2.0,48.0,,,
2015-16,6768098,10,80,Swansea_City,Away,20538,15114,Leon Britton,leon-britton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,1.0,2.0,3.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,6.3,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,6.0,,,
2015-16,6768098,10,80,Swansea_City,Away,22596,61760,Kristoffer Nordfeldt,kristoffer-nordfeldt,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,27035,45124,André Ayew,andre-ayew,F,False,,,,15.0,13.0,28.0,5.0,2.0,6.0,,1.0,,1.0,,,3.0,12.0,6.0,,,1.0,,1.0,,,,,,90.0,3.0,,,,,,6.7,,,,1.0,3.0,,,,1.0,23.0,17.0,40.0,3,2.0,62.0,2.0,1.0,1.0
2015-16,6768098,10,80,Swansea_City,Away,27463,42996,Àngel Rangel,angel-rangel,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768098,10,80,Swansea_City,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,,10.0,14.0,24.0,1.0,2.0,5.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,6.7,,,,3.0,1.0,,,3.0,,16.0,16.0,32.0,0,2.0,54.0,1.0,1.0,1.0
