season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576142,12,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576142,12,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,2.0,2.0,8.0,10.0,1.0,,1.0,,,,,,,2.0,4.0,,,1.0,,,,,,3.0,,,90.0,,1.0,,,,,,7.0,,6.9,,,,,2.0,,,,4.0,,4.0,13.0,17.0,0,4.0,29.0,,,,1.0
2021-22,9576142,12,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576071,13,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,3.0,,3.0,39.0,23.0,59.0,,1.0,12.0,,,,2.0,,2.0,5.0,10.0,,,,,,,,,2.0,2.0,,90.0,,,,,,,,24.0,,7.2,,,,,1.0,5.0,3.0,,7.0,,53.0,25.0,75.0,0,4.0,109.0,2.0,1.0,4.0,3.0
2021-22,9576071,13,11,Everton,Away,96538,101188,Lucas Digne,lucas-digne,D,False,1.0,,1.0,44.0,15.0,58.0,1.0,5.0,9.0,1.0,,1.0,1.0,,1.0,6.0,13.0,,,1.0,,,,,,1.0,3.0,,90.0,,,,,,,,23.0,,7.6,,,1.0,,2.0,4.0,8.0,,2.0,,57.0,20.0,69.0,2,4.0,108.0,1.0,2.0,2.0,4.0
2021-22,9576071,13,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,24.0,24.0,48.0,1.0,6.0,7.0,,,1.0,1.0,,,2.0,7.0,,,,,,,,,1.0,,,90.0,,,,,,,,10.0,,6.9,,,,,6.0,1.0,,,10.0,,32.0,26.0,58.0,1,,69.0,,,1.0,
2021-22,9576071,13,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576071,13,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576071,13,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,13.0,24.0,37.0,2.0,4.0,7.0,,,,1.0,,,5.0,7.0,,,2.0,,,,,,,,,90.0,,,,,,,,10.0,,6.8,,,,,7.0,1.0,,,1.0,,17.0,30.0,47.0,0,2.0,61.0,,,1.0,2.0
2021-22,9576071,13,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,6.0,10.0,16.0,,3.0,7.0,,,,,,2.0,3.0,5.0,1.0,,1.0,,,,,,,,,90.0,,,,,,,,28.0,,5.3,,,,,1.0,1.0,1.0,,8.0,,18.0,12.0,29.0,0,2.0,54.0,5.0,,,1.0
2021-22,9576367,14,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,False,,,2.0,7.0,14.0,21.0,,,12.0,,,,1.0,,1.0,3.0,3.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,17.0,,6.0,,,,,1.0,2.0,2.0,,6.0,,16.0,18.0,32.0,0,1.0,55.0,,1.0,1.0,1.0
2021-22,9576367,14,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,8.0,11.0,19.0,,1.0,10.0,,,,,,,,5.0,,,,,,,,,4.0,2.0,,90.0,,1.0,,,,,,14.0,,6.9,,,,,4.0,1.0,,,13.0,,17.0,16.0,33.0,0,2.0,48.0,,1.0,1.0,2.0
2021-22,9576367,14,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576367,14,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,3.0,5.0,8.0,1.0,2.0,2.0,,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,6.3,,,,,5.0,,,,2.0,,8.0,6.0,14.0,0,,29.0,1.0,1.0,,
2021-22,9576367,14,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,,8.0,11.0,18.0,1.0,,3.0,,,,1.0,,,2.0,2.0,,,,,,,,,2.0,,,90.0,,2.0,,,,,,11.0,,7.0,,,,,5.0,,1.0,,4.0,,10.0,17.0,26.0,0,2.0,55.0,1.0,,,2.0
2021-22,9576078,15,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,21.0,16.0,37.0,1.0,2.0,7.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,6.8,,,1.0,,2.0,1.0,,,13.0,,31.0,20.0,51.0,1,,58.0,,,1.0,
2021-22,9576078,15,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,,3.0,15.0,18.0,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,31.0,,,,,,,,1.0,,6.6,,,,,,,,,1.0,,3.0,16.0,19.0,0,,21.0,,,,
2021-22,9576078,15,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,1.0,,,3.0,3.0,5.0,1.0,2.0,,,,,,,,5.0,3.0,,,3.0,,,,,,2.0,,,90.0,,,,,,,,17.0,,6.4,,,,,,1.0,1.0,,1.0,,10.0,6.0,15.0,0,1.0,37.0,2.0,,,
2021-22,9576078,15,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,1.0,3.0,15.0,18.0,1.0,9.0,4.0,,,,1.0,,,3.0,10.0,,,,,,,,,1.0,,,59.0,,1.0,,,,,,12.0,,6.8,,,,,4.0,1.0,,,2.0,,7.0,21.0,28.0,0,,40.0,1.0,2.0,,
2021-22,9576078,15,11,Everton,Home,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,,10.0,8.0,18.0,1.0,3.0,8.0,,,,1.0,,1.0,4.0,8.0,1.0,,1.0,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.0,,,,,7.0,,1.0,,3.0,,15.0,10.0,24.0,0,3.0,64.0,2.0,2.0,,
2021-22,9576405,16,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,4.0,15.0,15.0,30.0,4.0,4.0,,,,,2.0,,,6.0,5.0,,,,,,,,,,,,90.0,,1.0,,,,,,9.0,,6.2,,,,,4.0,,,,10.0,,24.0,15.0,39.0,0,1.0,46.0,,,,
2021-22,9576405,16,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576405,16,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,1.0,,,14.0,8.0,21.0,2.0,,6.0,,,1.0,1.0,,1.0,4.0,8.0,,,,,,,,,,1.0,,90.0,,3.0,,,,,,12.0,,7.1,,,,,3.0,3.0,3.0,,4.0,,20.0,12.0,29.0,1,5.0,57.0,,,3.0,5.0
2021-22,9576405,16,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,5.0,10.0,23.0,33.0,2.0,1.0,7.0,,,,1.0,,,5.0,6.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,15.0,,6.6,,,,,5.0,,,,16.0,,21.0,27.0,48.0,0,4.0,64.0,,1.0,,2.0
2021-22,9576405,16,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,6.0,9.0,15.0,1.0,4.0,5.0,,,,,,,2.0,7.0,,,1.0,,,,,,3.0,,,90.0,,2.0,,,,,,4.0,,7.5,,,,,5.0,,,,7.0,1.0,9.0,10.0,19.0,0,3.0,33.0,,,,2.0
2021-22,9576237,17,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,2.0,1.0,3.0,,,2.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,20.0,,,,,,,,6.0,,6.5,,,,,,3.0,,,,,3.0,3.0,6.0,0,,12.0,1.0,,2.0,
2021-22,9576237,17,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,1.0,,2.0,4.0,7.0,10.0,,,5.0,,,,,,,,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,6.0,,6.8,,,1.0,,2.0,,2.0,,5.0,,7.0,9.0,14.0,1,1.0,25.0,1.0,1.0,,
2021-22,9576237,17,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,7.0,3.0,10.0,1.0,1.0,3.0,,,,2.0,,,4.0,1.0,,,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,6.0,,6.3,,,,,1.0,,,,2.0,,11.0,3.0,14.0,1,,25.0,,,,
2021-22,9576237,17,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,3.0,3.0,,1.0,2.0,,,,,,2.0,,,90.0,,,,,,,,10.0,,6.3,,,,,4.0,,,,1.0,,2.0,5.0,7.0,0,,22.0,,,,
2021-22,9576237,17,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,False,,,1.0,3.0,4.0,7.0,,1.0,12.0,,,,,,1.0,2.0,4.0,,,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,12.0,,7.3,,,,,3.0,,,,6.0,,8.0,9.0,17.0,1,2.0,30.0,1.0,1.0,,1.0
2021-22,10196711,18,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,1.0,6.0,15.0,21.0,,1.0,10.0,,,,,,,2.0,8.0,,,1.0,,,,,,2.0,1.0,1.0,90.0,,,,,,,,14.0,,7.4,,,,,1.0,3.0,,,2.0,,12.0,16.0,28.0,0,4.0,57.0,2.0,1.0,2.0,3.0
2021-22,10196711,18,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,1.0,,2.0,7.0,40.0,46.0,2.0,3.0,4.0,,,,,,1.0,4.0,8.0,,,1.0,,,,,,1.0,,,90.0,1.0,1.0,,,,,,14.0,,7.1,,,,,3.0,,1.0,,6.0,,15.0,44.0,58.0,1,3.0,72.0,,2.0,,2.0
2021-22,10196711,18,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,1.0,6.0,22.0,28.0,2.0,2.0,4.0,,,,1.0,,,3.0,4.0,,,,,,,,,,,,90.0,,,,,,,,5.0,,6.6,,,,,5.0,,,,2.0,,9.0,24.0,33.0,0,1.0,42.0,,1.0,,1.0
2021-22,10196711,18,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196711,18,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,2.0,13.0,5.0,17.0,,3.0,6.0,,,,1.0,,1.0,3.0,3.0,,,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,13.0,,6.8,,,,,2.0,,2.0,,5.0,,18.0,10.0,26.0,0,,51.0,,,,
2021-22,10196719,19,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196719,19,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,,,1.0,17.0,6.0,23.0,2.0,2.0,5.0,,,1.0,1.0,,,4.0,5.0,,,,,,,,1.0,2.0,1.0,,90.0,,,,,,,,18.0,,6.5,,,,,4.0,1.0,3.0,,4.0,,28.0,8.0,33.0,1,3.0,64.0,2.0,,,2.0
2021-22,10196719,19,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,5.0,8.0,13.0,2.0,1.0,3.0,,,,,,,2.0,5.0,1.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,12.0,,6.1,,,,,5.0,1.0,,,7.0,,10.0,14.0,24.0,0,3.0,36.0,1.0,,1.0,2.0
2021-22,10196719,19,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,3.0,7.0,6.0,13.0,3.0,5.0,3.0,,,,,,1.0,6.0,6.0,,,2.0,,,,,,1.0,,,87.0,,,,,,,,23.0,,6.0,,,,,6.0,,,,11.0,,20.0,15.0,35.0,0,,45.0,,1.0,,
2021-22,10196719,19,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,2.0,,1.0,18.0,5.0,21.0,1.0,,9.0,,,,2.0,,1.0,7.0,5.0,,,3.0,,,,,,,1.0,,90.0,,1.0,,,,,1.0,24.0,,6.6,,,,,2.0,2.0,5.0,,5.0,,30.0,8.0,33.0,0,2.0,69.0,2.0,2.0,1.0,1.0
2021-22,10196719,19,11,Everton,Away,979563,480455,Jarrad Branthwaite,jarrad-branthwaite,D,False,,,2.0,7.0,4.0,11.0,2.0,3.0,4.0,,,,,,,3.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,,3.0,,6.4,,,1.0,,8.0,,,,4.0,,9.0,5.0,14.0,1,,25.0,,1.0,,
2021-22,10196719,19,11,Everton,Away,1101370,474907,Reece Welch,reece-welch,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144888,20,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,3.0,10.0,4.0,13.0,1.0,2.0,11.0,,,1.0,,,1.0,3.0,4.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,15.0,,7.1,,,,,3.0,2.0,1.0,,9.0,,18.0,6.0,23.0,1,1.0,42.0,1.0,,1.0,
2021-22,10144888,20,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,4.0,12.0,14.0,26.0,6.0,9.0,1.0,,,,,,,6.0,10.0,,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,7.3,,,,,7.0,,,,7.0,,20.0,15.0,35.0,0,1.0,46.0,,1.0,,1.0
2021-22,10144888,20,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,2.0,11.0,9.0,20.0,4.0,1.0,5.0,,,,1.0,,1.0,6.0,2.0,,,,,,,,,,,,90.0,1.0,1.0,,,,,,13.0,,6.9,,,,,3.0,,1.0,,4.0,,15.0,12.0,26.0,1,1.0,54.0,3.0,,,
2021-22,10144888,20,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,3.0,4.0,13.0,17.0,1.0,1.0,6.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,10.0,,7.0,,,,,6.0,,,,9.0,,12.0,14.0,26.0,0,,40.0,,,,
2021-22,10144888,20,11,Everton,Home,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144888,20,11,Everton,Home,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,False,,,2.0,19.0,11.0,30.0,2.0,1.0,7.0,,,,,,2.0,5.0,7.0,,,,,,,,,1.0,,,90.0,,,,,,,,19.0,,6.5,,,1.0,,1.0,4.0,3.0,,6.0,,31.0,13.0,41.0,1,3.0,68.0,1.0,,3.0,2.0
2021-22,9576446,21,11,Everton,Home,96538,101188,Lucas Digne,lucas-digne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,7.0,11.0,23.0,34.0,2.0,3.0,11.0,,,,,,1.0,3.0,7.0,,,,,,,,,,,,90.0,,,,,,,,16.0,,6.5,,,1.0,,2.0,,,,14.0,,22.0,27.0,49.0,1,3.0,59.0,,1.0,,
2021-22,9576446,21,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576446,21,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,3.0,,2.0,17.0,10.0,24.0,2.0,1.0,6.0,,,,,,,4.0,4.0,,,1.0,1.0,,,,,2.0,2.0,,76.0,,,,,,,,12.0,,6.8,,,,,3.0,1.0,5.0,,3.0,,24.0,12.0,31.0,0,3.0,57.0,2.0,,,2.0
2021-22,9576446,21,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,1.0,,,22.0,17.0,38.0,1.0,1.0,7.0,,,,3.0,,1.0,5.0,6.0,,,,,,,,,,2.0,,90.0,,1.0,,,,,,7.0,,6.4,,,,,1.0,1.0,1.0,,3.0,,23.0,21.0,43.0,0,2.0,60.0,,2.0,1.0,2.0
2021-22,9576446,21,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,5.0,10.0,25.0,35.0,1.0,6.0,5.0,,,,,,,2.0,10.0,,,1.0,,,,,,2.0,,1.0,90.0,,1.0,,,,,,22.0,,6.8,,,,,1.0,1.0,,,11.0,,20.0,33.0,53.0,0,1.0,69.0,,2.0,1.0,1.0
2021-22,9576350,22,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,1.0,12.0,10.0,21.0,,,5.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,,1.0,1.0,,54.0,,,,,,,,9.0,,6.3,,,,,1.0,1.0,2.0,,3.0,,17.0,11.0,26.0,0,1.0,40.0,,,,1.0
2021-22,9576350,22,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,9.0,44.0,53.0,2.0,1.0,1.0,,,,,,,6.0,4.0,,,4.0,,,,,,3.0,,,90.0,,1.0,1.0,,,,,12.0,,6.6,,,1.0,,1.0,,,,10.0,,15.0,48.0,63.0,1,3.0,77.0,2.0,,,3.0
2021-22,9576350,22,11,Everton,Away,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576350,22,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,True,,,1.0,10.0,16.0,26.0,3.0,,4.0,,,,,,,3.0,,,,,,,,,,,,,36.0,,1.0,,,,,,8.0,,6.6,,,,,1.0,,,,4.0,,16.0,16.0,32.0,0,,37.0,1.0,,,
2021-22,9576350,22,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576350,22,11,Everton,Away,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,2.0,16.0,26.0,42.0,1.0,1.0,5.0,,,,,,,4.0,6.0,,,3.0,,,,,,,2.0,,90.0,1.0,,,,,,,13.0,,7.2,,,,,6.0,1.0,1.0,,3.0,,23.0,31.0,53.0,1,4.0,74.0,1.0,,1.0,4.0
2021-22,9576350,22,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576350,22,11,Everton,Away,876643,224967,Vitaliy Mykolenko,vitaliy-mykolenko,D,False,1.0,,,20.0,20.0,39.0,3.0,1.0,10.0,,,,,,,5.0,4.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,13.0,,6.7,,,,,3.0,1.0,5.0,,4.0,,28.0,24.0,47.0,0,2.0,73.0,,1.0,,1.0
2021-22,9576350,22,11,Everton,Away,1020141,243571,Nathan Patterson,nathan-patterson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576324,23,11,Everton,Home,76632,59949,Séamus Coleman,seamus-coleman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576324,23,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576324,23,11,Everton,Home,326343,160987,Jean-Philippe Gbamin,jean-philippe-gbamin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576324,23,11,Everton,Home,360396,164511,Yerry Mina,yerry-mina,D,False,,,5.0,16.0,26.0,42.0,3.0,4.0,10.0,,,,2.0,,,6.0,8.0,,,1.0,,,,,,,,,90.0,,,,,,,,7.0,,6.8,,,2.0,,2.0,,1.0,,7.0,,20.0,29.0,48.0,2,3.0,60.0,,1.0,,3.0
2021-22,9576324,23,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,,,2.0,15.0,13.0,28.0,2.0,1.0,6.0,,,,,,,3.0,1.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,24.0,,6.4,,,,,1.0,,,,8.0,,28.0,17.0,45.0,0,,68.0,,,,
2021-22,9576324,23,11,Everton,Home,754698,198826,Ben Godfrey,ben-godfrey,D,False,,,,8.0,9.0,17.0,3.0,4.0,3.0,,,,1.0,,,6.0,6.0,,,1.0,,,,,,,,,90.0,1.0,1.0,,,,,,6.0,,6.7,,,1.0,,2.0,1.0,,,,,10.0,10.0,20.0,2,1.0,44.0,2.0,1.0,,1.0
2021-22,9576324,23,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,2.0,4.0,27.0,31.0,4.0,3.0,6.0,,,,2.0,,1.0,7.0,6.0,,,,,,,,,3.0,,,90.0,,,,,,,,18.0,,6.3,,,,,,,,,10.0,,15.0,32.0,47.0,0,1.0,56.0,,2.0,,1.0
2021-22,9576323,24,11,Everton,Away,76632,59949,Séamus Coleman,seamus-coleman,D,False,1.0,,2.0,16.0,13.0,28.0,1.0,1.0,5.0,,,,1.0,,1.0,3.0,9.0,,,,,,,,,1.0,2.0,,90.0,,2.0,,,,,,7.0,,7.5,,,,,2.0,4.0,2.0,,3.0,,22.0,13.0,33.0,0,3.0,60.0,,1.0,4.0,3.0
2021-22,9576323,24,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,,6.0,36.0,42.0,11.0,4.0,6.0,,,,1.0,,,12.0,6.0,,,,,,,,,,,,90.0,,,,,,,,11.0,,6.0,,,,,3.0,,,,5.0,,10.0,43.0,53.0,0,2.0,60.0,,,,1.0
2021-22,9576323,24,11,Everton,Away,360396,164511,Yerry Mina,yerry-mina,D,False,,,,6.0,13.0,19.0,2.0,3.0,2.0,,,,,,,4.0,4.0,,,2.0,,,,,,,,,35.0,,,,,,,,4.0,,6.6,,,1.0,,,,,,2.0,,8.0,15.0,23.0,1,,26.0,,1.0,,
2021-22,9576323,24,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576323,24,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,,,2.0,10.0,17.0,27.0,3.0,2.0,6.0,,1.0,,3.0,,1.0,8.0,3.0,,,1.0,,,,,,,,,90.0,1.0,,1.0,,,,,17.0,,5.5,,,,,1.0,,,,6.0,,18.0,22.0,40.0,1,1.0,49.0,,,,1.0
