season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827899,2,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,3.0,31.0,14.0,45.0,1.0,1.0,4.0,,,,,,,,3.0,5.0,,,2.0,,,,,3.0,,,90.0,,,,,,,3.0,,7.1,,,,,1.0,,,,3.0,,33.0,14.0,47.0,0,3.0,59.0,1.0,1.0,,1.0
2018-19,7827899,2,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,1.0,1.0,3.0,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,30.0,,,,,,,1.0,,6.7,,,,,1.0,,,,1.0,,1.0,3.0,4.0,0,,7.0,,,,
2018-19,7827899,2,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,1.0,19.0,14.0,33.0,4.0,2.0,4.0,,,,1.0,,,1.0,11.0,9.0,,,2.0,,,,,,,,82.0,,,,,,,16.0,,6.5,,,1.0,,1.0,9.0,1.0,,2.0,,24.0,15.0,38.0,1,2.0,61.0,4.0,,5.0,
2018-19,7827899,2,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,1.0,18.0,5.0,23.0,2.0,1.0,3.0,,,,,,,1.0,4.0,11.0,,,1.0,,1.0,,,,,,82.0,1.0,,,,,,10.0,,7.9,,,,,,3.0,2.0,,1.0,,22.0,7.0,27.0,1,3.0,46.0,3.0,4.0,3.0,3.0
2018-19,7827899,2,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,2.0,27.0,12.0,39.0,4.0,2.0,6.0,,,1.0,1.0,,,1.0,8.0,8.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,10.0,,7.3,,,1.0,,4.0,2.0,,,3.0,,32.0,15.0,47.0,2,3.0,69.0,1.0,1.0,2.0,3.0
2018-19,7827912,3,13,Leicester_City,Away,30127,46483,Adrien Silva,adrien-silva,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827912,3,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,6.0,2.0,8.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,23.0,,,,,,,3.0,,6.8,,,,,,,1.0,,2.0,,9.0,2.0,10.0,0,,13.0,,,,
2018-19,7827912,3,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,1.0,22.0,22.0,44.0,1.0,,,,,,,,,2.0,4.0,3.0,,,1.0,,,,,,,,90.0,,1.0,,,,,6.0,,6.5,,,,,1.0,,,,1.0,,23.0,24.0,47.0,0,1.0,56.0,1.0,2.0,,
2018-19,7827912,3,13,Leicester_City,Away,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,,,,5.0,1.0,6.0,,1.0,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,,12.0,,,,,,,4.0,,6.8,,,,,1.0,,2.0,,,,9.0,1.0,8.0,0,,12.0,,1.0,,
2018-19,7827912,3,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,4.0,14.0,29.0,43.0,1.0,2.0,7.0,,,,2.0,,,,4.0,2.0,,,,,,,,4.0,,,90.0,1.0,,,,,,11.0,,6.8,,,,,7.0,1.0,,,7.0,,17.0,33.0,50.0,1,,71.0,,,,
2018-19,7827912,3,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,,13.0,8.0,21.0,2.0,,1.0,,,,,,,1.0,4.0,,,,1.0,,1.0,,,,1.0,,88.0,1.0,,,,,,9.0,,7.0,,,1.0,,2.0,,,,2.0,,17.0,8.0,25.0,2,,38.0,4.0,,,
2018-19,7827912,3,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,,24.0,14.0,37.0,2.0,,1.0,,,,2.0,,,2.0,6.0,5.0,,,,,,,,,1.0,,78.0,,,,,,,13.0,,6.5,,,,,1.0,,4.0,,,,33.0,14.0,43.0,0,2.0,57.0,2.0,3.0,,
2018-19,7827912,3,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,5.0,18.0,17.0,35.0,1.0,3.0,5.0,,,,1.0,,,1.0,5.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,14.0,,7.0,,,2.0,,1.0,,1.0,,8.0,,24.0,22.0,45.0,2,4.0,66.0,2.0,1.0,,
2018-19,7827919,4,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827919,4,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,,,2.0,16.0,2.0,18.0,2.0,,5.0,1.0,,,1.0,,,1.0,5.0,3.0,,,,,,,,,3.0,,61.0,,,,,,,14.0,,6.7,,,1.0,,2.0,2.0,1.0,,5.0,,25.0,2.0,26.0,1,2.0,40.0,2.0,,1.0,1.0
2018-19,7827919,4,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,24.0,31.0,55.0,,1.0,6.0,,,,,,,,3.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,9.0,,7.0,,,,,1.0,2.0,,,2.0,,30.0,31.0,61.0,0,2.0,74.0,2.0,4.0,1.0,2.0
2018-19,7827919,4,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,2.0,,1.0,25.0,15.0,38.0,,1.0,7.0,,,,1.0,,,5.0,8.0,6.0,,,1.0,,1.0,,,,2.0,,90.0,1.0,,,,,,15.0,,7.0,,,,,,3.0,4.0,,2.0,,32.0,16.0,44.0,1,2.0,63.0,1.0,1.0,2.0,1.0
2018-19,7827919,4,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,3.0,1.0,4.0,1.0,1.0,,,,,,,,,1.0,3.0,,,,,,,,,,,7.0,,,,,,,5.0,,6.8,,,,,,,1.0,,,,4.0,2.0,5.0,0,2.0,14.0,1.0,,,2.0
2018-19,7827919,4,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,,8.0,5.0,13.0,,1.0,4.0,,,,,,,,,3.0,,,,,,,,,1.0,,76.0,1.0,,,,,,6.0,,6.9,,,1.0,,,,,,,1.0,10.0,5.0,15.0,2,1.0,26.0,4.0,1.0,,
2018-19,7827919,4,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,1.0,30.0,9.0,39.0,3.0,1.0,2.0,1.0,,3.0,,,,1.0,5.0,4.0,,,1.0,1.0,,,,,3.0,,83.0,1.0,,,,,,13.0,,7.2,,,1.0,,,1.0,2.0,,2.0,,38.0,9.0,45.0,5,,60.0,2.0,2.0,1.0,
2018-19,7827919,4,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,5.0,29.0,22.0,51.0,2.0,3.0,12.0,,,1.0,,,,1.0,6.0,8.0,,,2.0,,,,,,,,90.0,1.0,,,,,,15.0,,7.1,,,,,1.0,2.0,,,7.0,,37.0,24.0,61.0,2,4.0,77.0,3.0,,1.0,4.0
2018-19,7827938,5,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827938,5,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,1.0,6.0,1.0,7.0,,,5.0,,,,,,,,,,,,,,1.0,,,,,,29.0,1.0,,,,,,7.0,,7.0,,,,,,,2.0,,3.0,,10.0,3.0,11.0,1,,17.0,,,,
2018-19,7827938,5,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,4.0,27.0,15.0,42.0,2.0,1.0,7.0,,,,1.0,,,,4.0,2.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,8.0,,6.5,,,,,,,,,5.0,,31.0,16.0,47.0,0,1.0,58.0,2.0,,,1.0
2018-19,7827938,5,13,Leicester_City,Away,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,1.0,,1.0,13.0,3.0,15.0,,1.0,2.0,1.0,,1.0,,,,2.0,3.0,4.0,,,1.0,,,,,,2.0,,61.0,,,,,,,13.0,,6.5,,,,,,2.0,3.0,,1.0,,22.0,3.0,22.0,1,1.0,35.0,1.0,,2.0,
2018-19,7827938,5,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827938,5,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,,12.0,7.0,19.0,,,1.0,,,,1.0,,,1.0,4.0,1.0,,,2.0,,,,,,,,61.0,,,,,,,9.0,,5.9,,,,,,,,,1.0,,14.0,9.0,23.0,0,1.0,30.0,2.0,,,
2018-19,7827938,5,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,5.0,31.0,9.0,39.0,1.0,,6.0,,,1.0,,,,2.0,5.0,7.0,,,1.0,,1.0,,1.0,1.0,3.0,,90.0,3.0,1.0,,,,,17.0,,7.9,,,,,,2.0,7.0,,7.0,,45.0,9.0,47.0,4,1.0,73.0,,5.0,1.0,1.0
2018-19,7827938,5,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,15.0,19.0,34.0,2.0,4.0,9.0,,,,1.0,,,2.0,5.0,9.0,,,,,,,,3.0,,,90.0,,,,,,,16.0,,6.8,,,1.0,,6.0,2.0,,,4.0,,25.0,21.0,46.0,1,3.0,70.0,2.0,,2.0,3.0
2018-19,7827960,6,13,Leicester_City,Home,30127,46483,Adrien Silva,adrien-silva,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827960,6,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,1.0,,2.0,4.0,1.0,4.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,13.0,,,,,,,2.0,,7.0,,,,,,,2.0,,2.0,,5.0,1.0,4.0,1,1.0,11.0,,,,
2018-19,7827960,6,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,46.0,27.0,73.0,1.0,,5.0,,,,,,,,1.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,6.0,,7.3,,,,,2.0,,,,3.0,,50.0,29.0,79.0,0,3.0,92.0,,3.0,,2.0
2018-19,7827960,6,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,,,1.0,20.0,4.0,24.0,,,,,,,3.0,,,1.0,6.0,1.0,,,2.0,,,,,,,,45.0,,,,,,,6.0,,6.2,,,,,1.0,1.0,,,1.0,,23.0,5.0,28.0,0,,34.0,1.0,,1.0,
2018-19,7827960,6,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,4.0,37.0,18.0,55.0,2.0,1.0,9.0,,,,,,,,4.0,7.0,,,2.0,,,,,1.0,,,90.0,,2.0,,,,,11.0,,7.6,,,1.0,,4.0,1.0,1.0,,7.0,,42.0,21.0,62.0,1,5.0,86.0,1.0,,1.0,4.0
2018-19,7827960,6,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,True,,,1.0,7.0,5.0,12.0,2.0,,4.0,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,,45.0,1.0,,,,,,10.0,,6.7,,,1.0,,1.0,1.0,2.0,,3.0,,12.0,7.0,17.0,2,1.0,28.0,2.0,,1.0,
2018-19,7827960,6,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,1.0,34.0,11.0,45.0,,1.0,2.0,1.0,,,1.0,,,,1.0,6.0,,,,,1.0,,,,3.0,,85.0,1.0,,,,,,13.0,,8.2,,,1.0,,,,2.0,,1.0,,42.0,12.0,52.0,2,2.0,68.0,4.0,3.0,,1.0
2018-19,7827960,6,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,5.0,39.0,31.0,70.0,2.0,5.0,4.0,,,1.0,,,,1.0,5.0,11.0,,,2.0,,,,,3.0,,,90.0,,,,,,,13.0,,7.1,,,,,3.0,,,,8.0,,46.0,33.0,79.0,1,6.0,103.0,3.0,,,4.0
2018-19,7827982,7,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,2.0,5.0,5.0,10.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,5.0,,,,,,,1.0,,6.6,,,,,,,,,2.0,,6.0,5.0,11.0,0,,11.0,,,,
2018-19,7827982,7,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,3.0,2.0,5.0,,1.0,,,,,,,,,1.0,3.0,,,,,,,,1.0,,,16.0,,,,,,,5.0,,6.7,,,,,1.0,1.0,2.0,,,,5.0,3.0,6.0,0,1.0,15.0,1.0,1.0,,
2018-19,7827982,7,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,1.0,25.0,21.0,46.0,,1.0,5.0,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,,,90.0,,,,,,,12.0,,7.0,,,,,1.0,,1.0,,1.0,,33.0,23.0,55.0,0,1.0,68.0,1.0,1.0,,1.0
2018-19,7827982,7,13,Leicester_City,Away,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827982,7,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,5.0,20.0,32.0,52.0,1.0,1.0,8.0,,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,,18.0,,7.2,,,,,2.0,,1.0,,8.0,,29.0,35.0,63.0,0,1.0,92.0,,,,1.0
2018-19,7827982,7,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,6.0,,2.0,37.0,14.0,45.0,1.0,1.0,6.0,,,1.0,,,,2.0,4.0,6.0,,,1.0,1.0,,,,1.0,5.0,,85.0,,,,,,,13.0,,7.9,,,,,,1.0,9.0,,3.0,,47.0,14.0,52.0,1,2.0,71.0,,2.0,1.0,1.0
2018-19,7827982,7,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,4.0,23.0,26.0,49.0,3.0,5.0,5.0,,,,1.0,,,1.0,6.0,10.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,15.0,,7.2,,,2.0,,2.0,,,,9.0,,31.0,28.0,59.0,2,4.0,80.0,3.0,1.0,,4.0
2018-19,7827989,8,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827989,8,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,23.0,,,,,,,5.0,,6.3,,,,,,,1.0,,,,2.0,3.0,4.0,0,,8.0,,,,
2018-19,7827989,8,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,1.0,16.0,29.0,45.0,1.0,,8.0,,,,2.0,,,1.0,5.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,12.0,,6.3,,,,,,,,,4.0,,19.0,33.0,52.0,0,2.0,63.0,2.0,2.0,,1.0
2018-19,7827989,8,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,1.0,,,1.0,,,,2.0,1.0,1.0,,,1.0,,,,1.0,2.0,,1.0,,,,,,,1.0,,10.0,,,,,,,4.0,,6.6,,,,,,,1.0,,,,2.0,3.0,4.0,0,,6.0,,,,
2018-19,7827989,8,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,2.0,17.0,27.0,44.0,2.0,2.0,9.0,,1.0,,2.0,,,,5.0,5.0,,,1.0,,,,,2.0,,,90.0,,,,,,,11.0,,6.5,,,1.0,,7.0,,,,6.0,,21.0,29.0,50.0,1,3.0,75.0,,,,1.0
2018-19,7827989,8,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,1.0,,3.0,21.0,15.0,35.0,1.0,,5.0,,,1.0,1.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,80.0,,,,,,,12.0,,6.5,,,1.0,,1.0,1.0,3.0,,5.0,1.0,30.0,17.0,44.0,2,,55.0,,1.0,1.0,
2018-19,7827989,8,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,3.0,21.0,22.0,43.0,2.0,3.0,8.0,1.0,,,1.0,,,,3.0,7.0,,,,,,,,,1.0,,90.0,,1.0,,,,,16.0,,7.5,,,,,3.0,,1.0,,5.0,,31.0,27.0,57.0,0,3.0,71.0,1.0,1.0,,3.0
2018-19,7828006,9,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828006,9,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,2.0,8.0,6.0,14.0,1.0,,3.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,29.0,,,,,,,8.0,,6.4,,,,,,1.0,1.0,,4.0,,12.0,8.0,19.0,0,,26.0,1.0,1.0,1.0,
2018-19,7828006,9,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,,13.0,20.0,33.0,,,6.0,,,,2.0,,,1.0,3.0,4.0,,1.0,,,,,,2.0,,,90.0,,,,,,,6.0,,6.2,,,,,2.0,,,,1.0,,15.0,23.0,38.0,0,2.0,48.0,,2.0,,1.0
2018-19,7828006,9,13,Leicester_City,Away,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,,,1.0,3.0,2.0,5.0,1.0,,2.0,,,1.0,1.0,,,,5.0,2.0,,,2.0,,,,,1.0,,,21.0,,,,,,,5.0,,6.6,,,1.0,,,2.0,,,1.0,,5.0,2.0,7.0,2,1.0,16.0,1.0,,1.0,
2018-19,7828006,9,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,2.0,8.0,18.0,26.0,,3.0,9.0,,,,,,,,1.0,5.0,,1.0,,,,,,5.0,,,90.0,,1.0,,,,,8.0,,6.6,,,,,2.0,1.0,,,5.0,,11.0,21.0,32.0,0,2.0,46.0,1.0,,,1.0
2018-19,7828006,9,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,2.0,,4.0,18.0,3.0,19.0,,,4.0,2.0,,,,,,,2.0,6.0,,,1.0,,,,,1.0,3.0,,75.0,,,,,,,15.0,,7.7,,,1.0,,,3.0,6.0,,5.0,,23.0,6.0,23.0,1,1.0,47.0,3.0,3.0,2.0,
2018-19,7828006,9,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,3.0,19.0,10.0,29.0,4.0,2.0,7.0,,1.0,,2.0,,,2.0,10.0,4.0,,,2.0,,,,1.0,1.0,3.0,,90.0,,,,,,,11.0,,6.2,,,1.0,,1.0,2.0,,,4.0,,22.0,15.0,37.0,1,1.0,51.0,,,1.0,
2018-19,7827935,10,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,False,,,7.0,38.0,26.0,64.0,,1.0,9.0,,1.0,,2.0,,,3.0,9.0,4.0,,,4.0,,,,,3.0,,,90.0,1.0,,,,,,5.0,,6.6,,,,,,,,,7.0,,38.0,28.0,66.0,1,3.0,77.0,,,,1.0
2018-19,7827935,10,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,5.0,,4.0,29.0,4.0,28.0,,3.0,7.0,1.0,,1.0,,,,,1.0,5.0,,,1.0,,,,,1.0,4.0,,90.0,2.0,1.0,,,,,39.0,,8.2,,,1.0,,,2.0,24.0,,6.0,,61.0,6.0,43.0,4,,85.0,2.0,,2.0,
2018-19,7827935,10,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827935,10,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,1.0,,1.0,11.0,9.0,19.0,,1.0,3.0,1.0,,,2.0,,,,4.0,5.0,,,,,,,,,1.0,,45.0,,,,,,,15.0,,6.5,,,,,,4.0,2.0,,2.0,,19.0,11.0,28.0,0,,43.0,2.0,2.0,2.0,
2018-19,7827935,10,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,1.0,29.0,28.0,57.0,,2.0,12.0,,,,,,,3.0,3.0,7.0,,,,,,,,2.0,1.0,,89.0,,1.0,,,,,16.0,,6.9,,,1.0,,,1.0,,,5.0,1.0,35.0,33.0,68.0,1,4.0,90.0,,,1.0,2.0
2018-19,7827935,10,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,True,,,,12.0,2.0,14.0,,,2.0,,,,1.0,,,4.0,5.0,3.0,,,,1.0,,,,1.0,1.0,,29.0,,,,,,,11.0,,6.6,,,,,,3.0,3.0,,,,17.0,2.0,16.0,0,,29.0,,,3.0,
2018-19,7827935,10,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,3.0,,7.0,47.0,8.0,52.0,,,7.0,1.0,,1.0,,,,1.0,3.0,5.0,,,,,,,,1.0,4.0,,90.0,,,,,,,16.0,,7.9,,,2.0,,1.0,4.0,8.0,,9.0,,57.0,9.0,58.0,3,2.0,83.0,1.0,1.0,2.0,1.0
