season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgRight,attPostRight,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,penaltySave,rightsidePass,totalFastbreak,unsuccessfulTouch
2009-10,284120,13,2009-11-21 15:00:00,41,Birmingham,Home,72.0,9.0,,1.0,1.0,6.0,,76.0,5.0,1.0,1.0,12.0,5.0,26.0,147.0,,3.0,13.0,25.0,14.0,1.0,,,,,,,,,,,,,,,,,,9.0,5.0,,,66.0,4.0,,4.0,,,4.0,2.0,,11.0,2.0,52.0,46.0,4.0,20.0,5.0,,,,,,,99.0,7.0,9.0,,,,,,1.0,,1.0,1.0,,,16.0,,4.0,,16.0,,27.0,25.0,1.0,,1.0,98.0,33.0,7.0,1.0,1.0,1.0,2.0,,5.0,,70.0,20.0,14.0,,,,,199.0,180.0,3.0,28.0,16.0,34.0,,2.0,0.0,1.0,1.0,,,,,1.0,,,1.0,44.0,,2.0,102.0,28.0,39.0,12.0,,8.0,8.0,118.0,21.0,182.0,4.0,1.0,38.0,7.0,71.0,4.0,276.0,,0.0,3.0,16.0,3.0,26.0,1.0,539.0,,,7.0,,11.0,0.0,,,,,,,,,,,,,,
2009-10,284139,14,2009-11-29 12:00:00,41,Birmingham,Away,63.0,8.0,1.0,4.0,3.0,10.0,,109.0,5.0,,,10.0,13.0,17.0,168.0,,2.0,22.0,15.0,22.0,5.0,1.0,,2.0,,,,,,,,,,,,,,1.0,6.0,5.0,,,59.0,4.0,2.0,3.0,,5.0,9.0,8.0,,10.0,1.0,47.0,55.0,4.0,46.0,27.0,,,,,,,78.0,10.0,14.0,,,,,,1.0,,1.0,1.0,,,13.0,,1.0,,41.0,,15.0,15.0,,,,93.0,31.0,6.0,1.0,3.0,4.0,5.0,,3.0,,60.0,50.0,26.0,,,,,202.0,168.0,,25.0,24.0,43.8,,1.0,0.0,1.0,,,,1.0,2.0,6.0,,,1.0,72.0,,7.0,80.0,20.0,80.0,11.0,5.0,24.0,19.0,123.0,20.0,212.0,1.0,,34.0,14.0,56.0,8.0,268.0,,0.0,13.0,17.0,6.0,35.0,1.0,582.0,,,2.0,5.0,15.0,0.0,,,,,,,,,,,,,,
2009-10,284148,15,2009-12-05 15:00:00,41,Birmingham,Away,67.0,10.0,,3.0,3.0,5.0,,110.0,6.0,1.0,2.0,7.0,8.0,21.0,174.0,,2.0,22.0,18.0,14.0,3.0,3.0,,1.0,2.0,,,2.0,,,,,,,,,,3.0,12.0,6.0,,,57.0,,5.0,9.0,,2.0,1.0,7.0,,15.0,3.0,59.0,64.0,,12.0,5.0,,,,,,,102.0,11.0,14.0,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,12.0,,,3.0,15.0,,21.0,21.0,2.0,,2.0,97.0,36.0,2.0,2.0,1.0,6.0,6.0,,2.0,,51.0,35.0,23.0,,,,,172.0,152.0,2.0,17.0,24.0,42.3,,1.0,0.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,59.0,,7.0,85.0,25.0,32.0,17.0,1.0,11.0,10.0,126.0,11.0,205.0,,1.0,36.0,8.0,67.0,4.0,279.0,,0.0,12.0,28.0,5.0,27.0,0.0,544.0,,,8.0,2.0,20.0,0.0,,,,,,,,,,,,,,
2009-10,284150,16,2009-12-12 15:00:00,41,Birmingham,Home,88.0,13.0,2.0,8.0,6.0,7.0,,141.0,6.0,,2.0,8.0,10.0,27.0,221.0,,,22.0,18.0,23.0,7.0,2.0,,1.0,,,,1.0,,,,,,,,,,2.0,4.0,11.0,,,53.0,2.0,3.0,5.0,,11.0,7.0,6.0,,2.0,3.0,44.0,65.0,2.0,15.0,9.0,,,,,,,92.0,12.0,14.0,,,,,1.0,1.0,,1.0,1.0,,1.0,8.0,,1.0,,13.0,,21.0,21.0,2.0,,2.0,84.0,40.0,7.0,1.0,2.0,8.0,9.0,,4.0,,47.0,60.0,27.0,,,,,155.0,143.0,5.0,15.0,24.0,47.3,,1.0,0.0,1.0,2.0,,,2.0,1.0,4.0,1.0,,2.0,81.0,,10.0,107.0,26.0,27.0,15.0,9.0,28.0,19.0,139.0,16.0,240.0,1.0,,35.0,13.0,60.0,3.0,319.0,,0.0,16.0,20.0,1.0,33.0,3.0,577.0,,,8.0,11.0,17.0,0.0,,,,,,,,,,,,,,
2009-10,284160,17,2009-12-15 20:00:00,41,Birmingham,Home,79.0,7.0,,2.0,2.0,9.0,,149.0,4.0,,2.0,12.0,15.0,20.0,226.0,2.0,1.0,16.0,26.0,27.0,10.0,,,5.0,,,,,,,,,,,,1.0,,1.0,7.0,4.0,,,43.0,1.0,6.0,2.0,1.0,6.0,4.0,7.0,,11.0,1.0,56.0,67.0,1.0,25.0,14.0,,,,,,,112.0,10.0,17.0,2.0,,,,,2.0,,1.0,2.0,,,7.0,,2.0,2.0,24.0,1.0,21.0,21.0,1.0,,2.0,105.0,30.0,7.0,,3.0,9.0,5.0,,6.0,,63.0,61.0,21.0,,,,,217.0,193.0,1.0,18.0,15.0,50.8,1.0,4.0,0.0,2.0,,,,,5.0,6.0,1.0,,1.0,85.0,,12.0,109.0,24.0,49.0,16.0,3.0,15.0,12.0,163.0,18.0,274.0,2.0,,55.0,15.0,80.0,4.0,368.0,2.0,0.0,17.0,16.0,1.0,27.0,2.0,637.0,,,7.0,6.0,15.0,0.0,,,,,,,,,,,,,,
2009-10,284173,18,2009-12-20 15:00:00,41,Birmingham,Away,102.0,7.0,,,,5.0,,123.0,4.0,5.0,1.0,6.0,21.0,19.0,225.0,,1.0,11.0,27.0,18.0,2.0,,,,,,,,,,,,,,,,,,19.0,5.0,,,61.0,3.0,4.0,5.0,,4.0,7.0,2.0,,3.0,,55.0,56.0,2.0,22.0,14.0,,,,,,,108.0,10.0,8.0,,,,,,1.0,,1.0,1.0,,,18.0,,3.0,1.0,30.0,,23.0,22.0,2.0,,1.0,120.0,42.0,6.0,1.0,,3.0,1.0,,7.0,,67.0,34.0,11.0,,,,,203.0,180.0,3.0,20.0,26.0,42.0,,,0.0,1.0,1.0,,,,,1.0,,,2.0,48.0,,3.0,123.0,25.0,44.0,21.0,3.0,14.0,11.0,130.0,13.0,252.0,3.0,5.0,46.0,23.0,70.0,,361.0,,0.0,6.0,19.0,1.0,13.0,3.0,615.0,,,10.0,4.0,11.0,0.0,,,,,,,,,,,,,,
2009-10,284181,19,2009-12-26 12:45:00,41,Birmingham,Home,60.0,12.0,,2.0,2.0,4.0,,94.0,4.0,1.0,1.0,8.0,5.0,23.0,152.0,,1.0,14.0,22.0,13.0,8.0,,,1.0,,,1.0,3.0,,,,,,,,,,,23.0,7.0,,,62.0,4.0,6.0,7.0,,7.0,7.0,3.0,,10.0,3.0,47.0,62.0,4.0,25.0,10.0,,,,,,,92.0,6.0,17.0,,,,,3.0,,,,,,,14.0,,2.0,,17.0,,19.0,19.0,3.0,,1.0,91.0,32.0,11.0,,3.0,5.0,2.0,,7.0,,36.0,54.0,22.0,,,,,161.0,151.0,1.0,22.0,23.0,37.0,,1.0,0.0,6.0,1.0,,,1.0,1.0,6.0,,,2.0,48.0,,8.0,77.0,29.0,35.0,9.0,6.0,17.0,11.0,122.0,14.0,199.0,2.0,1.0,34.0,7.0,70.0,4.0,259.0,,0.0,14.0,25.0,5.0,17.0,1.0,534.0,,,7.0,7.0,15.0,0.0,,,,,,,,,,,,,,
2009-10,284197,20,2009-12-28 15:00:00,41,Birmingham,Away,70.0,11.0,3.0,5.0,2.0,3.0,,117.0,5.0,1.0,1.0,7.0,5.0,19.0,182.0,,1.0,11.0,24.0,25.0,6.0,2.0,,,,,1.0,2.0,,,,,,,,,,,10.0,4.0,,,53.0,9.0,5.0,3.0,,7.0,5.0,6.0,,10.0,1.0,56.0,64.0,9.0,26.0,16.0,,,,,,,75.0,15.0,16.0,1.0,,,,2.0,,,,,,,11.0,,1.0,1.0,40.0,,13.0,13.0,1.0,,1.0,86.0,30.0,10.0,,5.0,3.0,4.0,,5.0,,35.0,48.0,21.0,,,,,191.0,153.0,2.0,25.0,19.0,49.8,,2.0,0.0,2.0,,,,1.0,,5.0,,,1.0,51.0,,8.0,97.0,26.0,64.0,9.0,6.0,17.0,11.0,112.0,14.0,215.0,1.0,1.0,37.0,7.0,60.0,1.0,295.0,1.0,0.0,14.0,19.0,5.0,17.0,3.0,557.0,,,4.0,7.0,14.0,0.0,,,,,,,,,,,,,,
2009-10,284201,21,2010-01-09 17:30:00,41,Birmingham,Home,80.0,7.0,,2.0,2.0,7.0,1.0,110.0,4.0,,,11.0,10.0,18.0,188.0,,,20.0,13.0,14.0,3.0,,,,,,,,1.0,,,,4.0,,,,,,16.0,6.0,,,62.0,4.0,2.0,9.0,,2.0,5.0,3.0,,15.0,1.0,60.0,57.0,4.0,23.0,15.0,,,,,,,88.0,13.0,13.0,1.0,,4.0,2.0,,,,,,,,8.0,,1.0,2.0,23.0,,21.0,21.0,1.0,,,85.0,31.0,12.0,,,3.0,4.0,,13.0,1.0,55.0,62.0,22.0,,,,,207.0,188.0,5.0,31.0,18.0,37.2,,,0.0,3.0,,,,2.0,,1.0,2.0,,1.0,67.0,,3.0,111.0,26.0,42.0,15.0,2.0,12.0,10.0,141.0,19.0,218.0,1.0,,39.0,15.0,57.0,3.0,317.0,,0.0,7.0,27.0,4.0,35.0,2.0,578.0,,,3.0,2.0,18.0,0.0,,,,,,,,,,,,,,
2009-10,284216,22,2010-03-09 19:45:00,41,Birmingham,Away,166.0,9.0,1.0,3.0,2.0,2.0,,148.0,,,5.0,9.0,15.0,41.0,311.0,,3.0,9.0,12.0,17.0,4.0,1.0,,,,,,1.0,,,,,,,,,,,9.0,4.0,,,64.0,3.0,4.0,9.0,,5.0,8.0,3.0,,8.0,2.0,54.0,50.0,3.0,24.0,14.0,,,,,,,80.0,15.0,11.0,2.0,,,,1.0,2.0,,1.0,2.0,,,5.0,,3.0,,27.0,,17.0,16.0,1.0,,5.0,79.0,30.0,6.0,,2.0,5.0,4.0,,4.0,,67.0,39.0,19.0,,,,,180.0,158.0,5.0,32.0,12.0,49.0,,1.0,0.0,2.0,1.0,,,5.0,,5.0,,,3.0,81.0,,7.0,192.0,24.0,46.0,15.0,4.0,15.0,11.0,137.0,4.0,240.0,4.0,,42.0,17.0,81.0,4.0,417.0,,0.0,13.0,18.0,5.0,21.0,2.0,674.0,,,4.0,5.0,13.0,0.0,,,,,,,,,,,,,,
2009-10,284228,23,2010-01-27 19:45:00,41,Birmingham,Away,191.0,20.0,1.0,2.0,1.0,3.0,,151.0,5.0,,4.0,4.0,9.0,28.0,340.0,,,20.0,14.0,3.0,5.0,1.0,,1.0,,,,,,,,,,,,,,,18.0,11.0,,,58.0,1.0,2.0,10.0,,3.0,7.0,1.0,,17.0,2.0,57.0,40.0,1.0,19.0,5.0,,,,,,,78.0,11.0,11.0,,,,,,,,,,,,12.0,,1.0,,10.0,,17.0,17.0,2.0,,4.0,100.0,50.0,8.0,,3.0,3.0,1.0,,10.0,,47.0,64.0,12.0,,,,,164.0,148.0,,22.0,22.0,42.4,,,0.0,3.0,3.0,,,,1.0,3.0,,,2.0,51.0,,6.0,212.0,36.0,35.0,12.0,3.0,13.0,10.0,108.0,10.0,243.0,1.0,,26.0,10.0,69.0,2.0,442.0,,0.0,6.0,19.0,,24.0,1.0,688.0,,,7.0,3.0,13.0,0.0,,,,,,,,,,,,,,
2009-10,284231,24,2010-01-30 15:00:00,41,Birmingham,Home,119.0,6.0,1.0,3.0,2.0,6.0,,164.0,5.0,,,8.0,12.0,22.0,280.0,,1.0,16.0,24.0,18.0,8.0,1.0,,,,,,1.0,,,,,,,,,,1.0,11.0,11.0,,,70.0,4.0,5.0,10.0,,5.0,10.0,6.0,1.0,6.0,2.0,66.0,51.0,4.0,33.0,21.0,,,,,,,77.0,13.0,8.0,,,,,1.0,1.0,,1.0,1.0,,,15.0,,1.0,,31.0,,16.0,16.0,2.0,,,100.0,40.0,8.0,,5.0,5.0,3.0,,9.0,,28.0,90.0,24.0,,,,,194.0,167.0,2.0,31.0,23.0,52.4,,,0.0,2.0,,,,1.0,,6.0,,,2.0,84.0,,10.0,138.0,28.0,60.0,19.0,4.0,22.0,18.0,148.0,18.0,280.0,1.0,,34.0,13.0,59.0,1.0,396.0,,0.0,14.0,19.0,2.0,18.0,4.0,686.0,,,6.0,5.0,12.0,0.0,,,,,,,,,,,,,,
2009-10,284240,25,2010-02-07 13:30:00,41,Birmingham,Home,85.0,13.0,2.0,6.0,4.0,3.0,,148.0,4.0,2.0,4.0,11.0,12.0,22.0,227.0,1.0,3.0,24.0,22.0,17.0,10.0,1.0,,2.0,,1.0,,1.0,,,,1.0,,,,,,,8.0,7.0,,,48.0,2.0,4.0,2.0,,10.0,11.0,11.0,,11.0,1.0,57.0,50.0,2.0,13.0,5.0,,,,,,,114.0,12.0,18.0,2.0,,,,1.0,2.0,,2.0,2.0,,1.0,12.0,,2.0,,16.0,,14.0,13.0,1.0,,4.0,93.0,39.0,4.0,,4.0,9.0,6.0,,4.0,,53.0,69.0,27.0,,,,,227.0,211.0,2.0,19.0,15.0,55.1,,,0.0,1.0,2.0,,,1.0,2.0,7.0,2.0,,3.0,79.0,,13.0,125.0,34.0,29.0,16.0,10.0,32.0,22.0,155.0,15.0,273.0,2.0,3.0,37.0,13.0,64.0,6.0,366.0,1.0,0.0,17.0,9.0,3.0,35.0,5.0,623.0,,,6.0,11.0,8.0,0.0,,,,,,,,,,,,,,
2009-10,284253,26,2010-02-10 19:45:00,41,Birmingham,Away,124.0,21.0,2.0,5.0,3.0,2.0,,167.0,6.0,,3.0,9.0,15.0,36.0,286.0,,2.0,28.0,18.0,26.0,7.0,1.0,,1.0,,,,,,,,,,,,,,1.0,9.0,5.0,,,45.0,2.0,2.0,5.0,,6.0,13.0,12.0,,17.0,2.0,56.0,83.0,2.0,21.0,14.0,,,,,,,93.0,9.0,13.0,,1.0,,,,,,,,,,12.0,,,1.0,26.0,,12.0,12.0,1.0,,3.0,91.0,48.0,3.0,,4.0,4.0,2.0,,2.0,,75.0,52.0,28.0,,,,,192.0,172.0,2.0,22.0,16.0,52.8,,,0.0,2.0,4.0,,,1.0,1.0,7.0,,,2.0,79.0,,8.0,140.0,37.0,41.0,24.0,5.0,33.0,28.0,146.0,14.0,281.0,,,26.0,18.0,63.0,4.0,388.0,,0.0,11.0,28.0,4.0,34.0,2.0,681.0,,,16.0,6.0,16.0,0.0,,,,,,,,,,,,,,
2009-10,284264,27,2010-02-21 15:00:00,41,Birmingham,Away,84.0,13.0,,1.0,1.0,10.0,,155.0,2.0,,,18.0,18.0,25.0,238.0,,,18.0,20.0,27.0,9.0,,,,,,,,,,,,10.0,,,,,,6.0,7.0,,,57.0,2.0,3.0,9.0,,1.0,8.0,5.0,,13.0,1.0,63.0,59.0,2.0,17.0,7.0,,,,,,,129.0,17.0,9.0,,,,,,,,,,,,11.0,,1.0,,17.0,1.0,30.0,30.0,,,,113.0,42.0,3.0,,2.0,7.0,5.0,,1.0,,61.0,78.0,26.0,,,,,220.0,209.0,3.0,19.0,22.0,43.0,,,0.0,2.0,2.0,,,2.0,,2.0,,,3.0,91.0,,9.0,112.0,41.0,28.0,8.0,1.0,14.0,13.0,197.0,23.0,301.0,1.0,,57.0,21.0,74.0,,399.0,,0.0,10.0,19.0,4.0,27.0,1.0,606.0,,,4.0,1.0,17.0,0.0,,,,,,,,,,,,,,
2009-10,284270,28,2010-02-27 15:00:00,41,Birmingham,Home,97.0,16.0,1.0,5.0,4.0,9.0,,156.0,6.0,,2.0,11.0,19.0,30.0,248.0,1.0,1.0,26.0,17.0,24.0,4.0,4.0,,1.0,,,,,,,,,,1.0,,1.0,,2.0,5.0,7.0,,,50.0,3.0,2.0,7.0,,2.0,7.0,5.0,,15.0,1.0,63.0,74.0,3.0,21.0,13.0,,1.0,,,,,102.0,16.0,18.0,1.0,,,,,,,,,,,10.0,,2.0,,28.0,1.0,21.0,21.0,,,2.0,105.0,46.0,7.0,,4.0,4.0,5.0,,5.0,,61.0,44.0,24.0,,,,1.0,190.0,164.0,,19.0,23.0,48.0,1.0,,0.0,1.0,1.0,,,2.0,1.0,5.0,,,3.0,72.0,,8.0,117.0,35.0,47.0,14.0,1.0,16.0,15.0,136.0,18.0,262.0,2.0,,37.0,21.0,65.0,2.0,363.0,1.0,0.0,12.0,26.0,2.0,35.0,1.0,650.0,,,6.0,2.0,15.0,0.0,,,,,,,,,,,,,,
2009-10,284282,29,2010-03-24 20:00:00,41,Birmingham,Away,102.0,17.0,2.0,4.0,2.0,7.0,,192.0,2.0,,2.0,7.0,14.0,35.0,290.0,,,26.0,30.0,19.0,1.0,4.0,,,1.0,,,1.0,,,,,,,,,,3.0,5.0,4.0,,,48.0,,2.0,6.0,,6.0,11.0,7.0,,6.0,,59.0,57.0,,16.0,11.0,,,,,,,101.0,10.0,18.0,1.0,,,,1.0,,,,,,,5.0,,3.0,,19.0,,21.0,19.0,3.0,,3.0,96.0,37.0,5.0,,3.0,2.0,2.0,,4.0,,69.0,90.0,19.0,,,,,190.0,180.0,,23.0,17.0,58.2,,1.0,0.0,1.0,,,,2.0,,5.0,,,3.0,99.0,,5.0,129.0,40.0,26.0,10.0,6.0,28.0,22.0,165.0,17.0,322.0,3.0,,50.0,19.0,71.0,,423.0,,0.0,9.0,17.0,2.0,32.0,1.0,659.0,,,3.0,6.0,14.0,0.0,,,,,,,,,,,,,,
2009-10,284290,30,2010-03-13 15:00:00,41,Birmingham,Home,121.0,18.0,,3.0,3.0,4.0,,161.0,2.0,1.0,,14.0,16.0,33.0,279.0,,2.0,12.0,20.0,21.0,4.0,,,1.0,,,,,,,,,,,,,,1.0,6.0,8.0,,,69.0,6.0,1.0,4.0,,5.0,10.0,8.0,,7.0,3.0,48.0,52.0,6.0,14.0,7.0,,,,,,,120.0,15.0,11.0,1.0,,,,,2.0,,2.0,2.0,,,5.0,,1.0,4.0,14.0,,18.0,16.0,1.0,,,96.0,32.0,4.0,1.0,2.0,4.0,4.0,,3.0,,46.0,57.0,24.0,,,,,190.0,179.0,1.0,20.0,33.0,48.7,,,0.0,2.0,2.0,,,,1.0,4.0,,,2.0,87.0,,6.0,153.0,50.0,25.0,8.0,5.0,25.0,20.0,169.0,12.0,289.0,1.0,1.0,47.0,17.0,75.0,,417.0,,0.0,9.0,18.0,3.0,15.0,1.0,647.0,,,2.0,5.0,14.0,0.0,,,,,,,,,,,,,,
2009-10,284308,31,2010-03-20 15:00:00,41,Birmingham,Away,133.0,16.0,6.0,13.0,7.0,2.0,,172.0,2.0,1.0,3.0,9.0,11.0,34.0,292.0,,3.0,31.0,13.0,18.0,14.0,7.0,,1.0,,,,1.0,,,,,,,,,,3.0,12.0,4.0,,,56.0,2.0,8.0,8.0,1.0,10.0,9.0,4.0,,14.0,2.0,57.0,58.0,2.0,15.0,9.0,,,,,,,97.0,9.0,8.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,7.0,,4.0,,14.0,1.0,16.0,16.0,1.0,,3.0,98.0,48.0,7.0,,8.0,14.0,9.0,,7.0,,48.0,74.0,18.0,,,,,183.0,176.0,3.0,24.0,19.0,56.5,,1.0,0.0,3.0,1.0,,,3.0,1.0,9.0,1.0,,3.0,81.0,,22.0,166.0,36.0,22.0,24.0,9.0,23.0,14.0,151.0,9.0,277.0,4.0,1.0,33.0,11.0,75.0,,420.0,,0.0,26.0,21.0,3.0,37.0,1.0,709.0,,,11.0,10.0,13.0,0.0,,,,,,,,,,,,,,
2009-10,284310,32,2010-03-27 15:00:00,41,Birmingham,Home,112.0,12.0,,1.0,1.0,6.0,,127.0,6.0,2.0,1.0,9.0,23.0,29.0,238.0,,1.0,15.0,21.0,17.0,3.0,2.0,,,,,,,,,,,,,,,1.0,4.0,6.0,9.0,,,75.0,4.0,,15.0,,2.0,4.0,5.0,,11.0,3.0,70.0,71.0,4.0,14.0,4.0,,1.0,,,,,92.0,14.0,14.0,1.0,,,,,,,,,,,9.0,,6.0,1.0,16.0,1.0,27.0,27.0,3.0,,1.0,101.0,44.0,6.0,,2.0,3.0,4.0,,3.0,,42.0,49.0,24.0,,,,,173.0,155.0,4.0,23.0,29.0,43.7,1.0,,0.0,2.0,5.0,,,2.0,,5.0,,,2.0,65.0,,5.0,133.0,34.0,32.0,18.0,2.0,16.0,14.0,131.0,12.0,230.0,6.0,2.0,38.0,26.0,78.0,6.0,347.0,,0.0,9.0,32.0,3.0,16.0,3.0,630.0,,,8.0,2.0,19.0,0.0,,,,,,,,,,,,,,
2009-10,284321,33,2010-04-04 15:00:00,41,Birmingham,Home,108.0,15.0,2.0,7.0,5.0,13.0,,155.0,3.0,,1.0,8.0,12.0,25.0,256.0,,1.0,22.0,7.0,18.0,6.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,11.0,9.0,,,66.0,2.0,,7.0,,4.0,6.0,5.0,1.0,12.0,2.0,48.0,53.0,2.0,20.0,9.0,,,,,,,114.0,15.0,9.0,,,,,1.0,1.0,,1.0,1.0,,,10.0,,5.0,,18.0,,26.0,26.0,3.0,,1.0,102.0,45.0,4.0,,5.0,3.0,3.0,,6.0,,83.0,46.0,17.0,,,,,185.0,168.0,4.0,20.0,29.0,41.5,,,0.0,2.0,,,,1.0,,7.0,,,1.0,75.0,,8.0,129.0,41.0,37.0,12.0,4.0,17.0,13.0,158.0,26.0,270.0,5.0,,31.0,16.0,63.0,1.0,382.0,,0.0,10.0,21.0,2.0,27.0,2.0,650.0,,,5.0,5.0,14.0,0.0,,,,,,,,,,,,,,
2009-10,284335,34,2010-04-11 16:00:00,41,Birmingham,Away,150.0,16.0,,3.0,3.0,5.0,,189.0,5.0,2.0,4.0,4.0,19.0,33.0,336.0,,1.0,14.0,8.0,14.0,7.0,,,,,,,,,,,,,,,,,,16.0,7.0,,,40.0,5.0,4.0,7.0,,4.0,8.0,6.0,,15.0,2.0,46.0,52.0,5.0,11.0,8.0,2.0,,,,,,63.0,10.0,11.0,1.0,,,,,1.0,,1.0,1.0,,,13.0,,3.0,,14.0,,23.0,22.0,3.0,,4.0,82.0,38.0,8.0,,3.0,5.0,2.0,,3.0,,45.0,53.0,26.0,1.0,1.0,1.0,,152.0,139.0,,14.0,19.0,47.0,,,0.0,2.0,1.0,,,,,3.0,,,3.0,77.0,,8.0,164.0,36.0,24.0,11.0,3.0,19.0,16.0,127.0,13.0,282.0,3.0,2.0,26.0,24.0,60.0,1.0,427.0,,0.0,9.0,22.0,1.0,16.0,3.0,645.0,,,5.0,4.0,17.0,0.0,,,,,,,,,,,,,,
2009-10,284340,35,2010-04-17 15:00:00,41,Birmingham,Home,100.0,17.0,2.0,7.0,5.0,9.0,,162.0,3.0,2.0,1.0,18.0,14.0,32.0,255.0,,,35.0,15.0,22.0,10.0,1.0,,1.0,,,,,,,,,,,,,,1.0,3.0,9.0,,,42.0,3.0,6.0,5.0,,8.0,12.0,6.0,,15.0,2.0,48.0,58.0,3.0,21.0,15.0,,,,,,,92.0,12.0,12.0,,1.0,,,,,,,,,,15.0,,1.0,1.0,27.0,,8.0,8.0,1.0,,1.0,102.0,39.0,1.0,,5.0,6.0,2.0,,1.0,,47.0,76.0,21.0,,,,,185.0,169.0,1.0,14.0,17.0,49.9,,,0.0,2.0,1.0,,,1.0,1.0,5.0,,,2.0,94.0,,11.0,126.0,33.0,37.0,4.0,8.0,27.0,19.0,153.0,22.0,270.0,1.0,2.0,45.0,19.0,61.0,,369.0,,0.0,13.0,22.0,2.0,40.0,0.0,624.0,,,2.0,8.0,18.0,0.0,,,,,,,,,,,,,,
2009-10,284351,36,2010-04-25 12:00:00,41,Birmingham,Away,99.0,15.0,1.0,3.0,2.0,3.0,,110.0,5.0,2.0,4.0,13.0,12.0,25.0,206.0,,2.0,20.0,22.0,11.0,5.0,1.0,,,,,,2.0,,,1.0,,,,,,,2.0,8.0,4.0,,,50.0,3.0,7.0,6.0,,5.0,3.0,3.0,,17.0,4.0,70.0,60.0,3.0,13.0,7.0,,,,,,,84.0,17.0,12.0,,,,,2.0,,,,,,,18.0,,2.0,,11.0,,18.0,15.0,1.0,,4.0,105.0,46.0,7.0,,2.0,4.0,7.0,,2.0,,46.0,45.0,18.0,1.0,1.0,1.0,,163.0,157.0,1.0,22.0,17.0,49.2,,1.0,0.0,3.0,2.0,,,1.0,,2.0,1.0,,3.0,43.0,,6.0,116.0,34.0,19.0,14.0,5.0,13.0,8.0,99.0,14.0,206.0,2.0,2.0,39.0,15.0,56.0,1.0,309.0,,0.0,16.0,31.0,4.0,25.0,4.0,561.0,,,6.0,5.0,24.0,0.0,,,,,,,,,,,,,,
