season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attOneOnOne,attPostRight,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,fwdPass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attLgRight,attObxdRight,ptsDroppedWinningPos,ptsGainedLosingPos
2009-10,284103,11.0,2009-10-31 15:00:00,88,Hull,Away,89.0,4.0,,,,4.0,,79.0,2.0,,9.0,11.0,13.0,16.0,168.0,,1.0,24.0,14.0,16.0,6.0,,1.0,,,,,,,,,6.0,,,,,,1.0,7.0,6.0,2.0,6.0,,37.0,4.0,4.0,3.0,,1.0,7.0,2.0,,14.0,1.0,48.0,57.0,4.0,19.0,9.0,,,,,,,,71.0,15.0,13.0,,,4.0,2.0,,,,,,,,12.0,,,,2.0,,,,1.0,24.0,,20.0,20.0,2.0,,9.0,,88.0,29.0,8.0,,,6.0,3.0,253.0,,,3.0,,33.0,41.0,22.0,1.0,1.0,1.0,,,173.0,151.0,1.0,9.0,13.0,40.7,,,0.0,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,3.0,33.0,163.0,6.0,109.0,12.0,41.0,10.0,1.0,12.0,11.0,,91.0,10.0,180.0,2.0,,40.0,15.0,63.0,5.0,277.0,,1.0,8.0,21.0,1.0,32.0,2.0,494.0,7.0,,7.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284113,12.0,2009-11-08 13:30:00,88,Hull,Home,89.0,19.0,,7.0,7.0,8.0,,191.0,1.0,1.0,10.0,11.0,14.0,27.0,273.0,,,28.0,21.0,16.0,10.0,1.0,,,,,,,,1.0,,,,,,,,1.0,3.0,5.0,,,,50.0,3.0,3.0,5.0,,4.0,10.0,12.0,,10.0,2.0,52.0,55.0,3.0,18.0,13.0,,,,,,,,89.0,13.0,14.0,1.0,,,,,1.0,,,1.0,,,7.0,,,,3.0,,,,1.0,25.0,,23.0,23.0,2.0,,10.0,,88.0,42.0,2.0,1.0,7.0,5.0,5.0,,,,1.0,,75.0,69.0,32.0,,,,,,171.0,150.0,1.0,19.0,13.0,56.7,,,0.0,,,,,2.0,,,2.0,,8.0,1.0,,3.0,85.0,,12.0,102.0,42.0,39.0,9.0,4.0,28.0,24.0,,158.0,15.0,305.0,3.0,2.0,30.0,15.0,53.0,1.0,379.0,,0.0,16.0,20.0,,30.0,1.0,649.0,,,5.0,4.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284124,13.0,2009-11-21 15:00:00,88,Hull,Home,107.0,11.0,1.0,5.0,4.0,3.0,,179.0,9.0,1.0,7.0,14.0,16.0,26.0,281.0,,,24.0,14.0,10.0,3.0,1.0,,,,,,2.0,,1.0,,,1.0,,,,,2.0,7.0,9.0,,,,40.0,1.0,5.0,3.0,,5.0,5.0,3.0,1.0,12.0,2.0,48.0,57.0,1.0,18.0,7.0,,1.0,,,,,,95.0,11.0,19.0,,,,,2.0,2.0,2.0,2.0,,2.0,,17.0,,,,,,,,2.0,11.0,,7.0,7.0,2.0,,7.0,,96.0,52.0,3.0,2.0,3.0,3.0,3.0,,,,1.0,,48.0,60.0,25.0,,,,,1.0,147.0,134.0,,10.0,15.0,54.4,,,0.0,,,,1.0,5.0,,,,,4.0,,,3.0,81.0,,6.0,120.0,21.0,31.0,12.0,5.0,16.0,11.0,,141.0,8.0,268.0,1.0,1.0,35.0,18.0,57.0,,372.0,,1.0,12.0,26.0,,26.0,0.0,605.0,,,2.0,5.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284135,14.0,2009-11-28 15:00:00,88,Hull,Away,104.0,8.0,,4.0,4.0,3.0,,139.0,4.0,3.0,2.0,12.0,9.0,20.0,239.0,,,23.0,14.0,16.0,7.0,,,2.0,,,,,,,,,1.0,,,,,1.0,13.0,6.0,,,,47.0,2.0,2.0,13.0,,2.0,5.0,5.0,,13.0,3.0,58.0,60.0,2.0,18.0,5.0,,,,,,,,76.0,12.0,15.0,,,,,,,,,,,,14.0,,,,2.0,,,,,13.0,,21.0,21.0,4.0,,3.0,,84.0,43.0,9.0,1.0,4.0,3.0,2.0,,,,4.0,,49.0,51.0,21.0,,,,,1.0,158.0,145.0,,17.0,22.0,44.3,,2.0,0.0,,,,3.0,1.0,,,1.0,2.0,6.0,1.0,,3.0,62.0,,7.0,128.0,12.0,31.0,10.0,2.0,14.0,12.0,,112.0,14.0,224.0,2.0,3.0,33.0,10.0,46.0,1.0,338.0,,0.0,10.0,25.0,1.0,28.0,3.0,583.0,,,4.0,2.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284141,15.0,2009-12-05 15:00:00,88,Hull,Away,113.0,9.0,2.0,5.0,3.0,4.0,,152.0,3.0,1.0,2.0,14.0,12.0,21.0,260.0,,,24.0,30.0,22.0,4.0,1.0,,,,,,,,,,,,,,1.0,,3.0,8.0,9.0,,,,47.0,5.0,3.0,5.0,,3.0,5.0,5.0,,20.0,,79.0,67.0,5.0,24.0,12.0,,,,,,,,74.0,17.0,15.0,,1.0,,,,,,,,,,11.0,,,,,,,,1.0,20.0,1.0,15.0,15.0,1.0,,2.0,,98.0,54.0,9.0,,5.0,,,,,,6.0,,37.0,53.0,19.0,1.0,1.0,1.0,,,168.0,157.0,1.0,24.0,16.0,52.7,1.0,2.0,0.0,,,,,1.0,,,1.0,,5.0,,,3.0,69.0,,5.0,138.0,17.0,35.0,12.0,3.0,16.0,13.0,,119.0,15.0,238.0,,1.0,39.0,12.0,50.0,1.0,360.0,,0.0,8.0,26.0,,32.0,3.0,620.0,,,4.0,3.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284154,16.0,2009-12-12 15:00:00,88,Hull,Home,80.0,8.0,,1.0,1.0,10.0,,137.0,6.0,,4.0,15.0,7.0,21.0,216.0,,1.0,23.0,24.0,15.0,6.0,1.0,,,,,,1.0,,,,,,,,,,2.0,9.0,7.0,,,,58.0,1.0,1.0,2.0,,3.0,11.0,7.0,,16.0,,66.0,59.0,1.0,24.0,10.0,,,,,,,,86.0,14.0,19.0,,,,,1.0,,,,,,,12.0,,,,2.0,,,,,21.0,1.0,12.0,12.0,1.0,,5.0,,114.0,53.0,4.0,,2.0,5.0,7.0,,,,4.0,,45.0,57.0,25.0,,,,,,192.0,171.0,2.0,19.0,23.0,47.3,,1.0,0.0,,,,3.0,1.0,,,,,3.0,,,3.0,65.0,,7.0,99.0,22.0,45.0,15.0,3.0,22.0,19.0,,122.0,18.0,248.0,2.0,,46.0,7.0,64.0,1.0,325.0,,0.0,11.0,20.0,1.0,30.0,1.0,593.0,,,5.0,3.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284163,17.0,2009-11-25 19:45:00,88,Hull,Home,79.0,11.0,,2.0,2.0,2.0,,128.0,,,1.0,14.0,10.0,28.0,205.0,,,21.0,21.0,17.0,1.0,1.0,,,1.0,,,1.0,1.0,,,5.0,,,,,,2.0,4.0,3.0,,,,49.0,2.0,1.0,2.0,,3.0,5.0,7.0,1.0,15.0,1.0,68.0,55.0,2.0,24.0,9.0,,,,,,,,85.0,19.0,23.0,,,5.0,4.0,1.0,,,,,,,5.0,,,2.0,2.0,,,,,19.0,,21.0,21.0,,,1.0,,80.0,36.0,4.0,2.0,1.0,1.0,6.0,,,,2.0,1.0,40.0,65.0,16.0,1.0,1.0,1.0,,,172.0,154.0,4.0,19.0,19.0,43.5,,,0.0,,,,,1.0,,,1.0,,1.0,,,3.0,62.0,,2.0,99.0,14.0,42.0,15.0,3.0,19.0,16.0,,125.0,11.0,222.0,3.0,,35.0,12.0,50.0,1.0,302.0,,0.0,8.0,11.0,1.0,29.0,1.0,517.0,,,4.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284170,18.0,2009-12-19 17:30:00,88,Hull,Away,87.0,22.0,,6.0,6.0,6.0,,149.0,7.0,,1.0,3.0,5.0,19.0,230.0,,,27.0,10.0,16.0,4.0,,,,,,,,,,,,,,1.0,,,,12.0,8.0,,,,59.0,2.0,2.0,6.0,,,14.0,7.0,,22.0,,59.0,58.0,2.0,12.0,6.0,,1.0,,,,,,85.0,17.0,9.0,,,,,,,,,,,,15.0,,,,3.0,,,,2.0,12.0,,32.0,32.0,2.0,,2.0,,70.0,33.0,8.0,,3.0,1.0,3.0,,,,5.0,,64.0,56.0,20.0,,,,,1.0,163.0,153.0,,29.0,19.0,35.9,,1.0,0.0,,,,1.0,,,,3.0,,4.0,,,3.0,66.0,,4.0,111.0,41.0,22.0,14.0,,22.0,22.0,,121.0,19.0,235.0,3.0,,16.0,5.0,43.0,4.0,324.0,,0.0,9.0,25.0,,29.0,5.0,614.0,,,8.0,,17.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284184,19.0,2009-12-27 16:00:00,88,Hull,Home,92.0,13.0,2.0,4.0,2.0,4.0,1.0,121.0,3.0,1.0,2.0,5.0,7.0,12.0,209.0,,2.0,23.0,16.0,12.0,8.0,3.0,,3.0,,,,,1.0,,,9.0,1.0,,,,,1.0,11.0,10.0,,,,69.0,2.0,3.0,6.0,,5.0,6.0,3.0,,14.0,3.0,58.0,53.0,2.0,21.0,9.0,,1.0,,,,,,82.0,14.0,17.0,,,3.0,2.0,,,,,,,,11.0,,,,,,,,1.0,16.0,,25.0,25.0,1.0,,2.0,,94.0,47.0,7.0,1.0,7.0,4.0,4.0,,,,4.0,1.0,43.0,36.0,26.0,,,,,1.0,172.0,155.0,1.0,30.0,32.0,40.4,,1.0,0.0,,,,3.0,1.0,,,2.0,3.0,7.0,1.0,,3.0,55.0,,11.0,114.0,32.0,38.0,17.0,5.0,16.0,11.0,3.0,108.0,12.0,213.0,1.0,1.0,31.0,12.0,47.0,,311.0,,0.0,14.0,16.0,5.0,33.0,0.0,561.0,,,8.0,5.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-10,284192,20.0,2009-12-29 20:00:00,88,Hull,Away,91.0,10.0,3.0,7.0,4.0,6.0,,160.0,5.0,,1.0,12.0,12.0,35.0,244.0,,,27.0,20.0,17.0,3.0,4.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,2.0,10.0,9.0,,,,54.0,3.0,4.0,1.0,,8.0,13.0,10.0,,10.0,1.0,59.0,57.0,3.0,14.0,8.0,1.0,1.0,,,,,,84.0,21.0,17.0,,,,,2.0,2.0,,2.0,2.0,,,15.0,,,,1.0,,,,2.0,23.0,,9.0,9.0,1.0,,1.0,,91.0,43.0,8.0,2.0,5.0,4.0,5.0,,,,4.0,,56.0,65.0,27.0,,,,,,183.0,156.0,2.0,25.0,19.0,54.0,,,0.0,,,,2.0,1.0,,,1.0,,5.0,1.0,,3.0,84.0,,9.0,107.0,20.0,41.0,16.0,6.0,30.0,24.0,,141.0,12.0,261.0,1.0,,38.0,15.0,74.0,4.0,338.0,,0.0,14.0,16.0,1.0,33.0,2.0,620.0,,,7.0,8.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
