season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickPost,attIboxOwnGoal,attObxdRight,attPenMiss,attemptsIbox,attemptsObox,goalFastbreak,ownGoals,ptsDroppedWinningPos,ptsGainedLosingPos,secondYellow,touchesInOppBox,attFreekickGoal,attPenPost,fiftyFifty,subsGoals,successfulFiftyFifty,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,rescindedRedCard,totalDistance,attLgRight,keeperGoals,winningGoal
2015-16,803264,11.0,2015-11-01 16:00:00,91,Bournemouth,Away,197.0,14.0,2.0,5.0,3.0,3.0,,233.0,3.0,,,1.0,8.0,30.0,425.0,,1.0,31.0,19.0,14.0,9.0,2.0,,1.0,,2.0,,,,,10.0,,,,,,,4.0,7.0,4.0,,80.0,54.0,,,,4.0,16.0,5.0,4.0,,,6.0,5.0,8.0,,15.0,,49.0,44.0,4.0,20.0,12.0,,,51.0,5.0,5.0,,,3.0,,2.0,161.0,,,,,,6.0,,,,,,,,,12.0,,12.0,12.0,,,140.0,67.0,43.0,4.0,,7.0,4.0,2.0,499.0,,,5.0,4.0,88.0,66.0,31.0,,,,,,146.0,145.0,2.0,26.0,26.0,51.5,,3.0,16.0,0.0,,,,133.0,,,,,,9.0,,3.0,108.0,413.0,3.0,11.0,225.0,26.0,21.0,13.0,4.0,17.0,13.0,,148.0,6.0,306.0,,,10.0,8.0,55.0,1.0,514.0,,0.0,16.0,18.0,1.0,33.0,2.0,703.0,16.0,7.0,6.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803276,12.0,2015-11-07 12:45:00,91,Bournemouth,Home,224.0,24.0,,12.0,12.0,2.0,1.0,289.0,4.0,1.0,3.0,2.0,17.0,46.0,501.0,,,22.0,14.0,13.0,14.0,2.0,,,,,,,,,15.0,,,,,,2.0,4.0,2.0,,,83.0,55.0,1.0,1.0,,,28.0,7.0,6.0,,,16.0,19.0,7.0,,15.0,,55.0,55.0,,5.0,1.0,,,72.0,9.0,11.0,,,4.0,4.0,,210.0,,,,,,5.0,,,,,,,,,2.0,1.0,13.0,13.0,3.0,3.0,137.0,74.0,54.0,,,7.0,9.0,5.0,563.0,,,,3.0,106.0,87.0,53.0,,,,,,165.0,164.0,7.0,20.0,25.0,67.3,,,28.0,0.0,,,,152.0,,,,,,8.0,,3.0,149.0,485.0,5.0,16.0,242.0,34.0,6.0,21.0,14.0,44.0,30.0,,191.0,5.0,384.0,,1.0,8.0,18.0,60.0,4.0,582.0,1.0,0.0,20.0,22.0,1.0,24.0,2.0,798.0,15.0,9.0,16.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803284,13.0,2015-11-21 15:00:00,91,Bournemouth,Away,208.0,18.0,1.0,3.0,2.0,1.0,,233.0,1.0,,7.0,7.0,11.0,27.0,438.0,1.0,,25.0,14.0,18.0,10.0,1.0,,,,,,,,,13.0,,,,,,1.0,5.0,7.0,4.0,,82.0,67.0,1.0,,1.0,2.0,28.0,6.0,5.0,,,5.0,11.0,2.0,,12.0,2.0,45.0,54.0,2.0,16.0,10.0,,,56.0,9.0,8.0,1.0,,1.0,1.0,,178.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,,,10.0,,20.0,20.0,1.0,7.0,121.0,76.0,48.0,4.0,1.0,4.0,9.0,4.0,520.0,,,5.0,5.0,72.0,77.0,29.0,1.0,1.0,1.0,,,158.0,155.0,4.0,20.0,33.0,57.3,,1.0,28.0,0.0,,,,154.0,2.0,,2.0,,,6.0,,3.0,118.0,429.0,15.0,13.0,230.0,35.0,19.0,22.0,4.0,18.0,14.0,,163.0,4.0,323.0,,,22.0,11.0,59.0,5.0,535.0,3.0,0.0,16.0,11.0,,27.0,2.0,752.0,14.0,17.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803294,14.0,2015-11-28 15:00:00,91,Bournemouth,Home,191.0,21.0,1.0,7.0,6.0,1.0,,263.0,2.0,,5.0,4.0,14.0,33.0,447.0,,,32.0,11.0,13.0,11.0,2.0,,,,,,,,,13.0,,,,,,1.0,3.0,7.0,4.0,,73.0,77.0,3.0,1.0,2.0,2.0,22.0,4.0,13.0,,1.0,10.0,17.0,6.0,,13.0,3.0,54.0,50.0,2.0,16.0,5.0,,1.0,62.0,6.0,6.0,,,1.0,,,177.0,2.0,,2.0,2.0,,2.0,,,2.0,1.0,,,,,7.0,,21.0,21.0,3.0,5.0,143.0,75.0,46.0,5.0,2.0,3.0,12.0,10.0,526.0,,,4.0,2.0,79.0,85.0,46.0,,,,,,165.0,160.0,4.0,33.0,35.0,57.3,,,22.0,0.0,,,,149.0,3.0,,3.0,,,5.0,,3.0,131.0,432.0,7.0,15.0,214.0,42.0,21.0,20.0,6.0,29.0,23.0,,175.0,4.0,357.0,1.0,,10.0,17.0,55.0,2.0,542.0,,0.0,19.0,22.0,,34.0,2.0,774.0,13.0,9.0,10.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803303,15.0,2015-12-05 17:30:00,91,Bournemouth,Away,126.0,10.0,,,,2.0,,111.0,7.0,1.0,4.0,4.0,7.0,19.0,237.0,,1.0,15.0,11.0,11.0,7.0,1.0,1.0,,,,,,,1.0,12.0,,,,,,1.0,5.0,13.0,6.0,,48.0,57.0,1.0,1.0,1.0,9.0,22.0,6.0,19.0,,,4.0,4.0,3.0,,12.0,5.0,64.0,55.0,9.0,29.0,12.0,,,45.0,13.0,10.0,,,2.0,1.0,,138.0,,,,,,15.0,,,,2.0,,,,,13.0,,20.0,20.0,4.0,5.0,71.0,64.0,19.0,11.0,,3.0,5.0,5.0,289.0,,,4.0,3.0,33.0,58.0,17.0,,,,,,152.0,145.0,2.0,23.0,21.0,37.1,,1.0,22.0,0.0,,,,66.0,5.0,1.0,7.0,1.0,1.0,4.0,,1.0,51.0,218.0,11.0,8.0,144.0,24.0,36.0,25.0,2.0,10.0,8.0,1.0,85.0,5.0,189.0,2.0,1.0,22.0,7.0,61.0,1.0,323.0,,0.0,15.0,19.0,1.0,22.0,1.0,555.0,16.0,16.0,4.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803315,16.0,2015-12-12 17:30:00,91,Bournemouth,Home,154.0,17.0,,3.0,3.0,3.0,,149.0,7.0,,1.0,10.0,8.0,26.0,300.0,1.0,1.0,12.0,9.0,23.0,7.0,,,1.0,,1.0,,,1.0,2.0,6.0,,,,,,,5.0,9.0,2.0,,65.0,60.0,1.0,2.0,,,14.0,,18.0,,,5.0,8.0,4.0,,8.0,3.0,62.0,76.0,,31.0,19.0,,2.0,53.0,12.0,12.0,1.0,,4.0,2.0,1.0,144.0,1.0,1.0,1.0,,1.0,9.0,,,,2.0,,,,1.0,21.0,,14.0,14.0,2.0,1.0,83.0,70.0,43.0,7.0,1.0,4.0,4.0,5.0,346.0,,,3.0,3.0,62.0,58.0,22.0,,,,,,134.0,126.0,5.0,27.0,25.0,43.5,,1.0,14.0,0.0,,,,78.0,4.0,,4.0,,,6.0,,2.0,72.0,280.0,10.0,8.0,173.0,29.0,39.0,30.0,2.0,16.0,14.0,,97.0,11.0,213.0,2.0,,23.0,14.0,50.0,1.0,370.0,1.0,0.0,11.0,27.0,1.0,17.0,2.0,597.0,10.0,14.0,5.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803323,17.0,2015-12-19 15:00:00,91,Bournemouth,Away,178.0,20.0,,3.0,3.0,2.0,,315.0,2.0,,4.0,4.0,14.0,41.0,490.0,,,24.0,13.0,11.0,11.0,2.0,,,,,,,,,13.0,1.0,,,1.0,,2.0,2.0,5.0,2.0,,74.0,48.0,1.0,1.0,1.0,2.0,14.0,5.0,5.0,,,8.0,8.0,3.0,2.0,5.0,1.0,37.0,49.0,2.0,25.0,14.0,,,50.0,9.0,12.0,,,7.0,2.0,,130.0,1.0,,,1.0,,4.0,,,1.0,,,,,,15.0,1.0,11.0,11.0,,4.0,174.0,53.0,38.0,4.0,,5.0,9.0,6.0,536.0,,,3.0,1.0,97.0,100.0,31.0,,,,,1.0,110.0,102.0,3.0,19.0,22.0,67.4,1.0,1.0,14.0,0.0,,,,174.0,1.0,,1.0,1.0,,5.0,,3.0,176.0,477.0,8.0,14.0,195.0,27.0,33.0,19.0,7.0,20.0,13.0,,206.0,4.0,377.0,,,17.0,18.0,63.0,3.0,552.0,1.0,0.0,16.0,12.0,,25.0,1.0,744.0,8.0,14.0,8.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803333,18.0,2015-12-26 15:00:00,91,Bournemouth,Home,185.0,12.0,1.0,4.0,3.0,1.0,,185.0,8.0,,7.0,6.0,16.0,23.0,366.0,1.0,,19.0,18.0,18.0,8.0,,,1.0,,1.0,1.0,,,,8.0,,,,,,,5.0,6.0,2.0,,58.0,53.0,1.0,1.0,,4.0,16.0,2.0,10.0,1.0,,8.0,7.0,3.0,,7.0,,56.0,70.0,4.0,31.0,20.0,,,53.0,10.0,13.0,,1.0,2.0,2.0,1.0,174.0,,,,,,10.0,,,,1.0,,,,,21.0,,20.0,20.0,3.0,7.0,126.0,72.0,46.0,9.0,,2.0,6.0,4.0,442.0,,,4.0,3.0,74.0,68.0,25.0,,,,,,159.0,153.0,3.0,20.0,22.0,55.2,,,16.0,0.0,,,,106.0,1.0,,,,,4.0,,3.0,81.0,349.0,6.0,8.0,212.0,25.0,37.0,25.0,8.0,20.0,12.0,,125.0,6.0,272.0,1.0,,26.0,18.0,53.0,2.0,464.0,1.0,0.0,10.0,26.0,3.0,24.0,1.0,691.0,10.0,14.0,8.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803343,19.0,2015-12-28 17:30:00,91,Bournemouth,Away,228.0,11.0,,,,2.0,,205.0,4.0,,5.0,8.0,9.0,27.0,433.0,1.0,1.0,17.0,15.0,8.0,9.0,,,,,,,,,,8.0,,,,,,,3.0,11.0,1.0,,82.0,59.0,,,,3.0,23.0,4.0,7.0,,,3.0,6.0,3.0,,8.0,4.0,48.0,46.0,3.0,24.0,14.0,,,51.0,8.0,7.0,,,1.0,,,146.0,,,,,,10.0,,,,1.0,,,,,16.0,,13.0,13.0,2.0,5.0,148.0,68.0,38.0,9.0,,3.0,6.0,3.0,493.0,,,2.0,3.0,76.0,61.0,25.0,,,,,,133.0,130.0,5.0,19.0,30.0,48.6,,1.0,23.0,0.0,,,,140.0,3.0,1.0,4.0,,,3.0,,3.0,113.0,417.0,7.0,9.0,252.0,26.0,27.0,21.0,1.0,10.0,9.0,,145.0,4.0,274.0,1.0,,18.0,11.0,59.0,1.0,516.0,2.0,0.0,10.0,20.0,2.0,18.0,0.0,696.0,14.0,11.0,3.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803353,20.0,2016-01-02 15:00:00,91,Bournemouth,Away,205.0,19.0,,,,1.0,,119.0,6.0,2.0,5.0,8.0,7.0,50.0,324.0,1.0,1.0,19.0,18.0,22.0,7.0,,,,,,,,,,8.0,,,,,,,5.0,9.0,7.0,,65.0,66.0,2.0,2.0,,2.0,20.0,5.0,9.0,,1.0,1.0,7.0,3.0,,10.0,2.0,50.0,67.0,2.0,33.0,22.0,,,46.0,5.0,8.0,,,1.0,2.0,,166.0,,,,,,20.0,,,,4.0,,,,,28.0,,17.0,17.0,,5.0,92.0,90.0,50.0,7.0,,4.0,3.0,,393.0,,,2.0,2.0,67.0,44.0,15.0,,1.0,1.0,1.0,,164.0,152.0,1.0,23.0,31.0,46.5,,,20.0,0.0,,,,103.0,1.0,1.0,2.0,1.0,,4.0,,2.0,45.0,307.0,10.0,7.0,240.0,31.0,45.0,22.0,1.0,13.0,12.0,,73.0,8.0,199.0,4.0,2.0,25.0,8.0,89.0,2.0,426.0,2.0,1.0,9.0,24.0,1.0,22.0,1.0,642.0,12.0,14.0,1.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803365,21.0,2016-01-12 19:45:00,91,Bournemouth,Home,138.0,9.0,,1.0,1.0,2.0,,174.0,3.0,1.0,6.0,6.0,12.0,20.0,311.0,,1.0,28.0,21.0,10.0,9.0,,,,,,,,,1.0,10.0,,,,,,,5.0,3.0,7.0,,55.0,57.0,2.0,2.0,,5.0,27.0,4.0,18.0,,,4.0,7.0,,,7.0,2.0,67.0,51.0,5.0,19.0,9.0,,2.0,57.0,8.0,5.0,,,,,,143.0,1.0,,,1.0,,7.0,,,1.0,,,,,,13.0,1.0,22.0,22.0,,6.0,104.0,71.0,35.0,7.0,1.0,2.0,8.0,4.0,390.0,,,1.0,4.0,75.0,77.0,20.0,,,,,,163.0,157.0,2.0,17.0,28.0,48.7,,,27.0,0.0,,,,111.0,1.0,1.0,3.0,,,3.0,,3.0,81.0,296.0,17.0,11.0,165.0,29.0,25.0,32.0,3.0,10.0,7.0,,126.0,7.0,258.0,,1.0,21.0,12.0,60.0,,413.0,1.0,0.0,11.0,18.0,1.0,31.0,1.0,638.0,18.0,18.0,4.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803377,22.0,2016-01-16 15:00:00,91,Bournemouth,Home,123.0,13.0,2.0,5.0,3.0,2.0,,143.0,,2.0,4.0,3.0,17.0,24.0,261.0,,1.0,24.0,15.0,18.0,7.0,2.0,,1.0,,1.0,,,1.0,,11.0,1.0,,,,,,4.0,6.0,4.0,,39.0,72.0,3.0,1.0,3.0,6.0,18.0,1.0,8.0,,2.0,5.0,5.0,5.0,1.0,14.0,2.0,50.0,61.0,6.0,24.0,20.0,,2.0,48.0,8.0,13.0,1.0,,3.0,2.0,1.0,148.0,2.0,,2.0,2.0,,5.0,,,2.0,3.0,,,,,20.0,,20.0,20.0,3.0,4.0,80.0,73.0,30.0,3.0,1.0,4.0,7.0,8.0,330.0,,,4.0,1.0,65.0,58.0,23.0,,,,,1.0,149.0,147.0,1.0,38.0,26.0,45.4,,1.0,18.0,0.0,,,,86.0,2.0,1.0,3.0,1.0,,6.0,1.0,3.0,68.0,254.0,9.0,11.0,147.0,25.0,26.0,20.0,4.0,16.0,12.0,,103.0,5.0,222.0,3.0,2.0,36.0,17.0,70.0,1.0,353.0,1.0,0.0,15.0,19.0,2.0,28.0,1.0,580.0,17.0,13.0,5.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803383,23.0,2016-01-23 15:00:00,91,Bournemouth,Away,182.0,13.0,1.0,5.0,4.0,4.0,,250.0,2.0,1.0,10.0,4.0,21.0,25.0,427.0,,2.0,26.0,15.0,13.0,11.0,1.0,,,,,,,,1.0,13.0,,,,,,1.0,2.0,5.0,5.0,,68.0,65.0,1.0,1.0,,3.0,22.0,3.0,6.0,,,4.0,13.0,1.0,,8.0,2.0,50.0,47.0,3.0,32.0,21.0,,,51.0,9.0,5.0,1.0,,1.0,2.0,,149.0,1.0,,1.0,1.0,,5.0,,,1.0,1.0,,,,,22.0,,25.0,25.0,2.0,11.0,141.0,72.0,42.0,3.0,,6.0,7.0,5.0,490.0,,,4.0,3.0,78.0,86.0,30.0,,,,,,142.0,139.0,3.0,25.0,23.0,57.3,,,22.0,0.0,,,,147.0,2.0,2.0,4.0,,,7.0,,3.0,110.0,418.0,11.0,13.0,199.0,22.0,35.0,19.0,4.0,20.0,16.0,,144.0,8.0,326.0,1.0,1.0,16.0,22.0,50.0,1.0,505.0,1.0,0.0,15.0,23.0,2.0,28.0,1.0,752.0,19.0,7.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803393,24.0,2016-02-02 20:00:00,91,Bournemouth,Away,130.0,16.0,,1.0,1.0,1.0,,158.0,5.0,,4.0,9.0,7.0,29.0,287.0,1.0,,21.0,21.0,11.0,4.0,,,1.0,,2.0,,,,,6.0,,,,,,,7.0,8.0,6.0,,63.0,60.0,1.0,1.0,1.0,,5.0,2.0,12.0,,,3.0,10.0,3.0,,3.0,2.0,57.0,42.0,,32.0,17.0,,,57.0,15.0,11.0,1.0,,3.0,,2.0,163.0,1.0,,,1.0,,10.0,,,2.0,3.0,,,,2.0,24.0,,10.0,10.0,1.0,4.0,74.0,80.0,40.0,5.0,1.0,1.0,4.0,4.0,357.0,,,4.0,1.0,47.0,54.0,20.0,,,,,,161.0,148.0,1.0,29.0,21.0,49.4,,,5.0,0.0,,,,86.0,1.0,1.0,2.0,,,2.0,,3.0,90.0,271.0,3.0,5.0,165.0,22.0,45.0,12.0,2.0,15.0,13.0,,128.0,6.0,236.0,3.0,,45.0,9.0,79.0,,386.0,2.0,0.0,8.0,16.0,1.0,24.0,4.0,578.0,20.0,4.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803402,25.0,2016-02-07 13:30:00,91,Bournemouth,Home,182.0,24.0,1.0,3.0,2.0,,,212.0,3.0,,5.0,3.0,8.0,34.0,391.0,,,30.0,10.0,9.0,9.0,3.0,,,,,,,,,13.0,,,,,,1.0,3.0,6.0,4.0,,61.0,72.0,,,,1.0,17.0,6.0,7.0,,1.0,7.0,13.0,9.0,,11.0,1.0,41.0,50.0,1.0,20.0,13.0,1.0,,63.0,6.0,8.0,,,2.0,2.0,,165.0,,,,,,4.0,,,,1.0,,,,1.0,16.0,,19.0,19.0,4.0,5.0,133.0,83.0,47.0,3.0,,5.0,7.0,4.0,461.0,,,3.0,1.0,73.0,81.0,38.0,,,,,,166.0,162.0,1.0,33.0,32.0,50.7,,,17.0,0.0,,,,126.0,3.0,,3.0,,,7.0,,3.0,114.0,371.0,5.0,12.0,204.0,45.0,24.0,19.0,3.0,27.0,24.0,,154.0,6.0,308.0,1.0,,18.0,8.0,62.0,3.0,485.0,,0.0,17.0,22.0,1.0,34.0,0.0,715.0,17.0,11.0,7.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803417,26.0,2016-02-13 15:00:00,91,Bournemouth,Home,193.0,18.0,2.0,5.0,3.0,1.0,,283.0,5.0,,7.0,2.0,17.0,45.0,471.0,,1.0,22.0,13.0,7.0,5.0,1.0,,,,,,,,,6.0,,,,,,2.0,5.0,4.0,7.0,,92.0,63.0,2.0,2.0,,3.0,11.0,5.0,8.0,,,9.0,14.0,4.0,,6.0,1.0,43.0,47.0,3.0,8.0,4.0,,,97.0,7.0,18.0,,,4.0,4.0,,203.0,1.0,,1.0,1.0,,7.0,,,1.0,2.0,,,,1.0,4.0,,11.0,11.0,2.0,7.0,128.0,80.0,59.0,2.0,,2.0,5.0,2.0,520.0,,,1.0,5.0,88.0,93.0,40.0,,,,,,138.0,138.0,4.0,22.0,29.0,65.7,,,11.0,0.0,,,,127.0,1.0,2.0,3.0,,,4.0,1.0,3.0,136.0,444.0,5.0,7.0,205.0,31.0,8.0,17.0,6.0,28.0,22.0,,190.0,4.0,373.0,2.0,,17.0,17.0,74.0,1.0,550.0,1.0,0.0,11.0,15.0,1.0,22.0,4.0,731.0,14.0,7.0,9.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803424,27.0,2016-02-27 15:00:00,91,Bournemouth,Away,114.0,30.0,,9.0,9.0,2.0,,153.0,6.0,1.0,3.0,7.0,11.0,38.0,258.0,,1.0,23.0,14.0,22.0,7.0,,,,,,,,,,9.0,,,,,,2.0,10.0,6.0,8.0,,51.0,56.0,1.0,1.0,,1.0,22.0,4.0,9.0,,,5.0,11.0,10.0,,7.0,1.0,52.0,67.0,1.0,36.0,24.0,,,59.0,16.0,14.0,,1.0,2.0,1.0,,138.0,,,,,,9.0,,,,2.0,,,,,26.0,,12.0,12.0,,3.0,82.0,78.0,39.0,4.0,,3.0,4.0,3.0,323.0,,,4.0,2.0,68.0,82.0,33.0,,,,,,167.0,161.0,5.0,20.0,27.0,53.1,,1.0,22.0,0.0,,,,79.0,1.0,,1.0,,,4.0,,3.0,73.0,242.0,13.0,7.0,130.0,47.0,42.0,20.0,5.0,27.0,22.0,,116.0,7.0,247.0,2.0,1.0,29.0,12.0,75.0,3.0,350.0,1.0,0.0,11.0,20.0,1.0,28.0,1.0,596.0,26.0,13.0,5.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803436,28.0,2016-03-01 19:45:00,91,Bournemouth,Home,84.0,18.0,4.0,7.0,3.0,2.0,2.0,167.0,3.0,,4.0,10.0,8.0,33.0,244.0,1.0,,17.0,27.0,20.0,5.0,,,,,1.0,,,,,6.0,,,,,,2.0,3.0,4.0,2.0,,52.0,49.0,1.0,,2.0,3.0,14.0,3.0,6.0,,,10.0,14.0,2.0,1.0,6.0,1.0,55.0,53.0,3.0,26.0,19.0,,,60.0,11.0,15.0,1.0,1.0,5.0,3.0,1.0,149.0,1.0,1.0,1.0,,1.0,7.0,,,,3.0,,,,1.0,21.0,,10.0,10.0,2.0,4.0,73.0,88.0,34.0,2.0,,1.0,5.0,4.0,306.0,,,2.0,1.0,77.0,70.0,32.0,,,,,,156.0,152.0,4.0,15.0,24.0,45.4,,,14.0,0.0,,,,62.0,1.0,,1.0,,,2.0,1.0,3.0,87.0,230.0,7.0,6.0,101.0,35.0,30.0,14.0,9.0,28.0,19.0,,125.0,5.0,263.0,3.0,1.0,33.0,8.0,74.0,1.0,336.0,1.0,0.0,9.0,12.0,,24.0,0.0,529.0,16.0,7.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803444,29.0,2016-03-05 15:00:00,91,Bournemouth,Away,165.0,20.0,1.0,3.0,2.0,,,179.0,2.0,1.0,2.0,4.0,10.0,29.0,341.0,,,25.0,12.0,24.0,11.0,1.0,,,,,,,,,12.0,,,,,,,3.0,7.0,7.0,,68.0,67.0,1.0,,1.0,2.0,21.0,7.0,15.0,,,4.0,13.0,1.0,1.0,8.0,1.0,61.0,76.0,2.0,30.0,21.0,,,59.0,8.0,14.0,1.0,,2.0,1.0,,166.0,2.0,,1.0,2.0,,8.0,,,2.0,1.0,,,,,21.0,,26.0,26.0,1.0,2.0,98.0,91.0,42.0,5.0,,4.0,10.0,5.0,419.0,,,6.0,2.0,66.0,95.0,32.0,,,,,,176.0,173.0,6.0,21.0,35.0,50.7,,1.0,21.0,0.0,,,,116.0,1.0,1.0,2.0,,,4.0,,3.0,77.0,326.0,10.0,14.0,185.0,39.0,33.0,37.0,2.0,17.0,15.0,,130.0,4.0,280.0,1.0,1.0,23.0,10.0,78.0,1.0,448.0,2.0,0.0,16.0,20.0,2.0,29.0,3.0,702.0,19.0,19.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803458,30.0,2016-03-12 15:00:00,91,Bournemouth,Home,110.0,16.0,2.0,4.0,3.0,4.0,,158.0,5.0,2.0,3.0,3.0,13.0,33.0,264.0,1.0,,26.0,12.0,16.0,6.0,1.0,,,,,,,,,8.0,,,,1.0,,2.0,5.0,8.0,5.0,,59.0,57.0,,,,3.0,25.0,2.0,12.0,,,5.0,8.0,2.0,1.0,9.0,2.0,65.0,54.0,3.0,23.0,19.0,,,59.0,12.0,11.0,1.0,,2.0,1.0,,148.0,2.0,,1.0,1.0,1.0,9.0,,,2.0,,,,,,19.0,1.0,25.0,25.0,5.0,3.0,69.0,68.0,40.0,3.0,1.0,5.0,4.0,4.0,338.0,,,1.0,3.0,76.0,71.0,19.0,,,,,,159.0,158.0,6.0,25.0,22.0,44.0,1.0,,25.0,0.0,,,,89.0,2.0,,2.0,2.0,,6.0,1.0,3.0,68.0,247.0,17.0,9.0,141.0,28.0,24.0,29.0,3.0,13.0,11.0,,111.0,7.0,237.0,,2.0,29.0,14.0,77.0,1.0,365.0,1.0,0.0,12.0,19.0,2.0,30.0,1.0,587.0,11.0,9.0,5.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,803464,31.0,2016-03-20 16:00:00,91,Bournemouth,Away,160.0,20.0,,4.0,4.0,,1.0,97.0,8.0,2.0,4.0,4.0,10.0,33.0,253.0,,,33.0,16.0,9.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,3.0,9.0,8.0,,42.0,41.0,,,,2.0,15.0,,6.0,1.0,,5.0,12.0,4.0,,8.0,3.0,48.0,60.0,2.0,26.0,16.0,1.0,,36.0,6.0,11.0,,,3.0,2.0,,131.0,,,,,,14.0,,,,,,,,,17.0,,17.0,17.0,1.0,4.0,73.0,65.0,27.0,4.0,,2.0,,,307.0,,,2.0,5.0,42.0,68.0,21.0,,,,,,149.0,146.0,1.0,19.0,16.0,37.2,,,15.0,0.0,,,,92.0,2.0,3.0,4.0,1.0,,2.0,,3.0,49.0,233.0,7.0,2.0,186.0,37.0,29.0,32.0,4.0,22.0,18.0,,78.0,5.0,174.0,,2.0,24.0,11.0,76.0,5.0,338.0,,0.0,2.0,20.0,,36.0,1.0,566.0,10.0,20.0,5.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
