season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft,attOboxOwnGoal,attPenPost,penaltySave
2009-10,284211,22.0,2010-01-17 15:00:00,5,Blackburn,Home,110.0,21.0,,2.0,2.0,12.0,,122.0,5.0,,3.0,16.0,13.0,29.0,230.0,,1.0,18.0,18.0,36.0,3.0,2.0,,,1.0,,,1.0,,,,,,,,,,2.0,9.0,7.0,,,,54.0,6.0,1.0,6.0,,3.0,5.0,3.0,2.0,13.0,2.0,61.0,66.0,6.0,31.0,18.0,,1.0,88.0,16.0,9.0,,,,,1.0,1.0,1.0,1.0,,1.0,,7.0,,,,1.0,,,,1.0,32.0,,22.0,21.0,1.0,3.0,93.0,43.0,6.0,,2.0,4.0,6.0,,,,6.0,,80.0,20.0,20.0,,,,,187.0,160.0,1.0,27.0,20.0,40.6,,,,0.0,,,,3.0,1.0,,,2.0,,4.0,,3.0,70.0,,6.0,133.0,37.0,58.0,15.0,2.0,13.0,11.0,,141.0,26.0,227.0,2.0,,44.0,17.0,64.0,3.0,347.0,,0.0,11.0,15.0,10.0,23.0,1.0,629.0,,6.0,3.0,11.0,0.0,,,,,,,,,,,,,,,
2009-10,284227,23.0,2010-01-27 20:00:00,5,Blackburn,Home,69.0,10.0,1.0,8.0,7.0,2.0,,121.0,2.0,1.0,1.0,10.0,15.0,19.0,182.0,,,20.0,20.0,21.0,8.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,4.0,7.0,,,,56.0,1.0,3.0,4.0,,5.0,9.0,3.0,,13.0,,66.0,62.0,1.0,20.0,8.0,,,84.0,20.0,14.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,7.0,,,,1.0,,,,1.0,19.0,2.0,21.0,21.0,2.0,2.0,93.0,39.0,6.0,1.0,4.0,5.0,4.0,,,,5.0,,47.0,51.0,20.0,,,,,184.0,159.0,1.0,20.0,26.0,44.5,2.0,,,0.0,,,,,1.0,,,,,6.0,,3.0,64.0,,9.0,85.0,25.0,45.0,13.0,4.0,19.0,15.0,,131.0,9.0,222.0,1.0,1.0,42.0,17.0,54.0,5.0,288.0,,0.0,13.0,24.0,1.0,28.0,3.0,557.0,,3.0,5.0,19.0,0.0,,,,,,,,,,,,,,,
2009-10,284238,24.0,2010-01-30 15:00:00,5,Blackburn,Away,59.0,12.0,,4.0,4.0,6.0,,122.0,3.0,,2.0,19.0,6.0,25.0,177.0,,,16.0,19.0,34.0,4.0,2.0,,,,1.0,,1.0,,,,,,,1.0,,,2.0,5.0,5.0,,,,40.0,3.0,3.0,5.0,,7.0,12.0,4.0,,10.0,1.0,53.0,78.0,3.0,33.0,12.0,,,100.0,17.0,17.0,,,,,1.0,,,,,,,5.0,,,,1.0,,,,3.0,23.0,1.0,14.0,14.0,2.0,2.0,80.0,32.0,10.0,,3.0,3.0,3.0,,,,4.0,,63.0,58.0,32.0,,,,,197.0,176.0,1.0,15.0,16.0,43.6,1.0,,2.0,0.0,,,,,3.0,,,,,4.0,1.0,3.0,77.0,,6.0,78.0,25.0,54.0,9.0,7.0,26.0,19.0,,162.0,25.0,255.0,1.0,,55.0,7.0,64.0,1.0,307.0,,0.0,10.0,23.0,1.0,22.0,1.0,557.0,,4.0,7.0,17.0,0.0,,,,,,,,,,,,,,,
2009-10,284247,25.0,2010-02-06 15:00:00,5,Blackburn,Away,76.0,12.0,3.0,5.0,2.0,4.0,,69.0,5.0,1.0,,6.0,9.0,14.0,140.0,,1.0,9.0,29.0,15.0,1.0,3.0,,,1.0,,,2.0,,,,1.0,,,,,,1.0,11.0,5.0,,,,34.0,4.0,4.0,5.0,1.0,7.0,4.0,4.0,,7.0,1.0,65.0,47.0,4.0,27.0,9.0,,,64.0,20.0,14.0,,1.0,,,2.0,,,,,,,9.0,,,,2.0,,,,,28.0,,4.0,4.0,1.0,,72.0,27.0,12.0,,1.0,3.0,1.0,,,,6.0,,35.0,32.0,28.0,,,,,172.0,141.0,1.0,17.0,8.0,50.7,,,4.0,0.0,,,,3.0,,,1.0,2.0,,4.0,1.0,3.0,35.0,,4.0,97.0,26.0,58.0,7.0,7.0,16.0,9.0,,94.0,10.0,162.0,3.0,1.0,33.0,11.0,55.0,2.0,243.0,,1.0,9.0,15.0,1.0,18.0,2.0,451.0,,3.0,7.0,14.0,0.0,,,,,,,,,,,,,,,
2009-10,284257,26.0,2010-02-10 20:00:00,5,Blackburn,Home,103.0,18.0,,2.0,2.0,7.0,,136.0,2.0,,1.0,11.0,11.0,28.0,237.0,,1.0,10.0,17.0,26.0,7.0,1.0,,,,,,,,,,,,,,,,4.0,4.0,3.0,,,,66.0,3.0,5.0,4.0,,6.0,11.0,6.0,1.0,10.0,1.0,53.0,63.0,3.0,17.0,8.0,,,71.0,14.0,14.0,,,,,,1.0,,,1.0,,,3.0,,,,1.0,,,,,21.0,1.0,20.0,20.0,,1.0,85.0,41.0,6.0,,3.0,6.0,6.0,,,,2.0,,64.0,44.0,33.0,,,,,202.0,179.0,9.0,24.0,27.0,56.1,,,5.0,0.0,,,,2.0,,,,2.0,,7.0,,2.0,78.0,,9.0,129.0,40.0,40.0,15.0,6.0,25.0,19.0,,139.0,17.0,246.0,1.0,,38.0,11.0,53.0,4.0,350.0,,0.0,18.0,16.0,3.0,30.0,1.0,630.0,,7.0,6.0,13.0,0.0,,,,,,,,,,,,,,,
2009-10,284262,27.0,2010-02-21 12:00:00,5,Blackburn,Home,34.0,9.0,2.0,7.0,5.0,4.0,,98.0,5.0,1.0,,6.0,4.0,17.0,125.0,,1.0,17.0,20.0,23.0,3.0,4.0,,,1.0,,,1.0,,,,,,,,,,2.0,7.0,5.0,,,,53.0,2.0,2.0,7.0,,8.0,11.0,3.0,1.0,15.0,2.0,69.0,62.0,2.0,24.0,17.0,,1.0,71.0,16.0,12.0,2.0,,,,1.0,3.0,,3.0,3.0,,,10.0,,,,,,,,1.0,32.0,1.0,20.0,19.0,2.0,1.0,88.0,29.0,3.0,,3.0,7.0,7.0,,,,3.0,,47.0,37.0,27.0,,,,,208.0,184.0,1.0,16.0,20.0,41.0,,,,0.0,,,,4.0,1.0,,,,,4.0,1.0,3.0,53.0,,10.0,60.0,25.0,48.0,17.0,6.0,24.0,18.0,,110.0,15.0,199.0,,1.0,33.0,6.0,53.0,4.0,235.0,,0.0,13.0,21.0,3.0,37.0,0.0,541.0,,5.0,8.0,12.0,0.0,,,,,,,,,,,,,,,
2009-10,284275,28.0,2010-02-28 15:00:00,5,Blackburn,Away,98.0,14.0,1.0,4.0,3.0,10.0,,113.0,3.0,1.0,1.0,9.0,6.0,24.0,207.0,,,13.0,16.0,23.0,6.0,2.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,6.0,7.0,,,,51.0,1.0,,7.0,,5.0,8.0,7.0,,15.0,,67.0,51.0,1.0,23.0,14.0,,1.0,91.0,25.0,10.0,,,,,,,,,,,,10.0,,,,3.0,,,,2.0,27.0,,28.0,25.0,1.0,1.0,109.0,34.0,4.0,1.0,4.0,4.0,8.0,,,,3.0,,53.0,42.0,35.0,,,,1.0,201.0,178.0,5.0,20.0,15.0,45.6,,,3.0,0.0,,,,1.0,,,,2.0,1.0,6.0,,3.0,65.0,,8.0,115.0,34.0,46.0,8.0,5.0,21.0,16.0,,140.0,18.0,238.0,3.0,1.0,42.0,8.0,68.0,1.0,332.0,,0.0,14.0,16.0,,20.0,5.0,587.0,,2.0,5.0,11.0,0.0,,,,,,,,,,,,,,,
2009-10,284282,29.0,2010-03-24 20:00:00,5,Blackburn,Home,61.0,3.0,2.0,4.0,2.0,7.0,,125.0,4.0,,1.0,15.0,9.0,29.0,182.0,,,12.0,19.0,30.0,3.0,2.0,,,,,,,,,,,,,,,,1.0,4.0,5.0,,,,48.0,2.0,4.0,3.0,,5.0,6.0,4.0,,11.0,1.0,57.0,59.0,2.0,27.0,14.0,,1.0,75.0,18.0,10.0,,,,,,1.0,1.0,1.0,,1.0,,9.0,,,,2.0,,,,,24.0,,17.0,17.0,2.0,1.0,94.0,38.0,6.0,2.0,1.0,5.0,3.0,,,,2.0,,51.0,59.0,19.0,,,,,188.0,169.0,,19.0,19.0,41.8,,,1.0,0.0,,,,,1.0,,,2.0,,2.0,,3.0,67.0,,6.0,84.0,18.0,46.0,12.0,5.0,15.0,10.0,,132.0,14.0,235.0,3.0,,46.0,12.0,61.0,3.0,304.0,1.0,0.0,9.0,13.0,3.0,23.0,2.0,544.0,,6.0,5.0,12.0,0.0,,,,,,,,,,,,,,,
2009-10,284299,30.0,2010-03-13 12:45:00,5,Blackburn,Away,90.0,9.0,1.0,5.0,4.0,5.0,,145.0,5.0,,3.0,13.0,10.0,19.0,230.0,,,8.0,17.0,19.0,7.0,1.0,,1.0,,,,3.0,,,,,,,,,,,11.0,5.0,,,,46.0,3.0,7.0,6.0,1.0,6.0,7.0,7.0,1.0,15.0,2.0,54.0,52.0,3.0,19.0,9.0,1.0,1.0,86.0,8.0,12.0,,1.0,,,3.0,1.0,1.0,1.0,,1.0,,10.0,,,,3.0,,,,2.0,17.0,,23.0,23.0,2.0,4.0,93.0,37.0,5.0,,4.0,5.0,1.0,,,,3.0,,58.0,32.0,34.0,,,,,182.0,170.0,,17.0,17.0,44.5,,,1.0,0.0,,,,3.0,,,,,1.0,4.0,,3.0,70.0,,9.0,106.0,28.0,31.0,14.0,5.0,20.0,15.0,,148.0,13.0,260.0,3.0,,45.0,13.0,63.0,1.0,346.0,,0.0,12.0,17.0,2.0,14.0,0.0,576.0,,4.0,6.0,13.0,0.0,,,,,,,,,,,,,,,
2009-10,284302,31.0,2010-03-21 16:00:00,5,Blackburn,Home,85.0,7.0,1.0,5.0,4.0,7.0,,103.0,9.0,,5.0,10.0,6.0,15.0,183.0,,,11.0,13.0,24.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,9.0,7.0,,,,52.0,4.0,,7.0,,3.0,6.0,4.0,,11.0,,48.0,64.0,4.0,27.0,18.0,,1.0,73.0,11.0,11.0,,,,,1.0,1.0,,1.0,1.0,,,10.0,,,,2.0,,,,1.0,32.0,,21.0,21.0,2.0,5.0,86.0,35.0,11.0,1.0,2.0,3.0,4.0,,,,6.0,,34.0,45.0,24.0,,,,,172.0,151.0,1.0,21.0,15.0,39.9,,,,0.0,,,,,2.0,,,3.0,,4.0,,3.0,55.0,,5.0,111.0,24.0,48.0,12.0,3.0,15.0,12.0,,115.0,17.0,202.0,2.0,,35.0,7.0,52.0,2.0,298.0,,0.0,8.0,24.0,2.0,16.0,0.0,552.0,,5.0,3.0,17.0,0.0,,,,,,,,,,,,,,,
2009-10,284312,32.0,2010-03-28 12:00:00,5,Blackburn,Away,57.0,11.0,2.0,6.0,4.0,4.0,,112.0,6.0,,,8.0,11.0,10.0,163.0,,3.0,15.0,13.0,15.0,7.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,3.0,1.0,4.0,,,,44.0,3.0,2.0,2.0,,2.0,4.0,3.0,,8.0,,40.0,50.0,3.0,35.0,17.0,,,66.0,13.0,15.0,,1.0,,,1.0,,,,,,,12.0,,,,1.0,,,,2.0,33.0,1.0,21.0,18.0,3.0,,85.0,31.0,7.0,1.0,4.0,4.0,4.0,,,,1.0,,55.0,40.0,28.0,,,,1.0,172.0,146.0,2.0,10.0,21.0,40.3,1.0,,,0.0,,,,,1.0,,,1.0,,7.0,,3.0,70.0,,8.0,76.0,24.0,61.0,9.0,2.0,14.0,12.0,,121.0,12.0,198.0,1.0,,31.0,11.0,38.0,6.0,260.0,,0.0,13.0,17.0,4.0,29.0,2.0,533.0,,3.0,2.0,13.0,0.0,,,,,,,,,,,,,,,
2009-10,284327,33.0,2010-04-03 15:00:00,5,Blackburn,Away,74.0,10.0,3.0,10.0,7.0,2.0,,169.0,1.0,,5.0,11.0,18.0,20.0,233.0,1.0,,27.0,11.0,12.0,11.0,3.0,,,,,,,,,,,,,,,2.0,4.0,5.0,3.0,,,,60.0,,4.0,11.0,1.0,9.0,17.0,17.0,,11.0,,51.0,50.0,,15.0,4.0,,,89.0,9.0,11.0,,,,,,,,,,,,6.0,,,,,,,,,9.0,2.0,20.0,20.0,,5.0,72.0,37.0,1.0,,7.0,7.0,5.0,,,,3.0,,74.0,65.0,42.0,,,,,180.0,172.0,4.0,19.0,31.0,49.4,2.0,,1.0,0.0,,,,1.0,1.0,,,2.0,,7.0,1.0,3.0,103.0,,14.0,90.0,32.0,23.0,18.0,9.0,50.0,41.0,,170.0,7.0,289.0,,,30.0,18.0,51.0,3.0,329.0,1.0,0.0,16.0,18.0,2.0,35.0,1.0,610.0,,9.0,9.0,15.0,0.0,,,,,,,,,,,,,,,
2009-10,284331,34.0,2010-04-11 13:30:00,5,Blackburn,Home,68.0,3.0,,,,7.0,,94.0,6.0,1.0,,13.0,7.0,13.0,162.0,,,12.0,8.0,8.0,5.0,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,7.0,9.0,,,,58.0,5.0,6.0,11.0,,1.0,3.0,,,7.0,2.0,42.0,44.0,5.0,19.0,12.0,,,91.0,12.0,12.0,,,,,1.0,,,,,,,10.0,,,,,,,,,17.0,,29.0,28.0,4.0,,88.0,31.0,7.0,,2.0,4.0,1.0,,,,5.0,,39.0,30.0,33.0,,,,,177.0,161.0,,30.0,17.0,33.6,,,,0.0,,,,4.0,,,,1.0,1.0,2.0,,3.0,53.0,,6.0,81.0,28.0,35.0,8.0,1.0,5.0,4.0,,140.0,22.0,215.0,,1.0,40.0,8.0,50.0,4.0,291.0,,0.0,9.0,20.0,2.0,20.0,1.0,524.0,,4.0,1.0,16.0,0.0,,,,,,,,,,,,,,,
2009-10,284341,35.0,2010-04-17 15:00:00,5,Blackburn,Home,54.0,7.0,,4.0,4.0,3.0,,88.0,1.0,2.0,2.0,10.0,2.0,9.0,138.0,,1.0,17.0,11.0,9.0,7.0,3.0,,,,,,1.0,,,,,,,,,,3.0,5.0,7.0,,,,30.0,1.0,9.0,10.0,,4.0,2.0,4.0,,16.0,,58.0,39.0,1.0,20.0,10.0,,,85.0,15.0,12.0,1.0,,,,1.0,2.0,,1.0,2.0,,,8.0,,,,2.0,,,,,18.0,,20.0,20.0,3.0,2.0,80.0,25.0,2.0,1.0,2.0,10.0,6.0,,,,1.0,,41.0,30.0,26.0,1.0,1.0,1.0,,174.0,162.0,,11.0,9.0,37.1,,,,0.0,,,,,2.0,,,,,4.0,2.0,3.0,48.0,,12.0,68.0,21.0,32.0,8.0,4.0,11.0,7.0,,125.0,13.0,196.0,2.0,2.0,47.0,3.0,51.0,3.0,253.0,,0.0,19.0,16.0,2.0,25.0,3.0,461.0,,2.0,4.0,12.0,0.0,,,,,,,,,,,,,,,
2009-10,284359,36.0,2010-04-24 15:00:00,5,Blackburn,Away,40.0,7.0,2.0,6.0,4.0,2.0,,112.0,4.0,,2.0,11.0,5.0,20.0,146.0,,1.0,8.0,18.0,14.0,7.0,2.0,,1.0,,,2.0,2.0,,,,,,,,1.0,1.0,2.0,10.0,5.0,,,,44.0,6.0,1.0,4.0,,4.0,7.0,8.0,1.0,9.0,1.0,44.0,49.0,6.0,30.0,19.0,,1.0,82.0,10.0,10.0,,,,,2.0,1.0,1.0,1.0,,1.0,,15.0,,,,1.0,,,,2.0,37.0,2.0,14.0,14.0,1.0,2.0,92.0,31.0,4.0,,4.0,6.0,8.0,,,,3.0,,50.0,32.0,41.0,,,,,187.0,163.0,2.0,19.0,12.0,41.0,2.0,,1.0,0.0,,,,,1.0,,,1.0,1.0,4.0,,3.0,65.0,,10.0,62.0,21.0,54.0,9.0,4.0,21.0,17.0,,126.0,9.0,212.0,3.0,,48.0,8.0,63.0,4.0,253.0,,0.0,13.0,21.0,4.0,20.0,1.0,508.0,,4.0,4.0,17.0,0.0,,,,,,,,,,,,,,,
2009-10,284361,37.0,2010-05-03 17:00:00,5,Blackburn,Home,53.0,3.0,1.0,2.0,1.0,3.0,,59.0,2.0,,,8.0,5.0,7.0,110.0,,1.0,9.0,8.0,13.0,5.0,,,1.0,1.0,,2.0,3.0,,,,,,,,,,,5.0,2.0,,,,44.0,5.0,2.0,10.0,,5.0,2.0,3.0,1.0,10.0,1.0,52.0,49.0,5.0,24.0,10.0,,1.0,60.0,20.0,15.0,,,,,3.0,2.0,1.0,1.0,1.0,1.0,,5.0,,,,1.0,,,,1.0,18.0,,29.0,29.0,1.0,,62.0,20.0,8.0,1.0,2.0,5.0,6.0,,,,2.0,,29.0,21.0,28.0,,,,,145.0,130.0,1.0,19.0,17.0,29.9,,,3.0,0.0,,,,1.0,1.0,,,,1.0,3.0,,2.0,34.0,,7.0,67.0,16.0,39.0,6.0,5.0,11.0,6.0,,96.0,12.0,143.0,1.0,,29.0,5.0,35.0,4.0,199.0,,0.0,11.0,20.0,3.0,19.0,2.0,419.0,,1.0,5.0,14.0,0.0,,,,,,,,,,,,,,,
2009-10,284371,38.0,2010-05-09 16:00:00,5,Blackburn,Away,59.0,5.0,1.0,1.0,,,,98.0,1.0,2.0,,7.0,7.0,9.0,156.0,,,10.0,14.0,14.0,5.0,2.0,,,,,,,,,,,6.0,,,,,3.0,10.0,8.0,,,,43.0,1.0,3.0,5.0,,5.0,3.0,2.0,,17.0,3.0,53.0,52.0,1.0,29.0,14.0,,,74.0,13.0,14.0,,,1.0,,,,,,,,,10.0,,,,1.0,,,,,23.0,,23.0,22.0,2.0,,70.0,20.0,11.0,,6.0,1.0,1.0,,,,4.0,,38.0,31.0,29.0,,,,,152.0,133.0,3.0,20.0,13.0,34.9,,,1.0,0.0,,,,4.0,4.0,,,,,7.0,,3.0,62.0,,7.0,76.0,16.0,48.0,7.0,5.0,10.0,5.0,,118.0,1.0,172.0,1.0,2.0,34.0,7.0,42.0,3.0,238.0,,0.0,11.0,22.0,3.0,18.0,1.0,454.0,,2.0,5.0,15.0,0.0,,,,,,,,,,,,,,,
2010-11,321658,1.0,2010-08-14 15:00:00,5,Blackburn,Home,48.0,11.0,,1.0,1.0,6.0,,60.0,1.0,,3.0,9.0,5.0,15.0,107.0,,1.0,8.0,14.0,10.0,5.0,,,,,,,,,,,,,,,,,,9.0,11.0,,,,29.0,7.0,1.0,4.0,,1.0,5.0,3.0,,7.0,,53.0,43.0,7.0,24.0,16.0,,,80.0,20.0,14.0,1.0,,,,,,,,,,,8.0,,,,3.0,,,,1.0,33.0,,20.0,17.0,1.0,3.0,79.0,26.0,3.0,,3.0,2.0,2.0,,,,8.0,,28.0,22.0,,,,,,,,,,,30.4,,,,0.0,,,,2.0,2.0,,,1.0,,4.0,,2.0,37.0,,5.0,64.0,26.0,48.0,13.0,1.0,11.0,10.0,,109.0,11.0,155.0,3.0,,44.0,6.0,55.0,3.0,208.0,,0.0,7.0,15.0,3.0,20.0,2.0,450.0,,4.0,1.0,10.0,0.0,,,23.0,2.0,2.0,1.0,157.0,9.0,1.0,19.0,10.0,,,,
2010-11,321668,2.0,2010-08-21 15:00:00,5,Blackburn,Away,51.0,14.0,2.0,5.0,3.0,4.0,1.0,105.0,3.0,,5.0,14.0,5.0,27.0,151.0,,,20.0,26.0,30.0,8.0,4.0,,,,,,,,,,,7.0,,,,1.0,2.0,5.0,8.0,,,,43.0,,4.0,1.0,,12.0,9.0,8.0,,6.0,3.0,50.0,68.0,,29.0,22.0,,,91.0,14.0,13.0,,,6.0,5.0,,1.0,1.0,1.0,,1.0,,9.0,,,,1.0,,,,,36.0,2.0,10.0,8.0,,5.0,82.0,39.0,4.0,1.0,6.0,7.0,4.0,,,,5.0,,37.0,37.0,47.0,,,,1.0,197.0,174.0,2.0,13.0,14.0,44.0,1.0,,,0.0,,,,2.0,1.0,,,,,7.0,1.0,3.0,61.0,,13.0,66.0,29.0,52.0,11.0,12.0,34.0,22.0,,131.0,14.0,221.0,1.0,,43.0,5.0,63.0,2.0,253.0,,0.0,15.0,17.0,1.0,31.0,3.0,485.0,,8.0,12.0,12.0,0.0,,1.0,29.0,1.0,2.0,,138.0,45.0,1.0,41.0,14.0,,,,
2010-11,321678,3.0,2010-08-28 12:45:00,5,Blackburn,Home,86.0,13.0,1.0,3.0,2.0,4.0,,98.0,2.0,,1.0,18.0,3.0,26.0,181.0,1.0,,14.0,16.0,14.0,6.0,1.0,,,,,,1.0,,,,,9.0,,,,,,10.0,4.0,,,,52.0,2.0,5.0,10.0,1.0,4.0,9.0,6.0,,15.0,2.0,62.0,52.0,2.0,19.0,8.0,,,91.0,9.0,6.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,7.0,,,1.0,2.0,,,,,12.0,,26.0,16.0,1.0,1.0,88.0,39.0,8.0,,4.0,4.0,3.0,,,,4.0,,30.0,39.0,30.0,,,,,190.0,177.0,3.0,24.0,20.0,35.3,,,1.0,0.0,,,,3.0,,,,1.0,,7.0,,3.0,57.0,,8.0,96.0,35.0,32.0,18.0,4.0,19.0,15.0,,133.0,12.0,204.0,2.0,,40.0,4.0,60.0,5.0,281.0,1.0,0.0,15.0,26.0,2.0,25.0,1.0,501.0,,6.0,4.0,23.0,0.0,,,40.0,2.0,1.0,1.0,146.0,47.0,,48.0,13.0,,,,
2010-11,321691,4.0,2010-09-11 15:00:00,5,Blackburn,Away,82.0,4.0,,1.0,1.0,3.0,,92.0,2.0,,,6.0,10.0,15.0,173.0,,,16.0,19.0,10.0,5.0,1.0,,,,,,,,,,,5.0,,,,,2.0,16.0,5.0,,,,50.0,4.0,2.0,14.0,2.0,1.0,4.0,5.0,,7.0,6.0,56.0,59.0,4.0,17.0,8.0,,,76.0,12.0,12.0,1.0,,1.0,1.0,,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,1.0,23.0,,15.0,14.0,3.0,,78.0,25.0,14.0,,2.0,5.0,3.0,,,,6.0,,35.0,44.0,37.0,,,,,190.0,168.0,,23.0,20.0,35.1,,,,0.0,,,,7.0,2.0,,,1.0,,4.0,,3.0,48.0,,7.0,101.0,20.0,39.0,8.0,1.0,11.0,10.0,,119.0,8.0,192.0,2.0,,36.0,10.0,55.0,,282.0,,0.0,9.0,33.0,2.0,27.0,1.0,493.0,,3.0,1.0,26.0,0.0,,,35.0,1.0,,1.0,148.0,51.0,1.0,48.0,17.0,,,,
2010-11,321698,5.0,2010-09-18 15:00:00,5,Blackburn,Home,64.0,12.0,,4.0,4.0,3.0,,116.0,1.0,2.0,,8.0,12.0,16.0,176.0,,,22.0,21.0,23.0,5.0,,,,,,,,,,,,8.0,,,,,2.0,5.0,4.0,,,,51.0,2.0,3.0,5.0,,3.0,8.0,13.0,1.0,9.0,1.0,59.0,61.0,2.0,20.0,8.0,,,93.0,19.0,10.0,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,8.0,,,,1.0,,,,2.0,12.0,,25.0,20.0,1.0,,92.0,27.0,3.0,,3.0,3.0,4.0,,,,2.0,,53.0,46.0,29.0,,,,,206.0,196.0,1.0,21.0,22.0,38.9,,,,0.0,,,,1.0,,,,3.0,,4.0,,3.0,74.0,,6.0,87.0,31.0,30.0,11.0,3.0,25.0,22.0,,153.0,10.0,241.0,2.0,3.0,52.0,13.0,60.0,4.0,303.0,2.0,0.0,11.0,24.0,2.0,29.0,0.0,520.0,,4.0,3.0,17.0,0.0,,,38.0,1.0,1.0,,162.0,52.0,1.0,51.0,13.0,,,,
2010-11,321709,6.0,2010-09-25 15:00:00,5,Blackburn,Away,64.0,10.0,,7.0,7.0,5.0,1.0,114.0,5.0,,,15.0,11.0,26.0,171.0,,1.0,22.0,17.0,23.0,9.0,3.0,,1.0,,,,,,,,,11.0,,,,1.0,4.0,10.0,5.0,,,,37.0,3.0,5.0,5.0,1.0,8.0,16.0,4.0,,16.0,3.0,57.0,54.0,3.0,23.0,11.0,,,79.0,13.0,12.0,,,2.0,2.0,,,,,,,,10.0,,,1.0,2.0,,,,2.0,28.0,1.0,15.0,12.0,1.0,,94.0,41.0,8.0,1.0,5.0,7.0,5.0,,,,5.0,,62.0,30.0,26.0,,,,,215.0,190.0,3.0,15.0,13.0,41.8,1.0,,,0.0,,,,,2.0,,,,1.0,6.0,1.0,3.0,71.0,,12.0,92.0,21.0,48.0,12.0,7.0,29.0,22.0,1.0,132.0,22.0,221.0,2.0,,43.0,12.0,65.0,3.0,284.0,,0.0,16.0,15.0,3.0,36.0,1.0,521.0,,4.0,8.0,11.0,0.0,,,41.0,1.0,1.0,,159.0,49.0,1.0,35.0,8.0,,,,
