season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickPost,attOneOnOne,contentiousDecision,goalFastbreak,attemptedTackleFoul,blockedPass,penaltySave,putThrough,successfulPutThrough
2014-15,755438,14,2014-12-02 19:45:00,52,QPR,Away,147.0,9.0,,3.0,3.0,1.0,,121.0,5.0,4.0,1.0,12.0,9.0,28.0,265.0,,,16.0,21.0,16.0,2.0,1.0,,,1.0,,1.0,,,,,3.0,,,,,,,12.0,7.0,,,68.0,61.0,1.0,1.0,,7.0,1.0,18.0,,2.0,4.0,2.0,,7.0,5.0,61.0,50.0,7.0,31.0,16.0,,1.0,57.0,12.0,8.0,,,1.0,1.0,1.0,157.0,,,,,,7.0,,,2.0,16.0,,25.0,25.0,3.0,1.0,72.0,70.0,33.0,9.0,,1.0,2.0,1.0,343.0,7.0,,,60.0,55.0,9.0,,,,,133.0,133.0,3.0,33.0,18.0,41.0,,,1.0,0.0,73.0,3.0,2.0,5.0,,,,3.0,1.0,1.0,54.0,250.0,3.0,179.0,29.0,31.0,11.0,2.0,9.0,7.0,,101.0,12.0,200.0,,4.0,32.0,9.0,66.0,,370.0,,0.0,5.0,20.0,1.0,17.0,2.0,545.0,,8.0,5.0,2.0,14.0,0.0,,,,,,7.0,14.0,,14.0,6.0
2014-15,755448,15,2014-12-06 15:00:00,52,QPR,Home,103.0,30.0,1.0,2.0,2.0,3.0,,194.0,4.0,1.0,2.0,11.0,17.0,53.0,295.0,,1.0,19.0,29.0,39.0,5.0,1.0,,,,,,,,,,9.0,,,,,,,9.0,6.0,,,61.0,63.0,3.0,2.0,1.0,1.0,4.0,8.0,,3.0,9.0,6.0,,6.0,2.0,65.0,67.0,1.0,68.0,48.0,,,78.0,12.0,11.0,1.0,,2.0,1.0,,179.0,2.0,,2.0,2.0,,10.0,2.0,1.0,1.0,48.0,,16.0,16.0,3.0,2.0,80.0,97.0,46.0,11.0,1.0,,8.0,6.0,371.0,5.0,1.0,,94.0,61.0,24.0,,,,,155.0,155.0,4.0,24.0,22.0,51.0,,,2.0,0.0,83.0,2.0,1.0,3.0,1.0,,,1.0,1.0,3.0,106.0,278.0,8.0,119.0,53.0,68.0,19.0,3.0,18.0,16.0,2.0,164.0,11.0,302.0,2.0,1.0,36.0,19.0,101.0,2.0,403.0,,1.0,11.0,13.0,1.0,22.0,1.0,631.0,,7.0,7.0,3.0,10.0,0.0,,,,,,7.0,16.0,,16.0,5.0
2014-15,755457,16,2014-12-15 20:00:00,52,QPR,Away,142.0,11.0,2.0,2.0,,2.0,,169.0,3.0,,3.0,6.0,13.0,24.0,309.0,,,26.0,15.0,15.0,10.0,1.0,,,,,,1.0,,,,11.0,,,,,,3.0,6.0,8.0,,,54.0,50.0,,,1.0,,4.0,14.0,,8.0,6.0,6.0,,13.0,2.0,69.0,56.0,,22.0,16.0,1.0,,54.0,12.0,10.0,,,3.0,2.0,,145.0,,,,,,11.0,1.0,2.0,,16.0,,7.0,7.0,1.0,3.0,104.0,79.0,41.0,1.0,,5.0,6.0,4.0,362.0,4.0,2.0,1.0,48.0,72.0,13.0,,,,,146.0,146.0,3.0,17.0,25.0,46.5,,,,0.0,88.0,1.0,2.0,3.0,,1.0,,9.0,1.0,2.0,72.0,293.0,11.0,163.0,28.0,22.0,30.0,6.0,20.0,14.0,1.0,105.0,5.0,248.0,2.0,,23.0,13.0,62.0,4.0,391.0,,0.0,17.0,21.0,,28.0,1.0,610.0,,7.0,12.0,8.0,14.0,0.0,,,,,,5.0,21.0,,21.0,13.0
2014-15,755468,17,2014-12-20 15:00:00,52,QPR,Home,85.0,19.0,2.0,3.0,1.0,2.0,,140.0,4.0,1.0,2.0,13.0,9.0,38.0,222.0,,1.0,16.0,23.0,30.0,8.0,2.0,,,,,,,,,,10.0,1.0,,,,,2.0,11.0,5.0,,,42.0,66.0,4.0,2.0,3.0,7.0,8.0,2.0,,5.0,6.0,5.0,,9.0,1.0,50.0,50.0,7.0,64.0,41.0,,,72.0,16.0,8.0,3.0,,1.0,,,151.0,2.0,1.0,2.0,,2.0,8.0,,2.0,2.0,41.0,1.0,18.0,18.0,2.0,2.0,73.0,90.0,47.0,11.0,,1.0,11.0,7.0,315.0,4.0,2.0,,63.0,38.0,15.0,,,,1.0,165.0,165.0,4.0,19.0,34.0,43.4,,,1.0,0.0,71.0,2.0,2.0,4.0,,,,2.0,,3.0,66.0,212.0,12.0,109.0,35.0,64.0,8.0,5.0,16.0,11.0,,121.0,12.0,244.0,2.0,2.0,35.0,12.0,85.0,4.0,337.0,,0.0,17.0,9.0,1.0,21.0,1.0,565.0,,13.0,4.0,5.0,8.0,0.0,,,,1.0,,5.0,23.0,,23.0,13.0
2014-15,755473,18,2014-12-26 17:30:00,52,QPR,Away,162.0,19.0,2.0,3.0,1.0,,,167.0,5.0,1.0,1.0,8.0,4.0,33.0,326.0,,,12.0,20.0,16.0,8.0,1.0,,,1.0,,1.0,,,,,12.0,1.0,,,,,1.0,9.0,6.0,,,50.0,80.0,,,1.0,3.0,8.0,21.0,,2.0,10.0,6.0,,10.0,2.0,70.0,52.0,3.0,20.0,9.0,1.0,,53.0,15.0,6.0,1.0,,2.0,,1.0,151.0,,,,,,8.0,,,,9.0,,21.0,21.0,6.0,1.0,117.0,66.0,30.0,6.0,,3.0,6.0,2.0,401.0,3.0,2.0,,48.0,58.0,19.0,,1.0,1.0,1.0,147.0,147.0,3.0,43.0,30.0,44.1,,,1.0,0.0,104.0,2.0,1.0,3.0,,,,6.0,1.0,3.0,84.0,314.0,9.0,189.0,40.0,20.0,9.0,2.0,18.0,16.0,1.0,120.0,7.0,251.0,,1.0,33.0,5.0,79.0,,422.0,,0.0,16.0,26.0,,17.0,4.0,607.0,,14.0,4.0,2.0,20.0,0.0,,,,1.0,,7.0,20.0,1.0,20.0,10.0
2014-15,755488,19,2014-12-28 15:00:00,52,QPR,Home,111.0,20.0,5.0,6.0,1.0,6.0,,128.0,4.0,,7.0,14.0,15.0,35.0,233.0,,,18.0,33.0,18.0,2.0,5.0,,,,,1.0,,,,,3.0,,,,,,1.0,4.0,6.0,,,48.0,69.0,,,,3.0,6.0,10.0,,9.0,10.0,7.0,,15.0,1.0,71.0,66.0,3.0,31.0,19.0,,,67.0,11.0,17.0,,,4.0,2.0,1.0,194.0,,,,,,11.0,,2.0,2.0,19.0,,24.0,24.0,4.0,7.0,86.0,101.0,42.0,4.0,,,7.0,3.0,351.0,1.0,3.0,,60.0,66.0,29.0,,,,,217.0,217.0,1.0,35.0,18.0,53.9,,,,0.0,52.0,1.0,2.0,3.0,,2.0,,2.0,2.0,2.0,50.0,224.0,7.0,147.0,50.0,31.0,7.0,9.0,28.0,19.0,,113.0,16.0,261.0,2.0,,60.0,18.0,108.0,1.0,380.0,,0.0,11.0,29.0,,27.0,2.0,619.0,,16.0,3.0,9.0,21.0,0.0,,,,,,2.0,19.0,,19.0,8.0
2014-15,755498,20,2015-01-01 15:00:00,52,QPR,Home,78.0,16.0,2.0,9.0,7.0,6.0,,166.0,7.0,1.0,,14.0,9.0,41.0,235.0,,1.0,13.0,25.0,36.0,15.0,1.0,1.0,,,,,,,,,21.0,,,,,2.0,1.0,15.0,10.0,,,43.0,66.0,6.0,7.0,,,10.0,10.0,1.0,4.0,10.0,8.0,,8.0,2.0,65.0,62.0,,28.0,21.0,,1.0,82.0,22.0,5.0,,,,,,166.0,,,,,,14.0,1.0,2.0,2.0,21.0,2.0,16.0,16.0,1.0,,81.0,102.0,55.0,9.0,1.0,7.0,9.0,6.0,336.0,9.0,,,63.0,58.0,24.0,,,,,185.0,185.0,3.0,15.0,39.0,41.4,2.0,,,0.0,75.0,3.0,2.0,4.0,,,1.0,8.0,2.0,1.0,70.0,220.0,16.0,100.0,35.0,28.0,10.0,4.0,22.0,18.0,1.0,145.0,23.0,287.0,2.0,2.0,48.0,10.0,100.0,3.0,365.0,,0.0,24.0,18.0,1.0,22.0,4.0,572.0,,18.0,6.0,4.0,15.0,0.0,,,,,,7.0,19.0,,19.0,12.0
2014-15,755504,21,2015-01-10 15:00:00,52,QPR,Away,101.0,14.0,2.0,5.0,3.0,6.0,1.0,182.0,2.0,1.0,4.0,13.0,13.0,39.0,278.0,1.0,,31.0,27.0,10.0,10.0,3.0,,,,,,,,,,11.0,1.0,,,,1.0,2.0,14.0,4.0,,,57.0,49.0,1.0,1.0,1.0,2.0,5.0,5.0,,6.0,13.0,6.0,,12.0,3.0,53.0,43.0,2.0,44.0,26.0,,1.0,66.0,9.0,13.0,1.0,,3.0,1.0,,173.0,,,,,,12.0,,1.0,1.0,26.0,1.0,7.0,7.0,,4.0,77.0,100.0,46.0,10.0,,4.0,9.0,7.0,359.0,6.0,5.0,,81.0,47.0,22.0,,,,1.0,176.0,176.0,1.0,19.0,14.0,55.2,1.0,,1.0,0.0,85.0,5.0,,5.0,,2.0,,5.0,1.0,3.0,87.0,265.0,13.0,128.0,34.0,44.0,10.0,4.0,24.0,20.0,,132.0,11.0,288.0,1.0,1.0,43.0,13.0,94.0,2.0,392.0,1.0,0.0,17.0,15.0,,38.0,2.0,621.0,,14.0,7.0,6.0,15.0,0.0,,,,,,4.0,10.0,,10.0,4.0
2014-15,755519,22,2015-01-17 15:00:00,52,QPR,Home,99.0,18.0,1.0,4.0,3.0,7.0,2.0,141.0,2.0,,3.0,14.0,12.0,40.0,236.0,,,15.0,20.0,13.0,10.0,1.0,1.0,,,,,,1.0,,,14.0,,,,,,2.0,7.0,5.0,,,51.0,69.0,,,,5.0,4.0,9.0,,3.0,4.0,10.0,,17.0,3.0,59.0,52.0,5.0,41.0,26.0,,1.0,71.0,12.0,9.0,,1.0,2.0,2.0,,169.0,,,,,,4.0,,1.0,,26.0,,16.0,16.0,2.0,3.0,73.0,87.0,38.0,3.0,,6.0,5.0,4.0,341.0,3.0,,,38.0,68.0,20.0,,,,,178.0,178.0,2.0,29.0,28.0,38.3,,,,0.0,65.0,4.0,1.0,5.0,,,1.0,10.0,,3.0,69.0,226.0,11.0,125.0,40.0,41.0,13.0,3.0,19.0,16.0,2.0,132.0,14.0,252.0,1.0,,46.0,13.0,88.0,1.0,358.0,,0.0,18.0,20.0,,23.0,3.0,580.0,,12.0,11.0,3.0,12.0,0.0,,,,,,5.0,18.0,,18.0,9.0
2014-15,755530,23,2015-01-31 15:00:00,52,QPR,Away,106.0,8.0,1.0,3.0,2.0,1.0,1.0,146.0,7.0,,2.0,10.0,8.0,28.0,249.0,,,10.0,23.0,17.0,7.0,1.0,,,1.0,2.0,3.0,,,,,8.0,,,,,,3.0,7.0,8.0,,,55.0,45.0,1.0,1.0,1.0,2.0,4.0,9.0,,5.0,1.0,6.0,,14.0,1.0,64.0,61.0,2.0,36.0,31.0,2.0,,54.0,12.0,9.0,,1.0,6.0,2.0,3.0,154.0,,,,,,15.0,1.0,1.0,,31.0,1.0,11.0,11.0,1.0,2.0,69.0,71.0,31.0,3.0,1.0,4.0,4.0,4.0,321.0,1.0,,,46.0,41.0,17.0,,,,,153.0,153.0,1.0,14.0,20.0,48.5,,,,0.0,74.0,,,,,1.0,,6.0,1.0,3.0,50.0,233.0,8.0,133.0,25.0,36.0,21.0,5.0,14.0,9.0,,96.0,8.0,233.0,1.0,,31.0,8.0,74.0,2.0,352.0,,0.0,14.0,23.0,,12.0,2.0,547.0,,12.0,13.0,5.0,15.0,0.0,,,,,,9.0,8.0,,8.0,3.0
2014-15,755539,24,2015-02-07 15:00:00,52,QPR,Home,104.0,22.0,2.0,7.0,5.0,3.0,1.0,160.0,7.0,3.0,4.0,7.0,3.0,31.0,257.0,,,19.0,18.0,19.0,7.0,2.0,,,,,,,,,,7.0,,,,,,2.0,7.0,9.0,7.0,5.0,44.0,57.0,1.0,1.0,,2.0,3.0,9.0,,3.0,8.0,5.0,,14.0,3.0,60.0,67.0,2.0,42.0,20.0,,1.0,72.0,13.0,15.0,,,3.0,3.0,,179.0,,,,,,12.0,,2.0,,20.0,,6.0,6.0,2.0,4.0,89.0,93.0,41.0,4.0,,4.0,5.0,3.0,346.0,3.0,3.0,,48.0,84.0,37.0,,,,,182.0,182.0,,22.0,21.0,45.9,,,,0.0,70.0,1.0,3.0,4.0,,,,6.0,,3.0,76.0,239.0,9.0,125.0,47.0,42.0,21.0,3.0,19.0,16.0,,136.0,10.0,276.0,2.0,4.0,33.0,4.0,86.0,2.0,382.0,,0.0,12.0,20.0,,22.0,2.0,608.0,19.0,16.0,14.0,3.0,15.0,0.0,3.0,,,,,6.0,11.0,,11.0,8.0
2014-15,755552,25,2015-02-10 19:45:00,52,QPR,Away,140.0,18.0,1.0,8.0,7.0,1.0,1.0,208.0,3.0,,1.0,9.0,9.0,34.0,340.0,1.0,,15.0,11.0,14.0,14.0,2.0,,,,,1.0,,,,,14.0,,,,1.0,,3.0,11.0,7.0,,,80.0,75.0,1.0,,1.0,3.0,7.0,19.0,,4.0,6.0,6.0,,16.0,2.0,59.0,63.0,3.0,36.0,14.0,,,56.0,12.0,8.0,1.0,,2.0,1.0,1.0,166.0,2.0,,2.0,2.0,,5.0,2.0,1.0,,14.0,1.0,14.0,14.0,1.0,1.0,99.0,83.0,41.0,8.0,1.0,8.0,10.0,4.0,415.0,8.0,2.0,,47.0,59.0,19.0,,,,,139.0,139.0,4.0,27.0,36.0,47.3,1.0,,,0.0,90.0,2.0,4.0,6.0,,,,8.0,,3.0,92.0,329.0,18.0,162.0,32.0,36.0,16.0,4.0,17.0,13.0,,126.0,8.0,290.0,1.0,,23.0,11.0,70.0,2.0,435.0,1.0,0.0,19.0,28.0,,21.0,3.0,659.0,,7.0,14.0,4.0,22.0,0.0,,,,,,6.0,12.0,,12.0,5.0
2014-15,755557,26,2015-02-21 15:00:00,52,QPR,Away,106.0,20.0,1.0,7.0,6.0,,1.0,128.0,5.0,,5.0,11.0,12.0,39.0,227.0,,,17.0,36.0,20.0,3.0,2.0,,,,,,,,,,5.0,,,,,,2.0,11.0,5.0,4.0,4.0,61.0,53.0,,,,2.0,2.0,4.0,,7.0,4.0,6.0,,11.0,1.0,73.0,59.0,2.0,32.0,16.0,1.0,,63.0,16.0,17.0,1.0,,2.0,5.0,,143.0,1.0,,1.0,1.0,,10.0,1.0,4.0,,16.0,,11.0,11.0,1.0,5.0,60.0,88.0,38.0,5.0,,1.0,5.0,3.0,286.0,2.0,1.0,,34.0,81.0,26.0,,,,,151.0,151.0,3.0,24.0,17.0,45.7,,,,0.0,60.0,3.0,1.0,4.0,,1.0,,3.0,,3.0,46.0,210.0,6.0,125.0,30.0,32.0,18.0,7.0,22.0,15.0,,94.0,7.0,221.0,5.0,,49.0,14.0,92.0,3.0,324.0,,1.0,8.0,12.0,,23.0,4.0,526.0,13.0,11.0,11.0,7.0,7.0,0.0,1.0,,,,,7.0,9.0,,9.0,6.0
2014-15,755569,27,2015-03-07 15:00:00,52,QPR,Home,64.0,14.0,,5.0,5.0,2.0,1.0,89.0,7.0,1.0,2.0,14.0,3.0,34.0,148.0,,2.0,19.0,24.0,21.0,12.0,1.0,,,,,,,,,,15.0,,,2.0,,,2.0,8.0,5.0,,,28.0,50.0,1.0,2.0,,7.0,6.0,9.0,1.0,3.0,7.0,7.0,,21.0,2.0,71.0,62.0,7.0,39.0,23.0,1.0,1.0,61.0,15.0,10.0,,,1.0,4.0,,148.0,1.0,,1.0,1.0,,10.0,1.0,3.0,,23.0,2.0,6.0,6.0,,2.0,52.0,86.0,36.0,5.0,1.0,4.0,10.0,6.0,236.0,2.0,,,40.0,40.0,36.0,,,,,184.0,184.0,3.0,30.0,6.0,37.5,2.0,,,0.0,38.0,4.0,,3.0,,3.0,,5.0,1.0,3.0,50.0,131.0,14.0,86.0,29.0,39.0,8.0,3.0,21.0,18.0,,101.0,24.0,201.0,3.0,1.0,44.0,3.0,83.0,3.0,266.0,,0.0,17.0,27.0,2.0,35.0,1.0,498.0,,7.0,5.0,3.0,20.0,0.0,,,1.0,1.0,,7.0,18.0,,18.0,10.0
2014-15,755576,28,2015-03-04 19:45:00,52,QPR,Home,106.0,19.0,,3.0,3.0,6.0,,167.0,5.0,2.0,3.0,12.0,11.0,40.0,270.0,,,16.0,44.0,20.0,4.0,,,,,,,,,,,9.0,,,,,,1.0,15.0,5.0,,,54.0,78.0,,,,4.0,3.0,28.0,,1.0,7.0,14.0,,11.0,6.0,100.0,57.0,4.0,22.0,11.0,,,85.0,10.0,8.0,1.0,1.0,1.0,2.0,,163.0,1.0,,,1.0,,6.0,1.0,2.0,2.0,11.0,,34.0,34.0,5.0,3.0,88.0,95.0,46.0,6.0,,1.0,4.0,3.0,360.0,6.0,1.0,,44.0,74.0,25.0,,,,,189.0,189.0,5.0,28.0,31.0,43.2,,,,0.0,81.0,5.0,2.0,7.0,,1.0,,4.0,,3.0,86.0,256.0,5.0,123.0,33.0,22.0,20.0,1.0,24.0,23.0,,148.0,27.0,287.0,2.0,2.0,44.0,14.0,89.0,5.0,386.0,,0.0,10.0,18.0,,28.0,2.0,620.0,,13.0,11.0,1.0,16.0,0.0,,,,,,4.0,21.0,,21.0,12.0
2014-15,755586,29,2015-03-14 12:45:00,52,QPR,Away,106.0,6.0,1.0,2.0,1.0,8.0,,177.0,4.0,,1.0,9.0,7.0,25.0,281.0,,,24.0,27.0,25.0,8.0,1.0,,,,1.0,1.0,,1.0,,,6.0,,,,,,1.0,12.0,3.0,,,52.0,59.0,,,,10.0,2.0,6.0,,3.0,6.0,6.0,,14.0,,68.0,68.0,10.0,35.0,26.0,1.0,,72.0,16.0,16.0,,,5.0,4.0,1.0,178.0,,,,,,6.0,1.0,,2.0,26.0,,19.0,19.0,3.0,1.0,83.0,90.0,47.0,7.0,1.0,4.0,5.0,4.0,353.0,4.0,,,88.0,47.0,21.0,,,,,167.0,167.0,3.0,25.0,28.0,56.5,,,,0.0,69.0,,1.0,1.0,,,,5.0,,3.0,67.0,261.0,9.0,121.0,19.0,35.0,19.0,3.0,19.0,16.0,,123.0,19.0,280.0,,,35.0,9.0,62.0,,382.0,,0.0,11.0,18.0,1.0,33.0,3.0,623.0,,18.0,11.0,3.0,16.0,0.0,,,,,,3.0,25.0,,25.0,15.0
2014-15,755598,30,2015-03-22 16:00:00,52,QPR,Home,83.0,25.0,1.0,7.0,6.0,6.0,,210.0,1.0,2.0,,12.0,10.0,42.0,286.0,,,27.0,31.0,30.0,8.0,1.0,,,,,,,,,,11.0,,,2.0,,,1.0,6.0,2.0,,,44.0,78.0,2.0,1.0,1.0,3.0,5.0,3.0,,1.0,11.0,19.0,,16.0,,66.0,69.0,3.0,40.0,22.0,,,93.0,11.0,11.0,,,3.0,4.0,,170.0,1.0,,,,1.0,4.0,,,,22.0,2.0,19.0,19.0,1.0,,87.0,86.0,45.0,3.0,,5.0,5.0,1.0,390.0,3.0,2.0,,72.0,75.0,40.0,,,,,209.0,209.0,5.0,35.0,31.0,52.3,2.0,,,0.0,112.0,1.0,,1.0,,1.0,,8.0,1.0,3.0,118.0,275.0,10.0,108.0,47.0,40.0,12.0,1.0,35.0,34.0,,191.0,21.0,340.0,,2.0,34.0,11.0,84.0,4.0,413.0,,0.0,14.0,22.0,1.0,32.0,2.0,677.0,,22.0,7.0,1.0,18.0,0.0,,,,,,5.0,21.0,,21.0,16.0
2014-15,755612,31,2015-04-04 15:00:00,52,QPR,Away,124.0,11.0,2.0,3.0,1.0,4.0,,149.0,8.0,1.0,2.0,15.0,2.0,45.0,270.0,,,11.0,28.0,17.0,4.0,1.0,,,,1.0,1.0,,,,,9.0,,,,,,,13.0,8.0,,,53.0,57.0,1.0,,2.0,3.0,3.0,8.0,,4.0,3.0,4.0,,10.0,1.0,62.0,46.0,3.0,50.0,31.0,,,59.0,15.0,5.0,2.0,,1.0,,1.0,164.0,3.0,,,2.0,1.0,15.0,3.0,4.0,,31.0,,15.0,15.0,1.0,2.0,92.0,96.0,39.0,2.0,2.0,2.0,6.0,7.0,350.0,4.0,1.0,,58.0,67.0,15.0,,,,,158.0,158.0,5.0,22.0,16.0,45.0,,,1.0,0.0,79.0,3.0,2.0,5.0,,,,2.0,,3.0,75.0,252.0,8.0,150.0,22.0,50.0,11.0,3.0,10.0,7.0,,122.0,13.0,248.0,4.0,1.0,47.0,2.0,100.0,3.0,388.0,3.0,0.0,12.0,16.0,,15.0,3.0,587.0,,12.0,8.0,4.0,10.0,0.0,,,,2.0,,6.0,19.0,,19.0,8.0
2014-15,755616,32,2015-04-12 13:30:00,52,QPR,Home,80.0,12.0,1.0,3.0,2.0,3.0,,94.0,2.0,1.0,1.0,10.0,5.0,30.0,171.0,,,15.0,34.0,21.0,11.0,1.0,,,,,,,,,,11.0,,,,,,1.0,5.0,4.0,,,49.0,70.0,1.0,1.0,,3.0,6.0,11.0,,5.0,6.0,11.0,,13.0,,73.0,56.0,3.0,45.0,21.0,1.0,,86.0,12.0,6.0,,1.0,,1.0,,159.0,,,,,,8.0,,1.0,,21.0,,17.0,17.0,1.0,1.0,40.0,84.0,15.0,6.0,,4.0,8.0,4.0,280.0,2.0,1.0,,25.0,82.0,23.0,,,,,199.0,199.0,5.0,21.0,34.0,39.9,,,,0.0,56.0,,,,,1.0,,5.0,,3.0,53.0,165.0,12.0,103.0,30.0,45.0,9.0,5.0,23.0,18.0,,118.0,12.0,224.0,1.0,1.0,46.0,8.0,90.0,4.0,304.0,,0.0,15.0,25.0,,30.0,2.0,527.0,,8.0,5.0,5.0,18.0,0.0,,,,,,8.0,21.0,,21.0,12.0
2014-15,755624,33,2015-04-07 19:45:00,52,QPR,Away,83.0,12.0,3.0,5.0,2.0,3.0,,88.0,3.0,1.0,,14.0,6.0,34.0,166.0,,,19.0,30.0,30.0,5.0,3.0,,,,,,,,,,5.0,,,,,,,13.0,8.0,,,38.0,55.0,2.0,,2.0,3.0,3.0,12.0,,3.0,9.0,5.0,1.0,10.0,1.0,67.0,70.0,3.0,64.0,46.0,,1.0,65.0,12.0,8.0,1.0,,2.0,2.0,,137.0,3.0,1.0,3.0,2.0,1.0,7.0,2.0,,1.0,46.0,,11.0,11.0,4.0,1.0,38.0,64.0,27.0,7.0,1.0,3.0,8.0,5.0,234.0,5.0,2.0,,28.0,64.0,17.0,,,,,151.0,151.0,3.0,22.0,22.0,36.2,,,,0.0,46.0,2.0,2.0,4.0,,,,3.0,,3.0,37.0,153.0,11.0,102.0,29.0,64.0,11.0,3.0,19.0,16.0,,84.0,11.0,176.0,,1.0,33.0,6.0,72.0,2.0,259.0,,0.0,11.0,27.0,,28.0,4.0,496.0,,15.0,6.0,3.0,20.0,0.0,,,,,,6.0,16.0,,16.0,7.0
2014-15,755639,34,2015-04-25 15:00:00,52,QPR,Home,55.0,19.0,4.0,10.0,6.0,3.0,,138.0,4.0,1.0,2.0,18.0,6.0,41.0,183.0,,,15.0,27.0,34.0,11.0,4.0,2.0,,,,,,,,,12.0,,1.0,,,,2.0,4.0,4.0,,,31.0,41.0,1.0,2.0,,4.0,5.0,3.0,,6.0,10.0,9.0,,12.0,2.0,60.0,62.0,4.0,39.0,30.0,,,60.0,14.0,10.0,,,3.0,1.0,,162.0,,,,,,14.0,,1.0,1.0,30.0,,11.0,11.0,1.0,2.0,47.0,84.0,37.0,6.0,,5.0,10.0,7.0,275.0,1.0,3.0,,25.0,71.0,40.0,,,,1.0,189.0,189.0,5.0,17.0,14.0,53.8,,,,0.0,65.0,,2.0,2.0,,2.0,2.0,6.0,,2.0,79.0,171.0,15.0,83.0,36.0,39.0,12.0,5.0,25.0,20.0,2.0,131.0,14.0,247.0,1.0,1.0,46.0,6.0,99.0,3.0,305.0,,0.0,18.0,14.0,,26.0,1.0,522.0,,15.0,4.0,6.0,9.0,0.0,,,,,,4.0,15.0,,15.0,10.0
2014-15,755647,35,2015-05-02 15:00:00,52,QPR,Away,72.0,5.0,2.0,4.0,2.0,,1.0,107.0,5.0,1.0,3.0,15.0,1.0,32.0,175.0,,,13.0,16.0,22.0,4.0,,,,,,,,,,,4.0,,,,,,3.0,11.0,14.0,,,34.0,53.0,,,,5.0,1.0,7.0,,6.0,8.0,3.0,,16.0,4.0,63.0,58.0,5.0,22.0,13.0,,1.0,56.0,18.0,9.0,1.0,,4.0,3.0,,136.0,1.0,1.0,1.0,,1.0,15.0,,,2.0,13.0,,6.0,6.0,,4.0,55.0,78.0,33.0,9.0,,3.0,2.0,2.0,256.0,7.0,2.0,,41.0,50.0,16.0,,1.0,1.0,,170.0,170.0,5.0,21.0,20.0,37.9,,,,0.0,59.0,4.0,2.0,6.0,1.0,1.0,,7.0,,2.0,46.0,163.0,5.0,104.0,13.0,22.0,15.0,6.0,20.0,14.0,,90.0,10.0,200.0,,1.0,52.0,1.0,92.0,3.0,284.0,,1.0,10.0,21.0,,22.0,3.0,482.0,,6.0,7.0,6.0,16.0,0.0,,,,,,9.0,25.0,1.0,25.0,15.0
