season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickTarget,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,ownGoals,secondYellow,attFreekickPost,attObxdLeft,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,totalDistance,attFreekickGoal,attLgRight,keeperGoals,winningGoal
2022-23,2292919,11.0,2022-10-15 15:00:00,17,Nott'm Forest,Away,147.0,16.0,1.0,3.0,2.0,1.0,1.0,81.0,3.0,,5.0,3.0,5.0,22.0,225.0,,,15.0,9.0,17.0,4.0,1.0,1.0,,1.0,1.0,,6.0,,1.0,,,,1.0,5.0,8.0,1.0,6.0,4.0,,44.0,51.0,,1.0,,1.0,12.0,2.0,3.0,,1.0,5.0,3.0,5.0,,11.0,,40.0,56.0,1.0,21.0,9.0,,,19.0,46.0,13.0,16.0,,,4.0,2.0,1.0,134.0,,,,,,,8.0,,,,1.0,,,,2.0,9.0,,7.0,7.0,,5.0,71.0,64.0,28.0,4.0,,3.0,2.0,2.0,284.0,,,1.0,1.0,40.0,24.0,25.0,1.0,1.0,1.0,,1.0,138.0,138.0,2.0,17.0,22.0,42.0,,,,,12.0,0.0,,,,64.0,,1.0,1.0,,,6.0,,,4.0,12.0,37.0,208.0,5.0,5.0,172.0,37.0,21.0,13.0,5.0,15.0,10.0,,76.0,8.0,156.0,1.0,,15.0,5.0,57.0,1.0,313.0,,0.0,10.0,16.0,,19.0,2.0,482.0,16.0,15.0,7.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292923,12.0,2022-10-18 19:30:00,17,Nott'm Forest,Away,122.0,13.0,,1.0,1.0,,,55.0,9.0,,9.0,3.0,4.0,12.0,176.0,,,16.0,16.0,15.0,3.0,,1.0,1.0,,,,2.0,,,,,,,5.0,14.0,5.0,3.0,,,41.0,43.0,,,,2.0,21.0,,2.0,,,1.0,5.0,,,6.0,3.0,42.0,42.0,2.0,24.0,12.0,,,19.0,38.0,14.0,10.0,,,,1.0,,126.0,,,,,,,13.0,,,,2.0,,,,1.0,12.0,,9.0,9.0,,9.0,47.0,43.0,13.0,9.0,,3.0,,,236.0,,,5.0,2.0,33.0,39.0,13.0,,,,,,121.0,121.0,4.0,15.0,12.0,29.7,,,,3.0,21.0,0.0,,,,46.0,6.0,1.0,7.0,,1.0,3.0,,,5.0,11.0,31.0,159.0,8.0,3.0,150.0,39.0,24.0,9.0,1.0,7.0,6.0,1.0,62.0,5.0,117.0,2.0,,17.0,4.0,44.0,,260.0,,0.0,3.0,13.0,,20.0,1.0,435.0,6.0,14.0,4.0,1.0,8.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292935,13.0,2022-10-22 12:30:00,17,Nott'm Forest,Home,93.0,7.0,,1.0,1.0,2.0,,53.0,7.0,,5.0,,1.0,11.0,145.0,,,6.0,11.0,11.0,9.0,,,3.0,,,,8.0,,,,,1.0,2.0,9.0,14.0,1.0,6.0,4.0,,24.0,64.0,4.0,4.0,1.0,2.0,14.0,2.0,6.0,,,2.0,3.0,2.0,,9.0,3.0,44.0,46.0,2.0,38.0,19.0,,,32.0,40.0,14.0,8.0,1.0,,1.0,1.0,,115.0,,,,,,,11.0,,,,,,,,1.0,19.0,1.0,8.0,8.0,1.0,5.0,44.0,55.0,15.0,11.0,,1.0,8.0,7.0,207.0,,,1.0,,31.0,28.0,14.0,,,,,,130.0,130.0,3.0,31.0,24.0,24.8,1.0,,,,20.0,0.0,,,,44.0,6.0,1.0,7.0,,3.0,1.0,,,4.0,17.0,35.0,134.0,14.0,9.0,114.0,18.0,38.0,13.0,2.0,8.0,6.0,3.0,65.0,5.0,121.0,,,17.0,1.0,43.0,3.0,227.0,,0.0,10.0,19.0,,13.0,2.0,427.0,11.0,17.0,8.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292941,14.0,2022-10-30 14:00:00,17,Nott'm Forest,Away,140.0,14.0,2.0,3.0,1.0,2.0,1.0,70.0,10.0,,4.0,3.0,,24.0,207.0,,,12.0,10.0,13.0,1.0,1.0,1.0,,,,,4.0,,,,,,,4.0,18.0,6.0,2.0,3.0,,44.0,44.0,,,,,16.0,1.0,1.0,1.0,,4.0,3.0,2.0,,6.0,2.0,32.0,51.0,,30.0,19.0,,1.0,21.0,34.0,8.0,9.0,,,1.0,2.0,,108.0,,,,,,,11.0,,,,,,,,1.0,19.0,,5.0,5.0,2.0,4.0,62.0,48.0,23.0,9.0,,1.0,1.0,2.0,250.0,,,10.0,,29.0,34.0,15.0,,,,,,109.0,109.0,6.0,25.0,8.0,30.9,,,,,16.0,0.0,,,,61.0,5.0,,4.0,3.0,,2.0,,,5.0,10.0,35.0,184.0,10.0,2.0,162.0,33.0,30.0,12.0,4.0,11.0,7.0,,66.0,8.0,124.0,,,11.0,1.0,52.0,2.0,275.0,,0.0,5.0,25.0,,14.0,1.0,453.0,15.0,15.0,4.0,4.0,14.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292955,15.0,2022-11-05 15:00:00,17,Nott'm Forest,Home,144.0,21.0,,4.0,4.0,5.0,1.0,177.0,3.0,,2.0,4.0,1.0,29.0,317.0,,1.0,23.0,14.0,16.0,7.0,2.0,1.0,1.0,,,,13.0,,,,,,1.0,6.0,4.0,2.0,9.0,6.0,,65.0,58.0,2.0,3.0,,3.0,17.0,2.0,4.0,,,3.0,11.0,9.0,,10.0,,40.0,54.0,3.0,17.0,10.0,,,17.0,65.0,10.0,10.0,,2.0,2.0,2.0,,162.0,1.0,,,1.0,,,7.0,,,1.0,,,,,,10.0,,5.0,5.0,1.0,2.0,104.0,82.0,40.0,3.0,1.0,3.0,7.0,7.0,398.0,,,1.0,2.0,70.0,67.0,31.0,1.0,1.0,1.0,,,163.0,163.0,5.0,25.0,23.0,47.2,,2.0,1.0,,17.0,0.0,,,,88.0,,,,1.0,1.0,6.0,,,4.0,10.0,85.0,303.0,8.0,10.0,170.0,54.0,17.0,12.0,3.0,25.0,22.0,1.0,137.0,11.0,274.0,,,14.0,1.0,75.0,,419.0,,0.0,15.0,18.0,1.0,30.0,2.0,604.0,25.0,17.0,10.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292966,16.0,2022-11-12 15:00:00,17,Nott'm Forest,Home,148.0,17.0,,1.0,1.0,,,56.0,5.0,1.0,3.0,2.0,1.0,16.0,203.0,,1.0,16.0,14.0,9.0,5.0,1.0,,,1.0,1.0,,5.0,,,,,,3.0,7.0,8.0,,7.0,2.0,,39.0,58.0,,,1.0,1.0,3.0,1.0,4.0,,1.0,1.0,9.0,3.0,,8.0,,40.0,47.0,1.0,25.0,17.0,,,25.0,32.0,11.0,13.0,1.0,,2.0,2.0,1.0,123.0,,,,,,,7.0,,,1.0,,,,,,17.0,,11.0,11.0,,3.0,62.0,40.0,11.0,5.0,,4.0,2.0,2.0,266.0,,,1.0,1.0,20.0,43.0,22.0,,1.0,1.0,,,120.0,120.0,3.0,31.0,21.0,31.5,,,,,11.0,0.0,,,,60.0,,,,1.0,,6.0,,,4.0,14.0,34.0,191.0,3.0,6.0,178.0,37.0,25.0,7.0,1.0,15.0,14.0,,61.0,7.0,121.0,,1.0,14.0,2.0,46.0,3.0,284.0,,0.0,9.0,21.0,2.0,21.0,1.0,444.0,11.0,5.0,4.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292978,17.0,2022-12-27 20:00:00,17,Nott'm Forest,Away,103.0,19.0,2.0,4.0,2.0,,1.0,125.0,6.0,,1.0,1.0,,20.0,224.0,1.0,,17.0,7.0,6.0,3.0,2.0,3.0,,,,,4.0,,,,,,1.0,1.0,12.0,5.0,5.0,3.0,,48.0,60.0,,,,,10.0,2.0,3.0,,1.0,9.0,9.0,4.0,,13.0,5.0,31.0,47.0,,24.0,7.0,,,17.0,47.0,4.0,13.0,,,3.0,2.0,,131.0,,,,,,,7.0,,,,,,,,,7.0,,8.0,8.0,3.0,1.0,70.0,51.0,23.0,9.0,,1.0,4.0,3.0,291.0,,,6.0,,39.0,67.0,25.0,,,,,,152.0,152.0,3.0,34.0,21.0,34.2,,,,1.0,25.0,0.0,,,,65.0,5.0,,5.0,1.0,,3.0,,,5.0,11.0,69.0,208.0,10.0,5.0,126.0,46.0,24.0,15.0,9.0,24.0,15.0,,115.0,3.0,212.0,,,8.0,1.0,49.0,2.0,314.0,1.0,0.0,8.0,17.0,,23.0,1.0,514.0,20.0,17.0,11.0,9.0,11.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292986,18.0,2023-01-01 16:30:00,17,Nott'm Forest,Home,106.0,13.0,,,,1.0,,90.0,3.0,,4.0,1.0,,13.0,196.0,,1.0,15.0,7.0,6.0,9.0,,1.0,4.0,,,,9.0,,,1.0,,,2.0,9.0,6.0,1.0,8.0,4.0,,44.0,56.0,,,,,7.0,3.0,7.0,,,1.0,9.0,1.0,1.0,8.0,,46.0,41.0,,15.0,8.0,,,21.0,42.0,16.0,14.0,,,1.0,1.0,,106.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,8.0,1.0,11.0,11.0,,5.0,35.0,52.0,26.0,2.0,,4.0,6.0,5.0,236.0,,,3.0,3.0,35.0,29.0,24.0,,,,,,114.0,114.0,6.0,25.0,19.0,27.7,1.0,,1.0,,15.0,0.0,,,,71.0,1.0,,1.0,,4.0,4.0,,,3.0,9.0,44.0,185.0,7.0,10.0,122.0,33.0,15.0,11.0,1.0,12.0,11.0,4.0,77.0,3.0,146.0,1.0,,11.0,,44.0,2.0,256.0,,0.0,12.0,18.0,1.0,21.0,2.0,432.0,19.0,14.0,3.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2292999,19.0,2023-01-04 19:30:00,17,Nott'm Forest,Away,108.0,13.0,,1.0,1.0,2.0,,73.0,4.0,,3.0,3.0,3.0,17.0,180.0,,,10.0,25.0,30.0,6.0,,1.0,,,,,8.0,,,1.0,,,2.0,5.0,7.0,1.0,3.0,8.0,,37.0,65.0,2.0,1.0,1.0,1.0,8.0,1.0,3.0,,,2.0,6.0,2.0,,9.0,,59.0,69.0,1.0,33.0,21.0,,,23.0,39.0,17.0,14.0,1.0,,,1.0,,140.0,1.0,,1.0,1.0,,,11.0,,,1.0,2.0,,,,,21.0,1.0,10.0,10.0,1.0,3.0,59.0,62.0,20.0,6.0,,5.0,2.0,1.0,254.0,,,2.0,4.0,33.0,43.0,15.0,,,,,,158.0,158.0,6.0,30.0,21.0,37.5,1.0,,,1.0,14.0,0.0,,,,47.0,,,,,,9.0,,,5.0,11.0,34.0,166.0,8.0,7.0,137.0,35.0,33.0,8.0,2.0,11.0,9.0,,70.0,10.0,157.0,2.0,,20.0,3.0,53.0,,283.0,,0.0,11.0,22.0,,15.0,2.0,479.0,16.0,22.0,3.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293007,20.0,2023-01-14 15:00:00,17,Nott'm Forest,Home,141.0,25.0,,3.0,3.0,3.0,,122.0,3.0,1.0,6.0,3.0,1.0,20.0,260.0,,1.0,12.0,11.0,13.0,9.0,,,1.0,,2.0,1.0,13.0,,,,,,,4.0,4.0,2.0,8.0,7.0,,51.0,71.0,3.0,1.0,2.0,5.0,16.0,6.0,4.0,,1.0,3.0,7.0,6.0,,9.0,,38.0,51.0,5.0,27.0,13.0,,,21.0,48.0,11.0,11.0,2.0,,3.0,3.0,2.0,141.0,2.0,,2.0,2.0,,,5.0,,,2.0,2.0,,,,,13.0,,9.0,9.0,,6.0,84.0,56.0,32.0,5.0,,4.0,7.0,5.0,330.0,,,2.0,,50.0,36.0,31.0,,,,,,133.0,133.0,9.0,28.0,25.0,38.8,,,,1.0,27.0,0.0,,,,69.0,,1.0,1.0,,1.0,4.0,,,4.0,5.0,64.0,250.0,16.0,11.0,162.0,45.0,27.0,16.0,3.0,19.0,16.0,1.0,107.0,8.0,202.0,2.0,1.0,18.0,2.0,50.0,2.0,345.0,,0.0,15.0,14.0,2.0,15.0,1.0,552.0,18.0,15.0,13.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293010,21.0,2023-01-21 15:00:00,17,Nott'm Forest,Away,204.0,25.0,3.0,7.0,5.0,2.0,1.0,191.0,7.0,1.0,7.0,3.0,2.0,35.0,388.0,,,14.0,20.0,18.0,11.0,3.0,5.0,,,,,13.0,,,,,,2.0,5.0,12.0,4.0,11.0,9.0,,70.0,68.0,1.0,,1.0,1.0,9.0,4.0,1.0,1.0,2.0,6.0,9.0,13.0,,6.0,1.0,39.0,54.0,1.0,20.0,6.0,,,17.0,57.0,7.0,10.0,,1.0,3.0,2.0,,157.0,1.0,,,1.0,,,8.0,,,1.0,,,,,,6.0,,11.0,11.0,2.0,7.0,137.0,63.0,45.0,4.0,,8.0,7.0,5.0,465.0,,,5.0,3.0,47.0,94.0,38.0,,,,,,153.0,153.0,7.0,28.0,26.0,57.6,,,1.0,,21.0,0.0,,,,121.0,2.0,1.0,2.0,1.0,,11.0,1.0,,5.0,12.0,95.0,371.0,9.0,15.0,239.0,43.0,20.0,10.0,6.0,29.0,24.0,,135.0,3.0,275.0,,1.0,13.0,3.0,55.0,2.0,485.0,,0.0,20.0,21.0,1.0,18.0,2.0,697.0,26.0,13.0,5.0,6.0,10.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293027,22.0,2023-02-05 14:00:00,17,Nott'm Forest,Home,76.0,22.0,,1.0,1.0,1.0,,63.0,5.0,,,7.0,2.0,28.0,138.0,,1.0,8.0,30.0,28.0,5.0,,,,,,,4.0,,,,,,2.0,9.0,6.0,4.0,4.0,2.0,,32.0,81.0,,,,2.0,14.0,2.0,9.0,,,,5.0,,,11.0,3.0,72.0,77.0,2.0,25.0,13.0,,,27.0,43.0,15.0,14.0,1.0,,3.0,3.0,,156.0,,,,,,,12.0,,,,1.0,,,,1.0,13.0,,15.0,15.0,2.0,,33.0,79.0,26.0,2.0,,2.0,3.0,2.0,220.0,,,3.0,1.0,33.0,34.0,11.0,,,,,,189.0,189.0,6.0,45.0,18.0,30.1,,,,,21.0,0.0,,,,32.0,4.0,,4.0,2.0,,2.0,,,4.0,16.0,37.0,123.0,14.0,5.0,116.0,46.0,25.0,17.0,,8.0,8.0,,72.0,5.0,145.0,1.0,,27.0,3.0,76.0,2.0,253.0,,0.0,6.0,26.0,1.0,20.0,4.0,478.0,6.0,33.0,9.0,,17.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293033,23.0,2023-02-11 15:00:00,17,Nott'm Forest,Away,217.0,21.0,1.0,5.0,4.0,3.0,,102.0,5.0,,5.0,1.0,2.0,25.0,314.0,,,17.0,18.0,16.0,6.0,,4.0,,,,,6.0,,,,,,,6.0,12.0,4.0,7.0,3.0,,70.0,51.0,1.0,1.0,,3.0,6.0,2.0,18.0,,,4.0,7.0,4.0,,6.0,1.0,57.0,42.0,3.0,18.0,10.0,,,16.0,50.0,11.0,9.0,,,2.0,2.0,,153.0,,,,,,,12.0,,,,2.0,,,,,10.0,,10.0,10.0,2.0,5.0,93.0,68.0,26.0,5.0,,4.0,2.0,1.0,385.0,,,2.0,,44.0,48.0,25.0,,,,,,134.0,134.0,,26.0,19.0,50.0,,,,1.0,12.0,0.0,,,,92.0,1.0,,1.0,1.0,,7.0,,,5.0,7.0,48.0,299.0,6.0,6.0,245.0,58.0,18.0,11.0,3.0,16.0,13.0,,83.0,6.0,179.0,2.0,,6.0,3.0,54.0,3.0,408.0,,0.0,10.0,10.0,1.0,24.0,1.0,570.0,20.0,9.0,7.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293047,24.0,2023-02-18 15:00:00,17,Nott'm Forest,Home,108.0,17.0,,2.0,2.0,1.0,,58.0,11.0,1.0,8.0,2.0,3.0,19.0,164.0,,,6.0,10.0,13.0,2.0,,,2.0,,,,4.0,,,,,,,7.0,10.0,13.0,3.0,1.0,,43.0,55.0,1.0,,1.0,6.0,13.0,1.0,14.0,,1.0,,2.0,2.0,,8.0,3.0,42.0,36.0,6.0,37.0,17.0,,,21.0,32.0,8.0,6.0,,,,,,126.0,1.0,,1.0,1.0,,,15.0,,,1.0,,,,,,17.0,,8.0,8.0,2.0,8.0,44.0,57.0,26.0,10.0,,2.0,1.0,1.0,226.0,,,6.0,1.0,7.0,56.0,6.0,,,,,,117.0,117.0,2.0,28.0,12.0,27.0,,,1.0,,13.0,0.0,,,,39.0,2.0,3.0,5.0,,2.0,2.0,,,5.0,6.0,23.0,146.0,7.0,3.0,143.0,42.0,37.0,6.0,,4.0,4.0,2.0,51.0,6.0,113.0,,1.0,15.0,3.0,60.0,2.0,252.0,,0.0,4.0,13.0,,9.0,1.0,408.0,9.0,11.0,4.0,,8.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293059,25.0,2023-02-25 15:00:00,17,Nott'm Forest,Away,180.0,25.0,,3.0,3.0,2.0,1.0,163.0,3.0,1.0,6.0,3.0,5.0,32.0,340.0,,,16.0,25.0,23.0,7.0,1.0,,,,,,7.0,,,,,,1.0,3.0,12.0,6.0,4.0,4.0,,77.0,63.0,,,,6.0,7.0,2.0,11.0,,,3.0,9.0,5.0,,2.0,1.0,54.0,57.0,6.0,24.0,11.0,,,14.0,52.0,5.0,6.0,,,1.0,2.0,,167.0,,,,,,,6.0,,,,2.0,,,,,11.0,,5.0,5.0,,6.0,89.0,62.0,32.0,12.0,,3.0,5.0,3.0,416.0,,,5.0,1.0,55.0,57.0,22.0,,,,,,147.0,147.0,4.0,26.0,25.0,50.9,,,,3.0,18.0,0.0,,,,102.0,1.0,,1.0,1.0,,3.0,,,4.0,8.0,69.0,327.0,7.0,8.0,217.0,56.0,24.0,24.0,3.0,19.0,16.0,,102.0,5.0,237.0,2.0,1.0,12.0,6.0,63.0,1.0,435.0,,0.0,8.0,15.0,1.0,20.0,0.0,626.0,15.0,17.0,13.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293067,26.0,2023-03-05 14:00:00,17,Nott'm Forest,Home,211.0,23.0,,3.0,3.0,3.0,,154.0,4.0,2.0,5.0,2.0,4.0,21.0,362.0,,,24.0,30.0,21.0,6.0,,,1.0,,,,8.0,,,,,,2.0,6.0,7.0,3.0,7.0,3.0,,72.0,73.0,,,1.0,,17.0,4.0,6.0,,,3.0,9.0,7.0,,10.0,,68.0,73.0,,19.0,8.0,,,27.0,68.0,11.0,16.0,,1.0,3.0,7.0,,193.0,1.0,,1.0,1.0,,,5.0,,,2.0,1.0,,,,,8.0,,9.0,9.0,2.0,5.0,97.0,85.0,37.0,3.0,2.0,1.0,6.0,4.0,452.0,,,5.0,1.0,37.0,73.0,37.0,1.0,1.0,1.0,,,182.0,182.0,4.0,39.0,25.0,57.1,,,1.0,,23.0,0.0,,,,110.0,,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,11.0,74.0,343.0,17.0,7.0,241.0,61.0,19.0,23.0,1.0,24.0,23.0,1.0,121.0,7.0,255.0,1.0,2.0,9.0,7.0,59.0,,472.0,,0.0,10.0,24.0,1.0,30.0,3.0,714.0,26.0,22.0,12.0,3.0,17.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293078,27.0,2023-03-11 15:00:00,17,Nott'm Forest,Away,149.0,19.0,2.0,3.0,1.0,2.0,,172.0,,,9.0,2.0,5.0,27.0,318.0,,1.0,8.0,17.0,11.0,4.0,2.0,4.0,,,,,2.0,,1.0,,,,2.0,6.0,13.0,2.0,7.0,2.0,,60.0,56.0,1.0,1.0,1.0,,6.0,2.0,10.0,,1.0,10.0,6.0,5.0,1.0,5.0,2.0,50.0,44.0,,18.0,8.0,,,21.0,39.0,13.0,12.0,,,2.0,1.0,,131.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,8.0,,7.0,7.0,,9.0,97.0,49.0,26.0,2.0,,1.0,6.0,5.0,368.0,,,5.0,1.0,37.0,68.0,28.0,1.0,1.0,1.0,,1.0,113.0,113.0,4.0,22.0,19.0,44.8,,,,1.0,13.0,0.0,,,,103.0,4.0,,4.0,,,2.0,,,5.0,10.0,65.0,304.0,6.0,7.0,163.0,36.0,18.0,18.0,8.0,20.0,12.0,,91.0,5.0,248.0,,,8.0,5.0,49.0,1.0,391.0,,0.0,9.0,8.0,1.0,9.0,1.0,556.0,21.0,10.0,13.0,10.0,7.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293087,28.0,2023-03-17 20:00:00,17,Nott'm Forest,Home,96.0,14.0,,1.0,1.0,3.0,,97.0,4.0,,5.0,5.0,4.0,29.0,192.0,,,20.0,25.0,13.0,1.0,,2.0,1.0,,,,3.0,,,,,,,11.0,12.0,3.0,2.0,3.0,,56.0,53.0,,,1.0,2.0,7.0,,9.0,,,3.0,5.0,3.0,,7.0,,64.0,39.0,2.0,23.0,13.0,,,18.0,46.0,17.0,9.0,,,,,,130.0,,,,,,,10.0,,,1.0,,,,,1.0,13.0,,10.0,10.0,,5.0,48.0,72.0,26.0,7.0,1.0,,1.0,3.0,255.0,,,5.0,1.0,40.0,53.0,18.0,1.0,1.0,1.0,,,140.0,140.0,2.0,25.0,15.0,38.4,,3.0,,,14.0,0.0,,,,51.0,2.0,,2.0,,1.0,2.0,,,4.0,7.0,48.0,176.0,7.0,1.0,119.0,37.0,23.0,13.0,2.0,10.0,8.0,1.0,89.0,4.0,176.0,,,27.0,4.0,79.0,1.0,285.0,1.0,0.0,5.0,12.0,,23.0,5.0,458.0,6.0,18.0,5.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293098,29.0,2023-04-01 15:00:00,17,Nott'm Forest,Home,89.0,15.0,1.0,3.0,2.0,1.0,1.0,76.0,2.0,,5.0,3.0,3.0,16.0,162.0,,,11.0,16.0,17.0,11.0,1.0,,2.0,,,,11.0,,,,,,5.0,6.0,5.0,3.0,14.0,3.0,,26.0,56.0,,,,2.0,14.0,3.0,11.0,,,4.0,9.0,1.0,,3.0,,54.0,56.0,2.0,13.0,7.0,,,22.0,38.0,14.0,13.0,,,1.0,1.0,,123.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,7.0,,6.0,6.0,1.0,5.0,37.0,46.0,18.0,3.0,1.0,4.0,9.0,7.0,212.0,,,4.0,,26.0,28.0,26.0,,,,,,123.0,123.0,2.0,29.0,16.0,27.6,,2.0,,,20.0,0.0,,,,49.0,,,,1.0,2.0,7.0,,,4.0,16.0,50.0,149.0,14.0,13.0,111.0,37.0,13.0,22.0,3.0,14.0,11.0,2.0,84.0,4.0,138.0,1.0,,14.0,3.0,44.0,2.0,235.0,,0.0,17.0,15.0,,18.0,3.0,424.0,43.0,16.0,11.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,
2022-23,2293100,30.0,2023-04-08 15:00:00,17,Nott'm Forest,Away,88.0,17.0,,1.0,1.0,1.0,,62.0,10.0,,2.0,,1.0,16.0,149.0,,,19.0,11.0,14.0,3.0,,,,,,,5.0,,,,,,,12.0,8.0,,3.0,3.0,,24.0,35.0,,,,1.0,6.0,3.0,9.0,,,8.0,4.0,5.0,,3.0,1.0,49.0,48.0,1.0,11.0,4.0,1.0,,13.0,39.0,17.0,7.0,,,,1.0,,112.0,,,,,,,14.0,,,,1.0,,,,,4.0,,5.0,5.0,1.0,2.0,53.0,48.0,24.0,1.0,,1.0,2.0,2.0,203.0,,,1.0,2.0,25.0,39.0,27.0,,,,,,127.0,127.0,1.0,19.0,13.0,34.7,,,,,14.0,0.0,,,,38.0,1.0,,1.0,,,1.0,,,4.0,3.0,24.0,133.0,6.0,3.0,109.0,35.0,11.0,19.0,8.0,18.0,10.0,,60.0,16.0,136.0,1.0,,12.0,2.0,42.0,7.0,227.0,1.0,0.0,6.0,17.0,1.0,26.0,4.0,381.0,14.0,4.0,10.0,8.0,11.0,0.0,,,,,,,,,,,,,,,,,,,
