matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2128392,11.0,2020-12-06 14:15:00,49,Sheff Utd,Home,76.0,7.0,2.0,4.0,2.0,1.0,,110.0,1.0,1.0,3.0,7.0,3.0,17.0,182.0,,1.0,21.0,19.0,23.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,7.0,9.0,4.0,3.0,1.0,,31.0,59.0,,,,5.0,19.0,1.0,16.0,,,6.0,11.0,4.0,13.0,1.0,64.0,53.0,5.0,26.0,16.0,,1.0,44.0,41.0,13.0,6.0,1.0,,,1.0,,126.0,1.0,1.0,1.0,,1.0,5.0,,,,,,,,,16.0,,9.0,9.0,1.0,3.0,58.0,54.0,21.0,5.0,,2.0,2.0,1.0,255.0,,,5.0,,,46.0,53.0,27.0,,,,,149.0,149.0,4.0,25.0,22.0,29.7,,,,1.0,19.0,0.0,,,,58.0,1.0,1.0,2.0,,,2.0,,3.0,20.0,68.0,172.0,11.0,4.0,106.0,23.0,26.0,13.0,6.0,22.0,16.0,,100.0,3.0,189.0,1.0,1.0,27.0,3.0,53.0,4.0,273.0,,0.0,4.0,16.0,1.0,22.0,1.0,469.0,12.0,17.0,8.0,6.0,4.0,0.0
2128404,12.0,2020-12-13 12:00:00,49,Sheff Utd,Away,65.0,4.0,1.0,2.0,1.0,3.0,,116.0,5.0,,2.0,10.0,2.0,22.0,179.0,,,19.0,22.0,15.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,7.0,11.0,5.0,3.0,,,47.0,49.0,,,,,14.0,,9.0,,,4.0,12.0,1.0,13.0,,65.0,46.0,,19.0,9.0,,1.0,28.0,43.0,14.0,8.0,,,1.0,1.0,,123.0,,,,,,9.0,,,,,,,,1.0,9.0,,13.0,13.0,1.0,2.0,38.0,65.0,30.0,8.0,,3.0,,,227.0,,,3.0,1.0,,71.0,38.0,23.0,,,,,126.0,126.0,4.0,11.0,16.0,31.8,,,,1.0,14.0,0.0,,,,51.0,2.0,1.0,3.0,,,3.0,,3.0,14.0,65.0,160.0,6.0,3.0,80.0,18.0,19.0,14.0,2.0,16.0,14.0,,99.0,10.0,195.0,,,32.0,2.0,61.0,,259.0,,0.0,3.0,17.0,,23.0,1.0,425.0,7.0,6.0,6.0,4.0,11.0,0.0
2128411,13.0,2020-12-17 20:00:00,49,Sheff Utd,Home,87.0,12.0,1.0,4.0,3.0,4.0,,183.0,1.0,,3.0,10.0,,31.0,266.0,,,14.0,22.0,20.0,9.0,,1.0,,,,1.0,,,,,10.0,,,,,,10.0,9.0,6.0,9.0,3.0,,53.0,53.0,1.0,,1.0,,16.0,1.0,8.0,1.0,,6.0,6.0,4.0,10.0,1.0,65.0,53.0,,12.0,6.0,1.0,,24.0,71.0,17.0,6.0,2.0,,2.0,1.0,1.0,163.0,1.0,,1.0,1.0,,5.0,,,1.0,,,,,,6.0,,10.0,10.0,1.0,3.0,68.0,76.0,34.0,3.0,,5.0,5.0,6.0,336.0,,,3.0,,,69.0,72.0,33.0,,,,,150.0,150.0,5.0,18.0,18.0,40.1,,3.0,,,16.0,0.0,,,,78.0,5.0,1.0,5.0,,,5.0,,3.0,12.0,104.0,253.0,7.0,10.0,103.0,28.0,12.0,15.0,6.0,17.0,11.0,,156.0,11.0,276.0,,,32.0,1.0,77.0,2.0,362.0,,0.0,12.0,20.0,,22.0,3.0,543.0,28.0,13.0,7.0,6.0,13.0,0.0
2128416,14.0,2020-12-20 12:00:00,49,Sheff Utd,Away,60.0,4.0,1.0,1.0,,1.0,,71.0,4.0,,1.0,4.0,,12.0,130.0,1.0,,11.0,23.0,27.0,3.0,,,1.0,,1.0,1.0,,1.0,,,3.0,,,,,1.0,7.0,16.0,5.0,3.0,2.0,,27.0,44.0,1.0,1.0,,3.0,8.0,,9.0,1.0,1.0,2.0,3.0,2.0,8.0,,54.0,52.0,3.0,37.0,21.0,,1.0,27.0,46.0,11.0,9.0,,,3.0,2.0,1.0,110.0,1.0,,1.0,1.0,,12.0,,,1.0,,,,,,21.0,,7.0,7.0,1.0,1.0,34.0,53.0,16.0,14.0,,2.0,2.0,3.0,176.0,,,7.0,1.0,,41.0,29.0,12.0,,,,,115.0,115.0,6.0,19.0,11.0,26.5,,2.0,,,8.0,0.0,,,,32.0,3.0,1.0,3.0,,1.0,2.0,,3.0,14.0,47.0,121.0,4.0,4.0,78.0,15.0,37.0,9.0,2.0,9.0,7.0,1.0,83.0,4.0,134.0,,,18.0,,50.0,2.0,203.0,1.0,1.0,5.0,12.0,,18.0,5.0,367.0,11.0,12.0,5.0,2.0,9.0,0.0
2128433,15.0,2020-12-26 20:00:00,49,Sheff Utd,Home,142.0,12.0,5.0,6.0,1.0,1.0,1.0,169.0,2.0,,2.0,8.0,5.0,28.0,305.0,,1.0,19.0,32.0,20.0,2.0,6.0,5.0,,,,,,,,,3.0,,,,,1.0,8.0,4.0,3.0,9.0,1.0,,73.0,65.0,1.0,1.0,,1.0,27.0,3.0,18.0,,,5.0,7.0,2.0,10.0,2.0,74.0,54.0,1.0,17.0,8.0,,1.0,26.0,76.0,11.0,10.0,,,,1.0,,171.0,,,,,,5.0,,,,2.0,,,,,8.0,,11.0,11.0,1.0,2.0,89.0,78.0,34.0,3.0,,5.0,3.0,2.0,396.0,,,1.0,1.0,,68.0,60.0,24.0,,,,,164.0,164.0,2.0,28.0,25.0,43.8,,,,,27.0,0.0,,,,87.0,1.0,1.0,2.0,,,5.0,,3.0,13.0,76.0,292.0,15.0,8.0,164.0,41.0,17.0,10.0,5.0,15.0,10.0,,133.0,9.0,271.0,4.0,,22.0,6.0,70.0,,420.0,,0.0,10.0,18.0,1.0,26.0,2.0,612.0,21.0,19.0,7.0,6.0,9.0,0.0
2128437,16.0,2020-12-29 18:00:00,49,Sheff Utd,Away,166.0,21.0,2.0,3.0,1.0,2.0,,284.0,,,3.0,2.0,2.0,21.0,447.0,,,22.0,31.0,22.0,4.0,2.0,2.0,,,,,,,,,5.0,,,,,,10.0,4.0,1.0,4.0,3.0,,101.0,61.0,1.0,1.0,,1.0,13.0,2.0,3.0,,,5.0,6.0,10.0,10.0,1.0,62.0,57.0,1.0,7.0,4.0,,,29.0,91.0,17.0,12.0,,,2.0,2.0,,178.0,,,,,,5.0,,,,,,,,,4.0,,8.0,8.0,,3.0,133.0,78.0,37.0,3.0,,2.0,4.0,3.0,528.0,,,,1.0,,128.0,86.0,29.0,,,,,159.0,159.0,4.0,32.0,19.0,62.9,,,,1.0,13.0,0.0,,,,139.0,2.0,,2.0,,,2.0,,3.0,14.0,157.0,434.0,6.0,6.0,190.0,55.0,7.0,13.0,5.0,23.0,18.0,,205.0,6.0,384.0,,,20.0,2.0,69.0,2.0,551.0,,0.0,7.0,13.0,1.0,27.0,2.0,716.0,11.0,15.0,11.0,5.0,9.0,0.0
2128449,17.0,2021-01-02 15:00:00,49,Sheff Utd,Away,240.0,26.0,1.0,4.0,3.0,2.0,,175.0,1.0,,5.0,7.0,6.0,39.0,411.0,1.0,,35.0,23.0,25.0,4.0,,2.0,,,,,,,,,5.0,,,,,,11.0,6.0,3.0,4.0,3.0,,92.0,55.0,,,,1.0,23.0,4.0,15.0,,,6.0,9.0,6.0,11.0,,76.0,62.0,1.0,8.0,1.0,,,29.0,69.0,18.0,8.0,,,1.0,,,181.0,,,,,,3.0,,,,2.0,,,,2.0,1.0,,18.0,18.0,,5.0,118.0,71.0,38.0,3.0,,,4.0,2.0,495.0,,,3.0,2.0,,66.0,103.0,23.0,,,,,162.0,162.0,4.0,25.0,18.0,55.6,,,,,23.0,0.0,,,,119.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,13.0,98.0,400.0,13.0,4.0,267.0,50.0,8.0,20.0,5.0,20.0,15.0,,146.0,5.0,263.0,3.0,,25.0,7.0,78.0,3.0,510.0,1.0,0.0,7.0,22.0,,39.0,3.0,734.0,16.0,14.0,7.0,6.0,13.0,0.0
2128461,18.0,2021-01-12 18:00:00,49,Sheff Utd,Home,169.0,22.0,,5.0,5.0,3.0,,320.0,,1.0,3.0,7.0,1.0,41.0,484.0,,,22.0,19.0,21.0,14.0,,1.0,,,,,,,,,15.0,1.0,,,,,7.0,4.0,3.0,13.0,4.0,,108.0,55.0,1.0,1.0,1.0,2.0,14.0,7.0,4.0,,1.0,5.0,11.0,8.0,7.0,,51.0,50.0,2.0,16.0,8.0,,,25.0,66.0,13.0,11.0,,,4.0,2.0,,194.0,,,,,,2.0,,,,1.0,,,,,8.0,1.0,8.0,8.0,1.0,3.0,133.0,62.0,42.0,2.0,,5.0,9.0,4.0,539.0,,,1.0,3.0,,146.0,96.0,42.0,,,,1.0,134.0,134.0,6.0,17.0,23.0,66.2,,,,,14.0,0.0,,,,124.0,1.0,2.0,3.0,,,6.0,,3.0,15.0,189.0,470.0,4.0,14.0,187.0,39.0,16.0,15.0,3.0,24.0,21.0,,232.0,5.0,396.0,1.0,1.0,19.0,1.0,67.0,2.0,559.0,,0.0,17.0,11.0,1.0,24.0,2.0,755.0,40.0,18.0,7.0,5.0,4.0,0.0
2128473,19.0,2021-01-17 14:00:00,49,Sheff Utd,Home,121.0,8.0,1.0,4.0,3.0,2.0,,204.0,3.0,,1.0,4.0,2.0,17.0,321.0,1.0,,20.0,17.0,26.0,10.0,,,,,,,,,,,14.0,,,,,1.0,8.0,5.0,9.0,7.0,8.0,,60.0,67.0,1.0,,1.0,,13.0,7.0,12.0,,,5.0,10.0,7.0,12.0,1.0,59.0,56.0,,21.0,7.0,,,31.0,57.0,13.0,4.0,1.0,,1.0,1.0,,145.0,1.0,,1.0,1.0,,5.0,,,1.0,1.0,,,,,7.0,,13.0,13.0,1.0,1.0,103.0,76.0,36.0,7.0,,2.0,9.0,5.0,399.0,,,5.0,,,87.0,61.0,29.0,,,,,145.0,145.0,3.0,30.0,32.0,42.0,,,,1.0,13.0,0.0,,,,105.0,,2.0,2.0,,,3.0,,3.0,14.0,104.0,312.0,8.0,11.0,139.0,30.0,21.0,13.0,4.0,22.0,18.0,,139.0,9.0,296.0,1.0,,23.0,2.0,51.0,4.0,413.0,1.0,0.0,15.0,19.0,,22.0,4.0,616.0,17.0,12.0,8.0,5.0,11.0,0.0
2128479,20.0,2021-01-27 20:15:00,49,Sheff Utd,Away,86.0,3.0,1.0,1.0,,2.0,,92.0,1.0,2.0,,3.0,3.0,10.0,177.0,,1.0,7.0,23.0,5.0,3.0,,1.0,,,,,,,,,4.0,,,,,,4.0,10.0,6.0,5.0,,,42.0,61.0,,,,2.0,16.0,1.0,17.0,,,2.0,4.0,,11.0,1.0,72.0,33.0,2.0,28.0,10.0,,,30.0,42.0,12.0,10.0,,,1.0,1.0,,121.0,2.0,1.0,2.0,1.0,1.0,9.0,,,1.0,2.0,,,,,10.0,,16.0,16.0,2.0,,56.0,57.0,15.0,7.0,1.0,1.0,4.0,3.0,228.0,,,7.0,1.0,,54.0,32.0,13.0,,,,,131.0,131.0,1.0,34.0,17.0,24.2,,,,,16.0,0.0,,,,38.0,1.0,2.0,3.0,,,1.0,,3.0,18.0,48.0,168.0,7.0,5.0,102.0,16.0,28.0,13.0,2.0,7.0,5.0,,85.0,4.0,162.0,2.0,2.0,27.0,4.0,59.0,5.0,257.0,,0.0,5.0,15.0,1.0,12.0,1.0,435.0,8.0,13.0,3.0,2.0,9.0,0.0
2128492,21.0,2021-01-30 15:00:00,49,Sheff Utd,Away,126.0,11.0,,,,,,80.0,2.0,,1.0,11.0,5.0,21.0,206.0,,,9.0,14.0,14.0,3.0,,,,,,,,,,,4.0,,,,,,7.0,6.0,4.0,,4.0,,50.0,48.0,,,,2.0,11.0,1.0,8.0,,,,2.0,,10.0,2.0,44.0,40.0,2.0,22.0,12.0,,1.0,27.0,27.0,10.0,7.0,,2.0,1.0,1.0,,105.0,,,,,,5.0,,,,,,,,,12.0,,10.0,10.0,3.0,1.0,64.0,53.0,23.0,10.0,,1.0,2.0,1.0,257.0,,,4.0,1.0,,21.0,37.0,10.0,,,,,99.0,99.0,,28.0,12.0,25.0,,,,,11.0,0.0,,,,54.0,3.0,1.0,4.0,,,2.0,,3.0,15.0,39.0,199.0,8.0,3.0,144.0,34.0,22.0,6.0,,3.0,3.0,,64.0,2.0,132.0,1.0,,23.0,5.0,53.0,1.0,273.0,1.0,0.0,4.0,15.0,,10.0,3.0,416.0,9.0,12.0,4.0,,7.0,0.0
2128501,22.0,2021-02-02 18:00:00,49,Sheff Utd,Home,215.0,18.0,1.0,2.0,1.0,1.0,,282.0,1.0,,3.0,3.0,3.0,30.0,495.0,2.0,,24.0,30.0,27.0,9.0,1.0,2.0,,1.0,,1.0,,,,,11.0,,,,,,5.0,7.0,1.0,9.0,5.0,,90.0,55.0,1.0,,1.0,3.0,12.0,4.0,2.0,,,9.0,12.0,4.0,11.0,3.0,60.0,66.0,3.0,22.0,15.0,,,37.0,80.0,11.0,9.0,1.0,1.0,3.0,2.0,1.0,191.0,2.0,,1.0,2.0,,5.0,,,2.0,,,,,,15.0,,10.0,10.0,,3.0,152.0,74.0,44.0,2.0,1.0,3.0,9.0,6.0,576.0,,,2.0,2.0,,130.0,70.0,42.0,,,,,159.0,159.0,3.0,29.0,19.0,68.3,,,3.0,2.0,12.0,0.0,,,,160.0,3.0,,3.0,1.0,,4.0,1.0,3.0,19.0,158.0,485.0,4.0,12.0,243.0,41.0,22.0,17.0,9.0,27.0,18.0,,208.0,7.0,377.0,,,12.0,3.0,60.0,,593.0,2.0,0.0,14.0,20.0,,28.0,2.0,800.0,32.0,11.0,10.0,9.0,11.0,0.0
2128513,23.0,2021-02-07 19:15:00,49,Sheff Utd,Home,112.0,15.0,,,,5.0,,132.0,4.0,,2.0,4.0,3.0,21.0,244.0,,,20.0,20.0,14.0,5.0,,,1.0,,,,,,,,6.0,,,,,2.0,6.0,7.0,2.0,5.0,3.0,,55.0,56.0,1.0,1.0,,,22.0,2.0,12.0,1.0,1.0,1.0,2.0,4.0,14.0,,57.0,52.0,,15.0,9.0,,,31.0,54.0,8.0,8.0,,,3.0,2.0,,146.0,,,,,,7.0,,,,,,,,,9.0,,12.0,12.0,1.0,2.0,72.0,67.0,30.0,8.0,,3.0,2.0,3.0,318.0,,,3.0,,,56.0,45.0,27.0,1.0,1.0,1.0,,142.0,142.0,3.0,25.0,21.0,31.1,,,,,22.0,0.0,,,,65.0,1.0,,,,1.0,3.0,,3.0,18.0,84.0,233.0,14.0,5.0,133.0,34.0,15.0,15.0,1.0,9.0,8.0,1.0,132.0,13.0,214.0,,,19.0,3.0,55.0,2.0,338.0,,0.0,8.0,18.0,,24.0,1.0,519.0,19.0,16.0,12.0,1.0,9.0,0.0
2128525,24.0,2021-02-15 18:00:00,49,Sheff Utd,Away,169.0,20.0,1.0,8.0,7.0,3.0,,266.0,,,6.0,5.0,4.0,25.0,427.0,,,13.0,15.0,15.0,7.0,,,,,,,,,,,8.0,,,,,,9.0,9.0,4.0,5.0,3.0,,74.0,51.0,2.0,2.0,,,13.0,1.0,7.0,,,7.0,13.0,4.0,5.0,4.0,43.0,51.0,,19.0,10.0,,,,61.0,12.0,11.0,,,1.0,2.0,,170.0,,,,,,3.0,,,,,,,,,10.0,,6.0,6.0,1.0,6.0,134.0,63.0,37.0,7.0,,2.0,5.0,5.0,483.0,,,1.0,1.0,,123.0,61.0,34.0,1.0,1.0,1.0,,118.0,118.0,1.0,15.0,27.0,54.1,,,,,13.0,0.0,,,,122.0,3.0,3.0,6.0,,,2.0,,2.0,,142.0,416.0,9.0,8.0,185.0,33.0,19.0,11.0,7.0,26.0,19.0,,175.0,6.0,341.0,,,18.0,4.0,49.0,1.0,500.0,,0.0,8.0,18.0,,17.0,2.0,672.0,25.0,12.0,7.0,7.0,13.0,0.0
2128530,25.0,2021-02-20 20:00:00,49,Sheff Utd,Away,120.0,17.0,,1.0,1.0,1.0,,90.0,5.0,,,2.0,1.0,34.0,209.0,,1.0,23.0,26.0,27.0,2.0,,1.0,,,,,,,,,1.0,,,,,2.0,12.0,7.0,8.0,4.0,,,51.0,43.0,2.0,2.0,,2.0,17.0,,26.0,2.0,,4.0,4.0,1.0,4.0,2.0,72.0,60.0,2.0,23.0,12.0,1.0,,35.0,58.0,14.0,10.0,,,4.0,4.0,,148.0,,,,,,9.0,,,,,,,,,12.0,,8.0,8.0,1.0,,69.0,76.0,27.0,6.0,,,2.0,2.0,295.0,,,4.0,,,74.0,38.0,23.0,,,,,150.0,150.0,1.0,20.0,13.0,34.9,,,,,17.0,0.0,,,,53.0,2.0,4.0,4.0,,,2.0,,3.0,15.0,47.0,193.0,11.0,2.0,142.0,50.0,23.0,5.0,4.0,13.0,9.0,,109.0,8.0,192.0,,,18.0,1.0,80.0,3.0,321.0,,0.0,4.0,20.0,1.0,30.0,2.0,495.0,8.0,10.0,3.0,4.0,10.0,0.0
2128543,26.0,2021-02-28 19:15:00,49,Sheff Utd,Home,142.0,24.0,,5.0,5.0,2.0,2.0,167.0,3.0,,1.0,12.0,2.0,37.0,304.0,,,19.0,20.0,25.0,7.0,,1.0,,,,,1.0,,,,5.0,,,,,1.0,3.0,14.0,3.0,5.0,3.0,,73.0,70.0,2.0,2.0,,1.0,21.0,2.0,7.0,,,4.0,8.0,5.0,8.0,5.0,48.0,48.0,1.0,17.0,6.0,,1.0,27.0,66.0,9.0,9.0,,,2.0,2.0,,162.0,,,,,,6.0,,,,,,,,,6.0,,11.0,11.0,2.0,1.0,83.0,69.0,28.0,3.0,,3.0,4.0,2.0,385.0,,,4.0,,1.0,67.0,69.0,26.0,,,,,153.0,153.0,2.0,32.0,27.0,39.3,,,,,21.0,0.0,,,,88.0,6.0,1.0,7.0,,,4.0,1.0,3.0,15.0,94.0,295.0,11.0,7.0,170.0,45.0,17.0,7.0,4.0,19.0,15.0,,142.0,9.0,255.0,,,30.0,2.0,77.0,3.0,406.0,,0.0,8.0,11.0,1.0,22.0,0.0,579.0,13.0,19.0,3.0,4.0,8.0,0.0
2128552,27.0,2021-03-06 15:00:00,49,Sheff Utd,Home,125.0,22.0,2.0,6.0,4.0,3.0,1.0,156.0,1.0,,3.0,7.0,3.0,31.0,275.0,,1.0,26.0,16.0,22.0,4.0,2.0,1.0,,,,,,,1.0,,6.0,,,,,1.0,8.0,7.0,8.0,4.0,4.0,,65.0,63.0,2.0,2.0,,,17.0,1.0,11.0,,,7.0,9.0,4.0,7.0,3.0,61.0,59.0,,21.0,6.0,,2.0,28.0,65.0,17.0,11.0,,,2.0,1.0,,179.0,,,,,,6.0,,,,,,,,,6.0,,9.0,9.0,3.0,3.0,76.0,76.0,39.0,3.0,,4.0,2.0,2.0,371.0,,,4.0,1.0,,86.0,41.0,35.0,1.0,1.0,1.0,,169.0,169.0,7.0,27.0,23.0,50.9,,,,,17.0,0.0,,,,73.0,3.0,2.0,5.0,,,5.0,,3.0,17.0,83.0,261.0,5.0,6.0,158.0,49.0,21.0,20.0,7.0,21.0,14.0,,144.0,11.0,256.0,,,23.0,3.0,73.0,2.0,393.0,1.0,0.0,8.0,16.0,1.0,26.0,4.0,589.0,16.0,16.0,10.0,7.0,11.0,0.0
2128561,28.0,2021-03-14 14:00:00,49,Sheff Utd,Away,130.0,12.0,,2.0,2.0,1.0,,79.0,5.0,,5.0,2.0,2.0,17.0,207.0,1.0,,15.0,9.0,9.0,1.0,,,,,,,1.0,,,,1.0,,,,,,7.0,15.0,5.0,1.0,,,54.0,45.0,,,,1.0,23.0,,13.0,1.0,,1.0,2.0,2.0,12.0,4.0,50.0,41.0,1.0,20.0,9.0,,1.0,28.0,38.0,9.0,10.0,,,3.0,2.0,,116.0,,,,,,8.0,,,,1.0,,,,,9.0,,18.0,18.0,4.0,5.0,71.0,51.0,17.0,9.0,,1.0,,,265.0,,,6.0,1.0,1.0,60.0,29.0,16.0,,,,,121.0,121.0,2.0,22.0,14.0,28.3,,,,,23.0,0.0,,,,50.0,6.0,,5.0,1.0,,1.0,,2.0,19.0,38.0,189.0,8.0,1.0,152.0,37.0,20.0,15.0,1.0,7.0,6.0,,74.0,3.0,146.0,1.0,,7.0,2.0,49.0,,291.0,1.0,0.0,1.0,14.0,,15.0,2.0,457.0,3.0,12.0,8.0,1.0,7.0,0.0
2128572,29.0,2021-03-03 18:00:00,49,Sheff Utd,Home,84.0,16.0,,,,,,99.0,1.0,,1.0,8.0,4.0,28.0,183.0,,,7.0,19.0,15.0,6.0,,2.0,,,,,,1.0,,,6.0,,,,,1.0,6.0,12.0,4.0,6.0,3.0,,48.0,55.0,1.0,,1.0,3.0,7.0,2.0,15.0,,1.0,2.0,1.0,3.0,2.0,3.0,56.0,36.0,3.0,47.0,28.0,,,34.0,57.0,13.0,6.0,1.0,,2.0,2.0,,121.0,1.0,,,1.0,,13.0,,,1.0,,,,,,28.0,,13.0,13.0,,1.0,45.0,70.0,23.0,7.0,,3.0,4.0,2.0,238.0,,,7.0,1.0,,46.0,41.0,15.0,,,,,123.0,123.0,3.0,22.0,18.0,28.2,,,,2.0,7.0,0.0,,,,49.0,3.0,1.0,4.0,,,5.0,,3.0,16.0,48.0,177.0,6.0,7.0,99.0,27.0,47.0,9.0,2.0,8.0,6.0,,84.0,4.0,172.0,,,27.0,4.0,74.0,1.0,263.0,,1.0,9.0,13.0,1.0,13.0,1.0,443.0,10.0,18.0,2.0,2.0,9.0,0.0
2128580,30.0,2021-04-03 15:00:00,49,Sheff Utd,Away,167.0,23.0,,1.0,1.0,3.0,,142.0,4.0,,6.0,4.0,6.0,22.0,308.0,,,19.0,13.0,18.0,5.0,,1.0,,,,,1.0,,,,6.0,,,,,2.0,8.0,14.0,10.0,3.0,6.0,,63.0,72.0,,,1.0,1.0,24.0,4.0,9.0,,,7.0,5.0,2.0,7.0,3.0,48.0,53.0,1.0,22.0,16.0,,2.0,34.0,43.0,13.0,12.0,,,5.0,4.0,,164.0,,,,,,9.0,,,1.0,1.0,,,,2.0,16.0,,11.0,11.0,1.0,6.0,91.0,64.0,31.0,5.0,1.0,2.0,3.0,1.0,388.0,,,6.0,1.0,1.0,95.0,36.0,24.0,,,,,158.0,158.0,3.0,34.0,24.0,45.9,,,,,24.0,0.0,,,,92.0,4.0,3.0,7.0,,,4.0,1.0,4.0,19.0,70.0,295.0,9.0,5.0,200.0,40.0,22.0,14.0,7.0,18.0,11.0,,112.0,9.0,228.0,1.0,,19.0,8.0,53.0,1.0,410.0,,0.0,9.0,17.0,,23.0,2.0,608.0,9.0,18.0,6.0,7.0,9.0,0.0
2128592,31.0,2021-04-11 19:00:00,49,Sheff Utd,Home,243.0,16.0,,1.0,1.0,1.0,,155.0,2.0,1.0,5.0,2.0,4.0,25.0,397.0,1.0,,14.0,14.0,9.0,5.0,,1.0,,,,,,,,,6.0,,,,,,5.0,8.0,6.0,5.0,2.0,,101.0,49.0,,,,1.0,12.0,3.0,8.0,,,2.0,5.0,4.0,10.0,1.0,43.0,33.0,1.0,19.0,4.0,1.0,,23.0,44.0,9.0,5.0,,,,,,147.0,,,,,,5.0,,,,,,,,,4.0,,5.0,5.0,2.0,5.0,109.0,59.0,32.0,4.0,,2.0,3.0,2.0,447.0,,,6.0,1.0,,77.0,47.0,17.0,,,,,107.0,107.0,1.0,23.0,17.0,45.1,,,,,12.0,0.0,,,,112.0,1.0,1.0,2.0,1.0,,2.0,,3.0,13.0,66.0,382.0,4.0,5.0,267.0,35.0,19.0,5.0,,9.0,9.0,,90.0,2.0,211.0,,1.0,9.0,4.0,54.0,2.0,469.0,1.0,0.0,7.0,16.0,,15.0,1.0,609.0,11.0,11.0,3.0,2.0,7.0,0.0
2128605,32.0,2021-04-17 20:15:00,49,Sheff Utd,Away,190.0,19.0,,7.0,7.0,,1.0,262.0,3.0,1.0,11.0,1.0,2.0,27.0,445.0,,,13.0,15.0,11.0,5.0,,2.0,,,,,,,,,6.0,,,,,,10.0,9.0,1.0,5.0,3.0,,87.0,56.0,1.0,1.0,,1.0,10.0,4.0,8.0,1.0,,3.0,17.0,8.0,11.0,,53.0,46.0,1.0,9.0,4.0,,,22.0,62.0,15.0,8.0,,,3.0,3.0,,159.0,,,,,,4.0,,,,,,,,,4.0,,6.0,6.0,,11.0,132.0,62.0,46.0,3.0,,2.0,3.0,2.0,496.0,,,3.0,2.0,,95.0,111.0,31.0,,,,,125.0,125.0,8.0,8.0,29.0,52.5,,,,,10.0,0.0,,,,134.0,3.0,1.0,3.0,3.0,,2.0,1.0,3.0,9.0,128.0,432.0,3.0,5.0,204.0,36.0,9.0,12.0,,28.0,28.0,,168.0,2.0,336.0,,1.0,8.0,2.0,45.0,2.0,512.0,,0.0,8.0,19.0,1.0,14.0,2.0,682.0,20.0,17.0,8.0,3.0,11.0,0.0
