season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2014-15,5582708,14,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582708,14,88,Hull_City,Away,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,87.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582708,14,88,Hull_City,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,3.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582714,15,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,60.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582714,15,88,Hull_City,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582714,15,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,61.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,13251,27503,Sone Aluko,sone-aluko,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,77.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,13.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582714,15,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,30.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582714,15,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,29.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,596,19687,Alex Bruce,alex-bruce,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,80.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582736,16,88,Hull_City,Away,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,10.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582736,16,88,Hull_City,Away,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,60.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,11807,20462,Stephen Quinn,stephen-quinn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582736,16,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,13251,27503,Sone Aluko,sone-aluko,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,64.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,74.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,48547,59856,Abel Hernández,abel-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582736,16,88,Hull_City,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,16.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582736,16,88,Hull_City,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,26.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,59.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582754,17,88,Hull_City,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582754,17,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,77.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582754,17,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,13251,27503,Sone Aluko,sone-aluko,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,31.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,81.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,13.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582754,17,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582786,18,88,Hull_City,Away,596,19687,Alex Bruce,alex-bruce,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,693,15137,Liam Rosenior,liam-rosenior,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582786,18,88,Hull_City,Away,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,13251,27503,Sone Aluko,sone-aluko,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,89.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,32844,34285,Maynor Figueroa,maynor-figueroa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582786,18,88,Hull_City,Away,37327,62419,Nikica Jelavić,nikica-jelavic,F,True,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,48547,59856,Abel Hernández,abel-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582786,18,88,Hull_City,Away,122663,86176,Tom Ince,tom-ince,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,78.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582786,18,88,Hull_City,Away,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582786,18,88,Hull_City,Away,267621,90517,Robbie Brady,robbie-brady,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,88.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582794,19,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,13251,27503,Sone Aluko,sone-aluko,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,62.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,32844,34285,Maynor Figueroa,maynor-figueroa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582794,19,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,44.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582794,19,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,61.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,28.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,122663,86176,Tom Ince,tom-ince,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,29.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582794,19,88,Hull_City,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582794,19,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,33.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582814,20,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,13251,27503,Sone Aluko,sone-aluko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582814,20,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582814,20,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,122663,86176,Tom Ince,tom-ince,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582814,20,88,Hull_City,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,45.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,34.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,23.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582814,20,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,45.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582850,21,88,Hull_City,Away,596,19687,Alex Bruce,alex-bruce,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582850,21,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582850,21,88,Hull_City,Away,927,12679,Michael Dawson,michael-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582850,21,88,Hull_City,Away,9689,15109,Tom Huddlestone,tom-huddlestone,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582850,21,88,Hull_City,Away,10180,17506,Paul McShane,paul-mcshane,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582850,21,88,Hull_City,Away,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582850,21,88,Hull_City,Away,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,78.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582850,21,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
