playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,clearancesOffTheLine,successfulLaunches,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,headedGoals,ownGoalScored,otherGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2018-19,13.0,1.0,0.1452,0.0,4.0,,,,13.0,3.0,2.0,23.0,8.0,,2.0,5.0,26.0,2.0,278.0,,1.0,,2.0,3.0,,8.0,,,1.0,,379.0,,,6.0,16.0,,7.0,14.0,237.0,5.0,,5.8026,5.0,8.0,5.0,2.0,7.0,72.0,,0.0,29.0,3.0,,72.0,26.0,8.0,,,9.0,,2.0,117.0,5.0,2.0,5.0,2.0,21.0,2.0,0.0,273.0,3.0,1.0,41.0,4.0,1.0,4.0,98.0,1.0,2.0,15.0,36.0,341.0,3.0,4.0,2.0,1.0,136.0,1.0,,0.4489,0.0,3.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237,Andrew Surman,Midfielder,Bournemouth,91,England,2018-19,36.0,1.0,0.7914,0.0,1.0,1.0,,0.1781,11.0,8.0,2.0,78.0,18.0,,10.0,16.0,110.0,,839.0,,,0.0,1.0,2.0,1.0,33.0,4.0,1.0,1.0,,1439.0,,,14.0,39.0,3.0,25.0,20.0,680.0,8.0,2.0,30.1253,10.0,32.0,36.0,,22.0,246.0,6.0,0.0,75.0,13.0,0.0,240.0,90.0,18.0,1.0,,5.0,,2.0,353.0,33.0,,6.0,,42.0,19.0,0.0,811.0,7.0,3.0,132.0,6.0,3.0,7.0,248.0,7.0,10.0,49.0,105.0,991.0,1.0,1.0,1.0,15.0,377.0,6.0,,0.3105,2.0,32.0,31.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Bournemouth,91,England,2018-19,117.0,1.0,1.1897,0.0,5.0,7.0,,2.0528,58.0,16.0,3.0,139.0,25.0,1.0,2.0,19.0,198.0,5.0,970.0,2.0,2.0,2.0,2.0,6.0,,71.0,4.0,2.0,1.0,3.0,1738.0,3.0,,36.0,128.0,2.0,46.0,93.0,724.0,22.0,5.0,26.4473,10.0,45.0,33.0,3.0,81.0,272.0,24.0,1.0,245.0,21.0,0.0,352.0,131.0,25.0,2.0,2.0,34.0,,8.0,376.0,31.0,5.0,28.0,3.0,174.0,35.0,0.0,944.0,9.0,3.0,251.0,24.0,12.0,11.0,231.0,29.0,21.0,48.0,115.0,1275.0,3.0,4.0,2.0,21.0,397.0,21.0,1.0,1.9326,8.0,59.0,51.0,,,,1.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2018-19,153.0,5.0,3.9393,0.0,8.0,20.0,,6.4429,37.0,33.0,16.0,200.0,30.0,5.0,18.0,29.0,230.0,15.0,856.0,7.0,2.0,3.0,5.0,1.0,19.0,39.0,1.0,3.0,8.0,10.0,2276.0,10.0,2.0,31.0,114.0,5.0,71.0,106.0,605.0,93.0,2.0,34.5841,25.0,23.0,41.0,3.0,122.0,115.0,46.0,2.0,267.0,29.0,4.0,306.0,115.0,30.0,3.0,,11.0,6.0,40.0,396.0,36.0,25.0,83.0,3.0,228.0,8.0,0.0,814.0,13.0,14.0,415.0,26.0,24.0,7.0,237.0,15.0,24.0,21.0,198.0,1343.0,7.0,19.0,5.0,17.0,238.0,10.0,1.0,5.9454,3.0,30.0,55.0,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,3.0,10.0,,1.0,,,,,,
122342,Emerson Hyndman,Midfielder,Bournemouth,91,United States,2018-19,3.0,,0.0042,0.0,,,,,6.0,,,7.0,1.0,,,,7.0,,23.0,,,0.0,,1.0,,1.0,,,,,37.0,,,1.0,6.0,1.0,1.0,6.0,16.0,,,0.9475,,,2.0,,2.0,6.0,,0.0,9.0,,0.0,7.0,2.0,1.0,,,4.0,,,6.0,1.0,,1.0,,8.0,,0.0,23.0,,,9.0,2.0,,,9.0,,1.0,,1.0,34.0,,,,,10.0,,,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48615,Harry Arter,Midfielder,Bournemouth,91,Ireland,2018-19,75.0,6.0,1.2119,0.0,8.0,5.0,,0.4944,62.0,15.0,3.0,95.0,25.0,1.0,8.0,24.0,127.0,11.0,658.0,,2.0,,7.0,1.0,,20.0,3.0,3.0,6.0,2.0,2006.0,2.0,,14.0,85.0,9.0,39.0,79.0,489.0,15.0,2.0,36.1861,9.0,20.0,39.0,1.0,61.0,132.0,14.0,,160.0,27.0,,235.0,128.0,25.0,3.0,,25.0,,4.0,296.0,30.0,11.0,,1.0,140.0,6.0,0.0,595.0,10.0,4.0,170.0,37.0,3.0,5.0,150.0,25.0,21.0,42.0,141.0,919.0,2.0,12.0,7.0,12.0,241.0,16.0,1.0,0.9005,10.0,32.0,24.0,,,,,9.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152551,Jefferson Lerma,Midfielder,Bournemouth,91,Colombia,2018-19,178.0,2.0,1.2312,0.0,5.0,8.0,,1.8718,46.0,26.0,3.0,205.0,30.0,,7.0,29.0,263.0,2.0,1562.0,2.0,3.0,2.0,4.0,1.0,,148.0,8.0,5.0,2.0,1.0,2510.0,1.0,,72.0,192.0,5.0,42.0,116.0,1229.0,17.0,2.0,36.9096,15.0,84.0,49.0,1.0,106.0,440.0,51.0,0.0,370.0,15.0,0.0,458.0,233.0,30.0,5.0,1.0,16.0,,9.0,603.0,44.0,2.0,29.0,1.0,222.0,76.0,0.0,1535.0,18.0,2.0,324.0,30.0,20.0,18.0,478.0,43.0,54.0,70.0,186.0,2006.0,,6.0,4.0,17.0,698.0,25.0,1.0,1.2628,12.0,58.0,87.0,,,,,7.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
103912,Jordon Ibe,Midfielder,Bournemouth,91,England,2018-19,61.0,5.0,1.0171,0.0,4.0,3.0,,0.5011,6.0,5.0,2.0,48.0,19.0,1.0,,9.0,55.0,17.0,250.0,1.0,,1.0,,10.0,6.0,7.0,,1.0,10.0,1.0,796.0,1.0,,5.0,44.0,1.0,21.0,42.0,190.0,29.0,1.0,18.0307,9.0,4.0,23.0,4.0,56.0,44.0,10.0,0.0,105.0,2.0,0.0,73.0,33.0,19.0,1.0,1.0,1.0,,26.0,149.0,22.0,17.0,43.0,4.0,98.0,2.0,0.0,248.0,2.0,10.0,143.0,5.0,26.0,,81.0,8.0,4.0,5.0,52.0,437.0,8.0,7.0,,3.0,56.0,5.0,,0.8356,1.0,7.0,20.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
56872,Junior Stanislas,Midfielder,Bournemouth,91,England,2018-19,47.0,2.0,2.2775,0.0,11.0,10.0,,2.9326,12.0,23.0,4.0,98.0,23.0,3.0,12.0,11.0,111.0,14.0,496.0,2.0,3.0,1.0,6.0,12.0,26.0,23.0,,4.0,7.0,4.0,1025.0,4.0,1.0,13.0,44.0,3.0,36.0,34.0,373.0,39.0,1.0,19.0025,12.0,15.0,25.0,5.0,34.0,100.0,10.0,1.0,91.0,7.0,1.0,151.0,52.0,23.0,4.0,2.0,6.0,,14.0,269.0,22.0,30.0,24.0,5.0,68.0,10.0,0.0,475.0,13.0,15.0,190.0,6.0,12.0,1.0,154.0,6.0,2.0,12.0,91.0,714.0,14.0,8.0,6.0,7.0,123.0,4.0,,3.065,1.0,13.0,30.0,1.0,,,,,1.0,,10.0,10.0,1.0,0.8273,,,,,,,,,,,,,,,,6.0,13.0,,,,,1.0,1.0,,
431774,Kyle Taylor,Midfielder,Bournemouth,91,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2018-19,48.0,,0.305,0.0,3.0,,,,13.0,1.0,1.0,45.0,13.0,,5.0,8.0,66.0,10.0,391.0,,,0.0,3.0,5.0,,15.0,1.0,,,,722.0,,,10.0,32.0,,18.0,27.0,303.0,5.0,1.0,9.8834,2.0,7.0,10.0,,38.0,100.0,5.0,0.0,80.0,6.0,0.0,127.0,60.0,13.0,,,7.0,,6.0,161.0,10.0,10.0,15.0,,65.0,5.0,0.0,386.0,1.0,1.0,107.0,6.0,9.0,2.0,99.0,12.0,8.0,22.0,65.0,503.0,3.0,3.0,3.0,7.0,164.0,10.0,,0.1352,2.0,21.0,13.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200370,Matt Butcher,Midfielder,Bournemouth,91,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444181,Nnamdi Ofoborh,Midfielder,Bournemouth,91,Nigeria,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90105,Ryan Fraser,Midfielder,Bournemouth,91,Scotland,2018-19,112.0,34.0,10.2058,0.0,15.0,25.0,,7.1282,19.0,36.0,6.0,236.0,38.0,14.0,22.0,35.0,276.0,109.0,1195.0,7.0,10.0,2.0,8.0,3.0,116.0,39.0,4.0,9.0,77.0,9.0,3171.0,9.0,2.0,28.0,120.0,6.0,77.0,109.0,891.0,102.0,5.0,49.6324,79.0,19.0,64.0,7.0,84.0,327.0,68.0,2.0,232.0,17.0,5.0,358.0,135.0,38.0,9.0,5.0,8.0,2.0,29.0,670.0,58.0,194.0,56.0,7.0,193.0,11.0,0.0,1125.0,11.0,38.0,595.0,11.0,24.0,6.0,192.0,6.0,22.0,28.0,318.0,1894.0,17.0,10.0,8.0,14.0,326.0,5.0,,4.6828,2.0,40.0,60.0,,,,,1.0,,,4.0,4.0,1.0,0.2349,1.0,,,,,,,,,,,,,,,29.0,60.0,,,,,,,,
83543,Anthony Knockaert,Midfielder,Brighton,36,France,2018-19,109.0,10.0,3.6771,1.0,10.0,9.0,,2.2302,33.0,17.0,1.0,114.0,30.0,6.0,15.0,18.0,142.0,36.0,616.0,2.0,3.0,,4.0,12.0,46.0,24.0,2.0,3.0,38.0,4.0,1833.0,4.0,1.0,8.0,100.0,5.0,27.0,84.0,436.0,52.0,6.0,35.7389,29.0,6.0,38.0,6.0,101.0,61.0,19.0,,209.0,13.0,,148.0,120.0,30.0,3.0,,12.0,2.0,33.0,335.0,33.0,69.0,,6.0,185.0,16.0,1.0,588.0,8.0,14.0,337.0,21.0,32.0,,253.0,22.0,29.0,38.0,154.0,1060.0,7.0,7.0,4.0,10.0,177.0,9.0,2.0,2.058,4.0,28.0,37.0,1.0,,,,5.0,,,2.0,2.0,,0.2225,,,,,,,,,,,,,,,,22.0,23.0,,,,,,,,
38490,Beram Kayal,Midfielder,Brighton,36,Israel,2018-19,77.0,1.0,0.4461,0.0,,2.0,,0.7629,28.0,5.0,1.0,50.0,18.0,1.0,1.0,9.0,78.0,7.0,271.0,1.0,,,,9.0,2.0,43.0,3.0,,1.0,1.0,937.0,1.0,,27.0,61.0,4.0,15.0,45.0,184.0,10.0,3.0,19.4502,3.0,25.0,17.0,,50.0,55.0,7.0,,138.0,7.0,,117.0,56.0,18.0,,,11.0,1.0,10.0,88.0,13.0,9.0,,,95.0,16.0,0.0,261.0,3.0,4.0,123.0,17.0,11.0,10.0,49.0,18.0,15.0,9.0,50.0,444.0,,2.0,,14.0,106.0,11.0,2.0,0.4109,4.0,28.0,27.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
40845,Dale Stephens,Midfielder,Brighton,36,England,2018-19,132.0,1.0,0.7289,1.0,3.0,1.0,,0.2502,84.0,8.0,1.0,159.0,30.0,1.0,5.0,29.0,221.0,1.0,1353.0,1.0,,,3.0,1.0,,49.0,5.0,,1.0,,2487.0,,,23.0,127.0,7.0,44.0,101.0,1009.0,12.0,7.0,42.2067,17.0,46.0,45.0,,109.0,398.0,10.0,,259.0,20.0,,405.0,200.0,30.0,,,27.0,1.0,6.0,531.0,38.0,1.0,,,210.0,26.0,1.0,1332.0,7.0,4.0,276.0,57.0,7.0,13.0,371.0,44.0,46.0,123.0,179.0,1710.0,3.0,2.0,3.0,17.0,602.0,30.0,1.0,0.3217,6.0,62.0,75.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66242,Davy Pröpper,Midfielder,Brighton,36,Netherlands,2018-19,139.0,2.0,1.3989,0.0,2.0,2.0,,0.3531,50.0,13.0,2.0,190.0,30.0,1.0,9.0,30.0,242.0,14.0,1213.0,1.0,1.0,,2.0,,,63.0,3.0,1.0,2.0,,2551.0,,1.0,26.0,134.0,6.0,40.0,97.0,897.0,31.0,9.0,39.7032,18.0,33.0,45.0,,113.0,339.0,18.0,,273.0,15.0,,398.0,192.0,30.0,1.0,1.0,22.0,,20.0,533.0,39.0,14.0,,,210.0,37.0,0.0,1198.0,11.0,6.0,368.0,28.0,30.0,6.0,272.0,33.0,53.0,74.0,204.0,1632.0,,5.0,2.0,18.0,440.0,20.0,3.0,0.8531,2.0,52.0,62.0,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
220738,Jayson Molumby,Midfielder,Brighton,36,Ireland,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215062,Max Sanders,Midfielder,Brighton,36,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
